id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/hide_char_id
d_counseling_sora_13_1,d_counseling_sora_13,Speech,0,sora,sora,Locale_Counseling:d_counseling_sora_13_1,True,sora,1,idle,CommanderRoom,100,100,1.0,bgm_story_backtonormal,,,
d_counseling_sora_13_2,d_counseling_sora_13,Speech,0,sora,sora,Locale_Counseling:d_counseling_sora_13_2,True,,1,idle,,100,100,1.0,,,,
d_counseling_sora_13_3,d_counseling_sora_13,Speech,0,sora,sora,Locale_Counseling:d_counseling_sora_13_3,True,,1,idle,,100,100,1.0,,,,
d_counseling_sora_13_4,d_counseling_sora_13,Choice,120,sora,,Locale_Counseling:d_counseling_sora_13_4,False,,1,idle,,100,100,1.0,,d_counseling_sora_13_6,,
d_counseling_sora_13_5,d_counseling_sora_13,Choice,100,sora,,Locale_Counseling:d_counseling_sora_13_5,False,,1,idle,,100,100,1.0,,d_counseling_sora_13_10,,
d_counseling_sora_13_6,d_counseling_sora_13,Speech,0,sora,sora,Locale_Counseling:d_counseling_sora_13_6,True,,1,idle,,100,10,1.0,,,,
d_counseling_sora_13_7,d_counseling_sora_13,Speech,0,sora,sora,Locale_Counseling:d_counseling_sora_13_7,True,,1,idle,,10,10,1.0,,,,
d_counseling_sora_13_8,d_counseling_sora_13,Speech,0,sora,sora,Locale_Counseling:d_counseling_sora_13_8,True,,1,idle,,10,10,1.0,,,,
d_counseling_sora_13_9,d_counseling_sora_13,Speech,0,sora,sora,Locale_Counseling:d_counseling_sora_13_9,True,,1,idle,,10,10,1.0,,d_counseling_sora_13_13,,
d_counseling_sora_13_10,d_counseling_sora_13,Speech,0,sora,sora,Locale_Counseling:d_counseling_sora_13_10,True,,1,idle,,100,10,1.0,,,,
d_counseling_sora_13_11,d_counseling_sora_13,Speech,0,sora,sora,Locale_Counseling:d_counseling_sora_13_11,True,,1,idle,,10,10,1.0,,,,
d_counseling_sora_13_12,d_counseling_sora_13,Speech,0,sora,sora,Locale_Counseling:d_counseling_sora_13_12,True,,1,idle,,10,10,1.0,,d_counseling_sora_13_13,,
d_counseling_sora_13_13,d_counseling_sora_13,Monologue,0,sora,,Locale_Counseling:d_counseling_sora_13_13,False,,1,idle,,10,10,1.0,,,,
d_counseling_sora_13_14,d_counseling_sora_13,Narration,0,sora,,Locale_Counseling:d_counseling_sora_13_14,False,,1,idle,,10,10,1.0,,,sfx_scn_poke,
d_counseling_sora_13_15,d_counseling_sora_13,Self,0,sora,,Locale_Counseling:d_counseling_sora_13_15,False,,1,idle,,10,10,1.0,,,,
d_counseling_sora_13_16,d_counseling_sora_13,Narration,0,sora,,Locale_Counseling:d_counseling_sora_13_16,False,,1,idle,,10,10,1.0,,,sfx_scn_poke2,
d_counseling_sora_13_17,d_counseling_sora_13,Self,0,sora,,Locale_Counseling:d_counseling_sora_13_17,False,,1,idle,,10,10,1.0,,,,
d_counseling_sora_13_18,d_counseling_sora_13,Narration,0,sora,,Locale_Counseling:d_counseling_sora_13_18,False,,1,idle,,10,100,1.0,,,sfx_scn_poke3,
d_counseling_sora_13_19,d_counseling_sora_13,Self,0,sora,,Locale_Counseling:d_counseling_sora_13_19,False,,1,idle,,100,100,1.0,,,,
d_counseling_sora_13_20,d_counseling_sora_13,Speech,0,sora,sora,Locale_Counseling:d_counseling_sora_13_20,True,,1,idle,,100,100,1.0,,,,
d_counseling_sora_13_21,d_counseling_sora_13,Speech,0,sora,sora,Locale_Counseling:d_counseling_sora_13_21,True,,1,idle,,100,100,1.0,,,,
d_counseling_sora_13_22,d_counseling_sora_13,Narration,0,sora,,Locale_Counseling:d_counseling_sora_13_22,False,,1,idle,none,100,100,1.0,,,,sora
