id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id
d_counseling_viper_13_1,d_counseling_viper_13,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_13_1,True,viper,1,idle,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,
d_counseling_viper_13_2,d_counseling_viper_13,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_13_2,True,,1,idle,,10,10,1.0,,,
d_counseling_viper_13_3,d_counseling_viper_13,Choice,100,viper,,Locale_Counseling:d_counseling_viper_13_3,False,,1,idle,,10,10,1.0,,d_counseling_viper_13_5,
d_counseling_viper_13_4,d_counseling_viper_13,Choice,120,viper,,Locale_Counseling:d_counseling_viper_13_4,False,,1,idle,,10,10,1.0,,d_counseling_viper_13_10,
d_counseling_viper_13_5,d_counseling_viper_13,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_13_5,True,,1,shy,,10,100,1.0,,,
d_counseling_viper_13_6,d_counseling_viper_13,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_13_6,True,,1,shy,,100,100,1.0,,,
d_counseling_viper_13_7,d_counseling_viper_13,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_13_7,True,,1,good,,100,100,1.0,,,
d_counseling_viper_13_8,d_counseling_viper_13,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_13_8,True,,1,good,,100,100,1.0,,,
d_counseling_viper_13_9,d_counseling_viper_13,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_13_9,True,,1,good,,100,100,1.0,,d_counseling_viper_13_14,
d_counseling_viper_13_10,d_counseling_viper_13,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_13_10,True,,1,delight,,10,100,1.0,,,
d_counseling_viper_13_11,d_counseling_viper_13,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_13_11,True,,1,sad,,100,100,1.0,,,
d_counseling_viper_13_12,d_counseling_viper_13,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_13_12,True,,1,good,,100,100,1.0,,,
d_counseling_viper_13_13,d_counseling_viper_13,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_13_13,True,,1,good,,100,100,1.0,,,
d_counseling_viper_13_14,d_counseling_viper_13,Narration,0,viper,,Locale_Counseling:d_counseling_viper_13_14,False,,1,good,none,100,100,1.0,,,viper
