id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id
d_counseling_soda_twinklingbunny_12_1,d_counseling_soda_twinklingbunny_12,Speech,0,soda_b,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_12_1,True,soda_b,1,delight,CoinRushMainHall,S_10,S_10,1.0,bgm_story_backtonormal,,
d_counseling_soda_twinklingbunny_12_2,d_counseling_soda_twinklingbunny_12,Speech,0,soda_b,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_12_2,True,,1,idle,,S_10,S_10,1.0,,,
d_counseling_soda_twinklingbunny_12_3,d_counseling_soda_twinklingbunny_12,Speech,0,soda_b,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_12_3,True,,1,idle,,S_10,S_10,1.0,,,
d_counseling_soda_twinklingbunny_12_4,d_counseling_soda_twinklingbunny_12,Choice,120,soda_b,,Locale_Counseling:d_counseling_soda_twinklingbunny_12_4,False,,1,idle,,S_10,S_10,1.0,,d_counseling_soda_twinklingbunny_12_6,
d_counseling_soda_twinklingbunny_12_5,d_counseling_soda_twinklingbunny_12,Choice,100,soda_b,,Locale_Counseling:d_counseling_soda_twinklingbunny_12_5,False,,1,idle,,S_10,S_10,1.0,,d_counseling_soda_twinklingbunny_12_10,
d_counseling_soda_twinklingbunny_12_6,d_counseling_soda_twinklingbunny_12,Speech,0,soda_b,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_12_6,True,,1,surprise,,S_10,S_100,1.0,,,
d_counseling_soda_twinklingbunny_12_7,d_counseling_soda_twinklingbunny_12,Speech,0,soda_b,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_12_7,True,,1,idle,,S_100,S_100,1.0,,,
d_counseling_soda_twinklingbunny_12_8,d_counseling_soda_twinklingbunny_12,Speech,0,soda_b,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_12_8,True,,1,idle,,S_100,S_100,1.0,,,
d_counseling_soda_twinklingbunny_12_9,d_counseling_soda_twinklingbunny_12,Speech,0,soda_b,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_12_9,True,,1,delight,,S_100,S_100,1.0,,d_counseling_soda_twinklingbunny_12_14,
d_counseling_soda_twinklingbunny_12_10,d_counseling_soda_twinklingbunny_12,Speech,0,soda_b,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_12_10,True,,1,sad,,S_10,S_100,1.0,,,
d_counseling_soda_twinklingbunny_12_11,d_counseling_soda_twinklingbunny_12,Speech,0,soda_b,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_12_11,True,,1,sad,,S_100,S_100,1.0,,,
d_counseling_soda_twinklingbunny_12_12,d_counseling_soda_twinklingbunny_12,Speech,0,soda_b,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_12_12,True,,1,sad,,S_100,S_100,1.0,,,
d_counseling_soda_twinklingbunny_12_13,d_counseling_soda_twinklingbunny_12,Speech,0,soda_b,soda_b,Locale_Counseling:d_counseling_soda_twinklingbunny_12_13,True,,1,sad,,S_100,S_100,1.0,,d_counseling_soda_twinklingbunny_12_14,
d_counseling_soda_twinklingbunny_12_14,d_counseling_soda_twinklingbunny_12,Narration,0,soda_b,,Locale_Counseling:d_counseling_soda_twinklingbunny_12_14,False,,1,idle,none,S_100,S_100,1.0,,,soda_b
