id,group_id,title_localkey,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipsync,set_background,set_light,conversation_id,set_image,set_object,set_object_position,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,set_filter_01,set_filter_02,jump_target,characters/0/show_char_id,characters/0/hide_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/hide_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/hide_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/hide_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/hide_char_id,characters/4/set_char_position,characters/4/set_char_anim,effects/0/play_effect_id,effects/0/stop_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/1/play_effect_id,effects/1/stop_effect_id,effects/1/set_effect_position,effects/1/is_effect_movable
d_counseling_privaty_unkindmaid_19_1,d_counseling_privaty_unkindmaid_19,,Monologue,0,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_19_1,False,CommanderRoom,,,,,,10,10,0,,bgm_story_backtonormal,,None,None,,privaty_m,,1,sad2,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_2,d_counseling_privaty_unkindmaid_19,,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_19_2,True,,,,,,,10,10,0,,,,None,None,,,,1,sad2,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_3,d_counseling_privaty_unkindmaid_19,,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_19_3,True,,,,,,,10,100,0,,,,None,None,,,,1,surprise,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_4,d_counseling_privaty_unkindmaid_19,,Choice,120,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_19_4,False,,,,,,,100,100,0,,,,None,None,d_counseling_privaty_unkindmaid_19_6,,,1,surprise,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_5,d_counseling_privaty_unkindmaid_19,,Choice,100,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_19_5,False,,,,,,,100,100,0,,,,None,None,d_counseling_privaty_unkindmaid_19_10,,,1,surprise,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_6,d_counseling_privaty_unkindmaid_19,,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_19_6,True,,,,,,,100,100,0,sfx_scn_cakethrow,,,None,None,,,,1,sad2,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_7,d_counseling_privaty_unkindmaid_19,,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_19_7,True,,,,,,,100,100,0,,,,None,None,,,,1,sad2,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_8,d_counseling_privaty_unkindmaid_19,,Self,0,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_19_8,True,,,,,,,100,100,0,,,,None,None,,,,1,sad2,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_9,d_counseling_privaty_unkindmaid_19,,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_19_9,True,,,,,,,100,10,0,,,Low_2,None,None,d_counseling_privaty_unkindmaid_19_15,,,1,shy2,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_10,d_counseling_privaty_unkindmaid_19,,Narration,0,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_19_10,False,,,,,,,black,black,0,sfx_scn_heavytrip,,,None,None,,,privaty_m,1,surprise,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_11,d_counseling_privaty_unkindmaid_19,,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_19_11,False,,,,,,,100,100,0,,,,None,None,,privaty_m,,1,no,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_12,d_counseling_privaty_unkindmaid_19,,Self,0,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_19_12,False,,,,,,,100,100,0,,,,None,None,,,,1,no,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_13,d_counseling_privaty_unkindmaid_19,,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_19_13,True,,,,,,,100,100,0,,,Low_2,None,None,,,,1,angry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_14,d_counseling_privaty_unkindmaid_19,,Speech,0,privaty_m,privaty_m,Locale_Counseling:d_counseling_privaty_unkindmaid_19_14,True,,,,,,,100,10,0,,,,None,None,d_counseling_privaty_unkindmaid_19_15,,,1,angry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_privaty_unkindmaid_19_15,d_counseling_privaty_unkindmaid_19,,Narration,0,privaty_m,,Locale_Counseling:d_counseling_privaty_unkindmaid_19_15,True,none,,,,,,10,10,0,,,,None,None,,,privaty_m,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
