id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id
d_counseling_sakura_12_1,d_counseling_sakura_12,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_12_1,True,sakura,1,idle,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,
d_counseling_sakura_12_2,d_counseling_sakura_12,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_12_2,True,,1,idle,,10,10,1.0,,,
d_counseling_sakura_12_3,d_counseling_sakura_12,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_12_3,True,,1,angry,,10,10,1.0,,,
d_counseling_sakura_12_4,d_counseling_sakura_12,Choice,100,sakura,,Locale_Counseling:d_counseling_sakura_12_4,False,,1,angry,,10,10,1.0,,d_counseling_sakura_12_6,
d_counseling_sakura_12_5,d_counseling_sakura_12,Choice,120,sakura,,Locale_Counseling:d_counseling_sakura_12_5,False,,1,angry,,10,10,1.0,,d_counseling_sakura_12_9,
d_counseling_sakura_12_6,d_counseling_sakura_12,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_12_6,False,,1,idle,,10,100,1.0,,,
d_counseling_sakura_12_7,d_counseling_sakura_12,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_12_7,True,,1,angry,,100,100,1.0,,,
d_counseling_sakura_12_8,d_counseling_sakura_12,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_12_8,True,,1,angry,,100,100,1.0,,d_counseling_sakura_12_15,
d_counseling_sakura_12_9,d_counseling_sakura_12,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_12_9,True,,1,idle,,10,10,1.0,,,
d_counseling_sakura_12_10,d_counseling_sakura_12,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_12_10,True,,1,idle,,10,10,1.0,,,
d_counseling_sakura_12_11,d_counseling_sakura_12,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_12_11,True,,1,delight,,10,10,1.0,,,
d_counseling_sakura_12_12,d_counseling_sakura_12,Monologue,0,sakura,,Locale_Counseling:d_counseling_sakura_12_12,False,,1,delight,,10,100,1.0,,,
d_counseling_sakura_12_13,d_counseling_sakura_12,Self,0,sakura,,Locale_Counseling:d_counseling_sakura_12_13,False,,1,delight,,100,100,1.0,,,
d_counseling_sakura_12_14,d_counseling_sakura_12,Speech,0,sakura,sakura,Locale_Counseling:d_counseling_sakura_12_14,True,,1,delight,,100,100,1.0,,,
d_counseling_sakura_12_15,d_counseling_sakura_12,Narration,0,sakura,,Locale_Counseling:d_counseling_sakura_12_15,False,,1,idle,none,100,100,1.0,,,sakura
