id,group_id,title_localkey,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipsync,set_background,set_light,conversation_id,set_image,set_object,set_object_position,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,set_filter_01,set_filter_02,jump_target,characters/0/show_char_id,characters/0/hide_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/hide_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/hide_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/hide_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/hide_char_id,characters/4/set_char_position,characters/4/set_char_anim,effects/0/play_effect_id,effects/0/stop_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/1/play_effect_id,effects/1/stop_effect_id,effects/1/set_effect_position,effects/1/is_effect_movable
d_counseling_crust_19_1,d_counseling_crust_19,,Narration,0,crust,,Locale_Counseling:d_counseling_crust_19_1,False,CommanderRoom,,,,,,XS_10,XS_10,0,,bgm_story_backtonormal,,None,None,,crust,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_2,d_counseling_crust_19,,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_19_2,True,,,,,,,XS_10,XS_10,0,,,,None,None,,,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_3,d_counseling_crust_19,,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_19_3,True,,,,,,,XS_10,XS_10,0,,,,None,None,,,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_4,d_counseling_crust_19,,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_19_4,True,,,,,,,XS_10,XS_10,0,,,,None,None,,,,1,delight,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_5,d_counseling_crust_19,,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_19_5,True,,,,,,,XS_10,XS_10,0,,,,None,None,,,,1,special,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_6,d_counseling_crust_19,,Choice,100,crust,,Locale_Counseling:d_counseling_crust_19_6,False,,,,,,,XS_10,XS_10,0,,,,None,None,d_counseling_crust_19_8,,,1,special,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_7,d_counseling_crust_19,,Choice,120,crust,,Locale_Counseling:d_counseling_crust_19_7,False,,,,,,,XS_10,XS_10,0,,,,None,None,d_counseling_crust_19_13,,,1,special,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_8,d_counseling_crust_19,,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_19_8,True,,,,,,,XS_10,XS_100,0,,,,None,None,,,,1,angry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_9,d_counseling_crust_19,,Self,0,crust,,Locale_Counseling:d_counseling_crust_19_9,False,,,,,,,XS_100,XS_100,0,,,,None,None,,,,1,angry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_10,d_counseling_crust_19,,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_19_10,True,,,,,,,XS_100,XS_100,0,,,,None,None,,,,1,sad,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_11,d_counseling_crust_19,,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_19_11,True,,,,,,,XS_100,XS_100,0,,,,None,None,,,,1,sad,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_12,d_counseling_crust_19,,Self,0,crust,,Locale_Counseling:d_counseling_crust_19_12,False,,,,,,,XS_100,XS_100,0,,,,None,None,d_counseling_crust_19_17,,,1,sad,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_13,d_counseling_crust_19,,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_19_13,True,,,,,,,XS_10,XS_100,0,,,,None,None,,,,1,special,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_14,d_counseling_crust_19,,Narration,0,crust,,Locale_Counseling:d_counseling_crust_19_14,False,,,,,,,XS_100,XS_100,0,,,,None,None,,,,1,special,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_15,d_counseling_crust_19,,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_19_15,True,,,,,,,XS_100,XS_100,0,,,,None,None,,,,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_16,d_counseling_crust_19,,Speech,0,crust,crust,Locale_Counseling:d_counseling_crust_19_16,True,,,,,,,XS_100,XS_100,0,,,,None,None,d_counseling_crust_19_17,,,1,delight,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_crust_19_17,d_counseling_crust_19,,Narration,0,crust,,Locale_Counseling:d_counseling_crust_19_17,False,none,,,,,,XS_100,XS_100,0,,,,None,None,,,crust,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
