id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_viper_11_1,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_1,True,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,viper,1,angry,
d_counseling_viper_11_2,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_2,True,,10,10,1.0,,,,1,angry,
d_counseling_viper_11_3,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_3,True,,10,10,1.0,,,,1,angry,
d_counseling_viper_11_4,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_4,True,,10,10,1.0,,,,1,angry,
d_counseling_viper_11_5,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_5,True,,10,10,1.0,,,,1,shy,
d_counseling_viper_11_6,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_6,True,,10,10,1.0,,,,1,shy,
d_counseling_viper_11_7,d_counseling_viper_11,Choice,120,viper,,Locale_Counseling:d_counseling_viper_11_7,False,,10,10,1.0,,d_counseling_viper_11_9,,1,shy,
d_counseling_viper_11_8,d_counseling_viper_11,Choice,100,viper,,Locale_Counseling:d_counseling_viper_11_8,False,,10,10,1.0,,d_counseling_viper_11_11,,1,shy,
d_counseling_viper_11_9,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_9,True,,10,100,1.0,,,,1,delight,
d_counseling_viper_11_10,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_10,True,,100,100,1.0,,d_counseling_viper_11_14,,1,shy,
d_counseling_viper_11_11,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_11,True,,10,100,1.0,,,,1,shy,
d_counseling_viper_11_12,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_12,True,,100,100,1.0,,,,1,shy,
d_counseling_viper_11_13,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_13,True,,100,100,1.0,,d_counseling_viper_11_14,,1,shy,
d_counseling_viper_11_14,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_14,True,,100,100,1.0,,,,1,delight,
d_counseling_viper_11_15,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_15,True,,100,100,1.0,,,,1,delight,
d_counseling_viper_11_16,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_16,True,,100,100,1.0,,,,1,good,
d_counseling_viper_11_17,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_17,True,,100,100,1.0,,,,1,good,
d_counseling_viper_11_18,d_counseling_viper_11,Speech,0,viper,viper,Locale_Counseling:d_counseling_viper_11_18,True,,100,100,1.0,,,,1,delight,
d_counseling_viper_11_19,d_counseling_viper_11,Narration,0,viper,,Locale_Counseling:d_counseling_viper_11_19,False,none,100,100,1.0,,,,1,delight,viper
