id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id
d_counseling_frima_18_1,d_counseling_frima_18,Speech,0,frima,frima,Locale_Counseling:d_counseling_frima_18_1,False,frima,1,angry,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,
d_counseling_frima_18_2,d_counseling_frima_18,Speech,0,frima,frima,Locale_Counseling:d_counseling_frima_18_2,False,,1,angry,,10,10,1.0,,,
d_counseling_frima_18_3,d_counseling_frima_18,Choice,100,frima,,Locale_Counseling:d_counseling_frima_18_3,False,,1,angry,,10,10,1.0,,d_counseling_frima_18_5,
d_counseling_frima_18_4,d_counseling_frima_18,Choice,120,frima,,Locale_Counseling:d_counseling_frima_18_4,False,,1,angry,,10,10,1.0,,d_counseling_frima_18_7,
d_counseling_frima_18_5,d_counseling_frima_18,Narration,0,frima,,Locale_Counseling:d_counseling_frima_18_5,False,,1,angry,,10,100,1.0,,,
d_counseling_frima_18_6,d_counseling_frima_18,Speech,0,frima,frima,Locale_Counseling:d_counseling_frima_18_6,True,,1,angry,,100,100,1.0,,d_counseling_frima_18_9,
d_counseling_frima_18_7,d_counseling_frima_18,Speech,0,frima,frima,Locale_Counseling:d_counseling_frima_18_7,False,,1,idle,,10,100,1.0,,,
d_counseling_frima_18_8,d_counseling_frima_18,Narration,0,frima,,Locale_Counseling:d_counseling_frima_18_8,False,,1,idle,,100,100,1.0,,d_counseling_frima_18_9,
d_counseling_frima_18_9,d_counseling_frima_18,Speech,0,frima,frima,Locale_Counseling:d_counseling_frima_18_9,True,,1,idle,,100,100,1.0,,,
d_counseling_frima_18_10,d_counseling_frima_18,Monologue,0,frima,,Locale_Counseling:d_counseling_frima_18_10,False,,1,idle,,100,100,1.0,,,
d_counseling_frima_18_11,d_counseling_frima_18,Speech,0,frima,frima,Locale_Counseling:d_counseling_frima_18_11,True,,1,sleep_01,,100,100,1.0,,,
d_counseling_frima_18_12,d_counseling_frima_18,Narration,0,frima,,Locale_Counseling:d_counseling_frima_18_12,False,,1,sleep_01,none,100,100,1.0,,,frima
