id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id
d_counseling_rupee_17_1,d_counseling_rupee_17,Speech,0,rupee,rupee,Locale_Counseling:d_counseling_rupee_17_1,True,rupee,1,sad,CommanderRoom,L_10,L_10,1.0,bgm_story_backtonormal,,
d_counseling_rupee_17_2,d_counseling_rupee_17,Speech,0,rupee,rupee,Locale_Counseling:d_counseling_rupee_17_2,True,,1,sad,,L_10,L_10,1.0,,,
d_counseling_rupee_17_3,d_counseling_rupee_17,Speech,0,rupee,rupee,Locale_Counseling:d_counseling_rupee_17_3,True,,1,sad,,L_10,L_10,1.0,,,
d_counseling_rupee_17_4,d_counseling_rupee_17,Choice,100,rupee,,Locale_Counseling:d_counseling_rupee_17_4,False,,1,sad,,L_10,L_10,1.0,,d_counseling_rupee_17_6,
d_counseling_rupee_17_5,d_counseling_rupee_17,Choice,120,rupee,,Locale_Counseling:d_counseling_rupee_17_5,False,,1,sad,,L_10,L_10,1.0,,d_counseling_rupee_17_9,
d_counseling_rupee_17_6,d_counseling_rupee_17,Speech,0,rupee,rupee,Locale_Counseling:d_counseling_rupee_17_6,True,,1,sad,,L_10,L_100,1.0,,,
d_counseling_rupee_17_7,d_counseling_rupee_17,Speech,0,rupee,rupee,Locale_Counseling:d_counseling_rupee_17_7,True,,1,sad,,L_100,L_100,1.0,,,
d_counseling_rupee_17_8,d_counseling_rupee_17,Speech,0,rupee,rupee,Locale_Counseling:d_counseling_rupee_17_8,True,,1,angry,,L_100,L_100,1.0,,d_counseling_rupee_17_13,
d_counseling_rupee_17_9,d_counseling_rupee_17,Speech,0,rupee,rupee,Locale_Counseling:d_counseling_rupee_17_9,True,,1,angry,,L_10,L_100,1.0,,,
d_counseling_rupee_17_10,d_counseling_rupee_17,Speech,0,rupee,rupee,Locale_Counseling:d_counseling_rupee_17_10,True,,1,angry,,L_100,L_100,1.0,,,
d_counseling_rupee_17_11,d_counseling_rupee_17,Speech,0,rupee,rupee,Locale_Counseling:d_counseling_rupee_17_11,True,,1,angry,,L_100,L_100,1.0,,,
d_counseling_rupee_17_12,d_counseling_rupee_17,Speech,0,rupee,rupee,Locale_Counseling:d_counseling_rupee_17_12,True,,1,sad,,L_100,L_100,1.0,,,
d_counseling_rupee_17_13,d_counseling_rupee_17,Narration,0,rupee,,Locale_Counseling:d_counseling_rupee_17_13,False,,1,sad,none,L_100,L_100,1.0,,,rupee
