id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_guillotine_winterslayer_16_1,d_counseling_guillotine_winterslayer_16,Narration,0,guillotine,Locale_Counseling:d_counseling_guillotine_winterslayer_16_1,False,black,XS_10,XS_10,1.0,event_bgm_icedragonsaga_adventure,,,guillotine,1,idle,
d_counseling_guillotine_winterslayer_16_2,d_counseling_guillotine_winterslayer_16,Speech,0,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_2,True,SnowTown_d,XS_10,XS_10,1.0,,guillotine_w,,guillotine_w,1,no,guillotine
d_counseling_guillotine_winterslayer_16_3,d_counseling_guillotine_winterslayer_16,Speech,0,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_3,True,,XS_10,XS_10,1.0,,guillotine_w,,,1,no,
d_counseling_guillotine_winterslayer_16_4,d_counseling_guillotine_winterslayer_16,Choice,120,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_4,False,,XS_10,XS_10,1.0,,,d_counseling_guillotine_winterslayer_16_6,,1,no,
d_counseling_guillotine_winterslayer_16_5,d_counseling_guillotine_winterslayer_16,Choice,100,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_5,False,,XS_10,XS_10,1.0,,,d_counseling_guillotine_winterslayer_16_10,,1,no,
d_counseling_guillotine_winterslayer_16_6,d_counseling_guillotine_winterslayer_16,Speech,0,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_6,True,,XS_10,XS_100,1.0,,guillotine_w,,,1,think,
d_counseling_guillotine_winterslayer_16_7,d_counseling_guillotine_winterslayer_16,Speech,0,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_7,True,,XS_100,XS_100,1.0,,guillotine_w,,,1,think,
d_counseling_guillotine_winterslayer_16_8,d_counseling_guillotine_winterslayer_16,Speech,0,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_8,True,,XS_100,XS_100,1.0,,guillotine_w,,,1,no,
d_counseling_guillotine_winterslayer_16_9,d_counseling_guillotine_winterslayer_16,Speech,0,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_9,True,,XS_100,XS_100,1.0,,guillotine_w,d_counseling_guillotine_winterslayer_16_14,,1,no,
d_counseling_guillotine_winterslayer_16_10,d_counseling_guillotine_winterslayer_16,Speech,0,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_10,True,,XS_10,XS_100,1.0,,guillotine_w,,,1,sad,
d_counseling_guillotine_winterslayer_16_11,d_counseling_guillotine_winterslayer_16,Speech,0,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_11,True,,XS_100,XS_100,1.0,,guillotine_w,,,1,sad,
d_counseling_guillotine_winterslayer_16_12,d_counseling_guillotine_winterslayer_16,Speech,0,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_12,True,,XS_100,XS_100,1.0,,guillotine_w,,,1,sad,
d_counseling_guillotine_winterslayer_16_13,d_counseling_guillotine_winterslayer_16,Speech,0,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_13,True,,XS_100,XS_100,1.0,,guillotine_w,d_counseling_guillotine_winterslayer_16_14,,1,idle,
d_counseling_guillotine_winterslayer_16_14,d_counseling_guillotine_winterslayer_16,Narration,0,guillotine_w,Locale_Counseling:d_counseling_guillotine_winterslayer_16_14,False,none,XS_100,XS_100,1.0,,,,,1,no,guillotine_w
