id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,jump_target
d_counseling_hongryeon_blackshadow_07_1,d_counseling_hongryeon_blackshadow_07,Narration,0,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_1,False,hongryeon,1,sad,black,10,10,1.0,event_bgm_redash_alldownhill,,,
d_counseling_hongryeon_blackshadow_07_2,d_counseling_hongryeon_blackshadow_07,Speech,0,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_2,True,hongryeon_o,1,idle,BattleShipBridge,10,S_10,1.0,,hongryeon_o,hongryeon,
d_counseling_hongryeon_blackshadow_07_3,d_counseling_hongryeon_blackshadow_07,Speech,0,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_3,True,,1,idle,,S_10,S_10,1.0,,hongryeon_o,,
d_counseling_hongryeon_blackshadow_07_4,d_counseling_hongryeon_blackshadow_07,Choice,100,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_4,False,,1,idle,,S_10,S_10,1.0,,,,d_counseling_hongryeon_blackshadow_07_6
d_counseling_hongryeon_blackshadow_07_5,d_counseling_hongryeon_blackshadow_07,Choice,120,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_5,False,,1,idle,,S_10,S_10,1.0,,,,d_counseling_hongryeon_blackshadow_07_9
d_counseling_hongryeon_blackshadow_07_6,d_counseling_hongryeon_blackshadow_07,Speech,0,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_6,True,,1,idle,,S_10,S_100,1.0,,hongryeon_o,,
d_counseling_hongryeon_blackshadow_07_7,d_counseling_hongryeon_blackshadow_07,Speech,0,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_7,True,,1,idle,,S_100,S_100,1.0,,hongryeon_o,,
d_counseling_hongryeon_blackshadow_07_8,d_counseling_hongryeon_blackshadow_07,Speech,0,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_8,True,,1,idle,,S_100,S_100,1.0,,hongryeon_o,,d_counseling_hongryeon_blackshadow_07_13
d_counseling_hongryeon_blackshadow_07_9,d_counseling_hongryeon_blackshadow_07,Speech,0,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_9,True,,1,think,,S_10,S_100,1.0,,hongryeon_o,,
d_counseling_hongryeon_blackshadow_07_10,d_counseling_hongryeon_blackshadow_07,Speech,0,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_10,True,,1,think,,S_100,S_100,1.0,,hongryeon_o,,
d_counseling_hongryeon_blackshadow_07_11,d_counseling_hongryeon_blackshadow_07,Speech,0,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_11,True,,1,sad,,S_100,S_100,1.0,,hongryeon_o,,
d_counseling_hongryeon_blackshadow_07_12,d_counseling_hongryeon_blackshadow_07,Speech,0,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_12,True,,1,sad,,S_100,S_100,1.0,,hongryeon_o,,d_counseling_hongryeon_blackshadow_07_13
d_counseling_hongryeon_blackshadow_07_13,d_counseling_hongryeon_blackshadow_07,Narration,0,hongryeon_o,Locale_Counseling:d_counseling_hongryeon_blackshadow_07_13,False,,1,idle,none,S_100,S_100,1.0,,,hongryeon_o,
