stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6502201,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,6,27,0,3320070141,path_grd_mid_small_002,path_grd_mid_small_011,6.0,path_fly_mid_small_024,8.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_072,8.0,,,,,,,,,1220010141,Dash,1220010141.0,Dash,1120010141.0,Drop,1120010141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,2220030141.0,Drop,3320010241.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Drop,3320070141.0,Drop,1220010141.0,Dash,1220010141.0,Dash,1220010141.0,Dash,3220020141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502202,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,18,24,0,3320020141,path_grd_close_small_051,path_grd_mid_elite1_802,7.0,path_grd_mid_small_049,4.0,path_grd_close_small_042,11.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_069,5.0,,,,,,,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3120010141.0,Jump,3120010141.0,Jump,3220070141.0,Drop,3320020241.0,Drop,3220050141.0,Drop,3220070141.0,Drop,3220050141.0,Drop,3220070141.0,Drop,3120010141.0,Dash,3120010141.0,Dash,3120010141.0,Dash,3120010141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220070141.0,Drop,3320020141.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6502203,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,15,18,0,1320040141,path_grd_mid_small_049,path_grd_close_small_054,7.0,path_fly_mid_small_039,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_070,7.0,,,,,,,,,3120010141,Drop,3120010141.0,Drop,3120010141.0,Drop,2220040141.0,Dash,1220040141.0,Drop,1220040141.0,Drop,1220040141.0,Drop,2320050241.0,Drop,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,3210020141.0,Dash,1220040141.0,Jump,1220040141.0,Jump,2220040141.0,Dash,1320040141.0,Drop,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,3220020141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502204,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,24,12,0,1320060141,path_grd_mid_small_055,path_grd_close_elite1_801,7.0,path_grd_close_small_010,,path_grd_close_elite1_801,0.0,path_grd_mid_small_073,6.0,,,,,,,,,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220040141.0,Drop,2220010141.0,Dash,2220010141.0,Dash,1220050141.0,Drop,1320060241.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Drop,1320060141.0,Drop,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502205,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,0,30,12,2310020141,path_fly_mid_small_039,path_grd_mid_special_025,7.0,path_grd_far_small_044,7.0,path_fly_mid_elite1_802,0.0,path_grd_far_small_071,7.0,,,,,,,,,1210020141,Dash,1210020141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3120010141.0,Jump,3120010141.0,Jump,1220030141.0,Drop,1320010241.0,Drop,1220030141.0,Dash,1220030141.0,Dash,3220070141.0,Dash,3220070141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Drop,2310020141.0,Drop,1220030141.0,Jump,1220030141.0,Jump,1220030141.0,Jump,2220040141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502206,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,9,15,12,1310030141,path_grd_close_elite1_801,path_grd_far_small_033,7.0,path_grd_mid_small_058,7.0,path_fly_mid_elite1_802,0.0,path_grd_far_small_044,6.0,,,,,,,,,3220030141,Dash,3220030141.0,Dash,2220040141.0,Jump,2320050241.0,Jump,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220040141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,3220030141.0,Dash,2220040141.0,Dash,3210010141.0,Dash,3210010141.0,Dash,3210030141.0,Drop,1310030141.0,Drop,2220030141.0,Jump,2220030141.0,Jump,2220030141.0,Jump,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502207,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,0,30,0,2320060141,path_grd_mid_small_070,path_fly_mid_small_039,,path_grd_mid_small_034,7.0,path_grd_mid_small_068,0.0,path_grd_mid_small_037,10.0,,,,,,,,,3220050141,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Dash,1210020141.0,Dash,1210020141.0,Dash,1210040141.0,Dash,1310010241.0,Dash,3220050141.0,Drop,3220050141.0,Drop,3220050141.0,Drop,2220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Drop,2320060141.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Normal,,,,,,,,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6502208,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,0,36,0,2310050141,path_fly_mid_small_018,path_grd_mid_elite1_802,,path_grd_mid_small_055,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_049,6.0,,,,,,,,,2210020141,Dash,2210020141.0,Dash,1210030141.0,Dash,1210030141.0,Dash,1220050141.0,Drop,3220030141.0,Drop,1220050141.0,Drop,1320030241.0,Drop,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,2220010141.0,Dash,3210040141.0,Drop,2210010141.0,Drop,2210010141.0,Drop,2310050141.0,Drop,2220020141.0,Jump,2220020141.0,Jump,2220020141.0,Jump,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502209,wave_eventdungeon_010,Campaign,90,7,True,False,point_grd_cityforestunder_005,point_fly_cityforestunder_005,sbg_cityforestunder_005,CityForestUnder,Day,ibg_cityforestunder_001,15,36,0,3320040141,path_grd_mid_small_052,path_grd_mid_elite2_808,,path_grd_mid_small_043,12.0,path_grd_close_small_013,,path_grd_close_elite1_801,0.0,path_grd_mid_elite2_808,10.0,path_grd_mid_small_008,8.0,,,,,2220010141,Dash,2220010141.0,Dash,2220010141.0,Dash,2220010141.0,Dash,1220010141.0,Jump,1220010141.0,Jump,2320020241.0,Drop,3320040241.0,Drop,1220010141.0,Jump,2220050141.0,Jump,1220010141.0,Jump,2220050141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,2220010141.0,Jump,1220010141.0,Dash,1220010141.0,Dash,3220020141.0,Drop,3320050241.0,Drop,1220010141.0,Dash,1220010141.0,Dash,2320020241.0,Drop,3320040141.0,Drop,3220020141.0,Jump,3220020141.0,Jump,3220020141.0,Jump,3220020141.0,Jump,,,,,,,,,,,,,,,,
6502210,wave_eventdungeon_010,Campaign,90,5,True,False,point_grd_cityforestunder_004,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,42,6,0,2320050141,path_grd_close_small_048,path_grd_close_small_069,,path_fly_mid_small_039,4.0,path_grd_close_elite1_801,0.0,path_grd_close_special_064,6.0,path_grd_close_small_042,3.0,,,,,,,1220040141,Drop,1220040141.0,Drop,1220040141.0,Drop,2320050241.0,Drop,1220040141.0,Dash,1220040141.0,Dash,1220040141.0,Dash,1220050141.0,Drop,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3210040141.0,Dash,3120010141.0,Dash,3120010141.0,Dash,1220050141.0,Drop,2320010241.0,Drop,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,2320050141.0,Drop,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
