stage_id,group_id,spot_mod,ui_theme,battle_time,mod_value,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0/name,target_list/0/value,wave_data/0/wave_path,wave_data/0/private_monster_count,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6210951,wave_tower_default_011,Campaign,None,90,0,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,30,12,0,target_list,-974957185.0,path_grd_close_small_001,-1,path_grd_close_special_024,4,path_fly_mid_small_050,6,path_grd_close_elite1_801,0,path_grd_mid_small_043,-1,,-1,,-1,,-1,,-1,,-1,-2074947185,Drop,-2074947185,Drop,-2074947185,Dash,-2074947185,Dash,1220040111,Drop,1120010111,Drop,1120010111,Drop,1320040211,Drop,-2084947185,Dash,-2084947185,Dash,-2084947185,Dash,-1084937185,Dash,-1074927185,Dash,-1074927185,Dash,-1074927185,Drop,-974957185,Drop,-1074917185,Dash,-1074917185,Dash,-1074917185,Dash,-1074917185,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210952,wave_tower_default_011,Campaign,None,90,0,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,30,12,0,target_list,1310020111.0,path_fly_mid_small_018,-1,path_fly_close_special_046,6,path_grd_close_small_013,6,path_fly_close_elite1_801,0,path_fly_mid_small_050,7,,-1,,-1,,-1,,-1,,-1,-1084957185,Drop,-1084957185,Drop,-1084957185,Dash,-1084957185,Dash,-2084957185,Drop,1110010111,Drop,1110010111,Drop,1310030211,Drop,1220020111,Dash,1220020111,Dash,1220020111,Dash,1220020111,Dash,-1084957185,Dash,-1084957185,Dash,-2084957185,Drop,1310020111,Drop,-2084957185,Dash,-2084957185,Dash,-2084957185,Dash,-1084937185,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210953,wave_tower_default_011,Campaign,None,90,0,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,18,24,0,target_list,-974947185.0,path_grd_close_small_051,-1,path_grd_mid_elite1_802,7,path_grd_mid_small_043,4,path_grd_close_small_069,-1,path_grd_mid_elite1_802,0,path_grd_close_small_069,5,,-1,,-1,,-1,,-1,-2074947185,Dash,-2074947185,Dash,-2074947185,Dash,-2074947185,Dash,-1174957185,Jump,-1174957185,Jump,-1074897185,Drop,-974947085,Drop,-1074957185,Dash,-1074897185,Drop,-1074957185,Dash,-1074897185,Drop,-1074917185,Jump,-1074917185,Jump,-1074917185,Jump,-2074927185,Jump,1220040111,Dash,1220040111,Dash,-1074897185,Drop,-974947185,Drop,-1074917185,Dash,-1074917185,Dash,-1074917185,Dash,-2074927185,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210954,wave_tower_default_011,Campaign,None,90,0,5,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,42,0,target_list,-974897185.0,path_grd_mid_small_055,-1,path_grd_mid_elite2_805,-1,path_fly_mid_small_027,10,path_grd_mid_elite3_814,0,path_fly_mid_small_027,8,path_grd_mid_small_061,10,,-1,,-1,,-1,,-1,-1074917185,Drop,-1074917185,Drop,-1074917185,Drop,-1074917185,Drop,-1074917185,Drop,-1074917185,Drop,-974897085,Dash,-974897085,Dash,-2084937185,Drop,1210020111,Dash,1210020111,Dash,1210020111,Dash,-1074917185,Drop,-974897085,Jump,-974897085,Jump,-974897185,Jump,-2084937185,Drop,1210020111,Dash,1210020111,Dash,1210020111,Dash,-1074917185,Dash,-1074917185,Dash,-1074917185,Dash,-1074917185,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210955,wave_tower_default_011,Defense,None,90,20,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Day,ibg_tower_defense_001,9,57,0,,,path_grd_close_elite1_801,-1,path_grd_mid_small_070,9,path_fly_mid_small_008,-1,path_grd_mid_elite1_802,3,path_fly_mid_elite1_802,12,path_fly_mid_small_030,12,path_grd_mid_small_061,-1,path_grd_mid_small_075,8,path_fly_mid_elite1_802,-1,,-1,-1074917185,Normal,-1074917185,Normal,-1074917185,Normal,-1974937085,Drop,-2074957185,Normal,-1074917185,Normal,-1074917185,Normal,-2074927185,Normal,1210030111,Drop,1210030111,Drop,1210030111,Drop,1210030111,Drop,-1074917185,Dash,-1074917185,Dash,-2074927185,Normal,-1974937085,Dash,-2084947185,Normal,-2084947185,Normal,1210030111,Drop,-1984927185,Drop,1210030111,Drop,1210030111,Normal,1210030111,Drop,1210030111,Drop,-1074917185,Normal,-1074917185,Normal,-1074917185,Normal,-1074917185,Normal,-2074957185,Dash,-2074957185,Dash,-2074927185,Dash,-2074927185,Dash,1210030111,Normal,1210030111,Normal,-2074927185,Drop,-1984927085,Normal,0,None,0,None,0,None,0,None
6210956,wave_tower_default_011,Campaign,None,90,0,7,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,0,45,0,target_list,-1974907185.0,path_grd_mid_small_008,-1,path_grd_mid_elite1_802,6,path_grd_mid_small_058,10,path_grd_mid_elite1_802,0,path_fly_mid_elite1_802,8,path_grd_mid_small_049,8,,-1,,-1,,-1,,-1,-1074937185,Drop,-1074937185,Drop,-1074937185,Drop,-1074937185,Drop,-1074937185,Dash,-1074937185,Dash,-1074907185,Dash,-1974907085,Drop,-1074907185,Drop,-1074947185,Drop,-1074907185,Drop,-1074947185,Drop,-1074937185,Dash,-1074937185,Dash,-1074907185,Dash,-1974907185,Drop,-1084947185,Dash,-1084947185,Dash,-1084947185,Dash,-1984917085,Drop,-1074937185,Drop,-1074907185,Drop,-1074907185,Drop,-1074907185,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210957,wave_tower_default_011,Campaign,None,90,0,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,42,0,target_list,-984947185.0,path_grd_mid_small_002,-1,path_fly_mid_elite2_808,5,path_grd_mid_small_043,10,path_fly_mid_elite3_811,0,path_grd_mid_small_052,10,path_fly_mid_small_002,-1,,-1,,-1,,-1,,-1,1220010111,Dash,1220010111,Dash,1220010111,Dash,1220010111,Dash,-2084947185,Dash,1210010111,Dash,-984947085,Drop,-984947085,Drop,1220010111,Dash,1220010111,Dash,1220010111,Dash,1220010111,Dash,-2084947185,Dash,-984947085,Drop,-984947085,Drop,-984947185,Drop,1220010111,Jump,1220010111,Jump,1220010111,Drop,1220010111,Drop,-2084947185,Dash,-2084947185,Dash,1210010111,Dash,1210010111,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210958,wave_tower_default_011,Campaign,None,90,0,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,15,54,0,target_list,1320030111.0,path_fly_mid_small_018,-1,path_grd_mid_elite2_805,5,path_fly_mid_special_016,10,path_grd_mid_elite2_808,0,path_fly_close_special_046,10,path_grd_mid_elite2_805,-1,path_fly_mid_small_002,8,,-1,,-1,,-1,1210030111,Dash,1210030111,Dash,1210030111,Dash,1210030111,Dash,-2074957185,Dash,2120010111,Dash,-974957085,Dash,1320030211,Drop,1210030111,Dash,2110010111,Dash,1210030111,Dash,-1084937185,Dash,-2074957185,Dash,-2074957185,Dash,-974957085,Drop,1320030111,Drop,1210030111,Dash,2110010111,Dash,1210030111,Dash,-1084937185,Dash,-2074957185,Dash,2120010111,Dash,-2074957185,Dash,-2074957185,Dash,1210030111,Dash,1210030111,Dash,1210030111,Dash,1210030111,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210959,wave_tower_default_011,BaseDefense,None,60,normal,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,6,27,27,,,path_grd_far_elite1_803,-1,path_grd_mid_elite1_802,3,path_grd_close_small_069,5,path_grd_far_elite2_806,2,path_grd_mid_small_011,-1,path_grd_mid_small_070,5,path_grd_mid_small_075,6,path_grd_far_elite1_803,-1,,-1,,-1,1220060111,Drop,1220030111,Drop,-2074927185,Drop,-974947085,Drop,1220030111,Drop,1220030111,Drop,-1074877185,Drop,-974947085,Drop,1220050111,Drop,1220050111,Drop,1220050111,Drop,-2074927185,Dash,1220060111,Dash,-1074897185,Dash,-974947085,Drop,-974947085,Drop,1220030111,Drop,1220030111,Drop,-1074877185,Drop,-1074877185,Drop,1220030111,Dash,-1074877185,Dash,1220030111,Dash,-2074927185,Normal,1220050111,Jump,-2074927185,Jump,1220050111,Jump,-2074927185,Jump,-1074897185,Drop,1220030111,Drop,-1074877185,Drop,-974947185,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210960,wave_tower_default_011,Campaign,None,180,0,7,False,True,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,0,1,0,target_list,-1873927185.0,path_grd_mid_centurion_901,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,-1873927185,Normal,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
