stage_id,group_id,spot_mod,ui_theme,battle_time,mod_value,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0/name,target_list/0/value,wave_data/0/wave_path,wave_data/0/private_monster_count,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6210851,wave_tower_default_010,Campaign,None,90,0,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,0,30,12,target_list,-1974917185.0,path_grd_mid_small_002,-1,path_grd_mid_special_065,6,path_grd_far_small_009,8,path_grd_mid_elite1_802,0,path_grd_far_small_050,-1,,-1,,-1,,-1,,-1,,-1,-1074917185,Drop,-1074917185,Drop,-1074917185,Dash,-2074927185,Dash,-1174957185,Drop,-1174957185,Drop,-1074917185,Drop,-1974917085,Drop,-1074897185,Jump,-1074897185,Jump,1220030111,Jump,-2074927185,Jump,-1074927185,Jump,-1074927185,Jump,-2074927185,Drop,-1974917185,Drop,-1074897185,Drop,1220030111,Drop,-1074897185,Drop,1220030111,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210852,wave_tower_default_010,Campaign,None,90,0,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,0,39,6,target_list,-974927185.0,path_grd_far_small_053,-1,path_grd_mid_elite1_802,6,path_fly_mid_small_050,-1,path_grd_mid_elite2_808,0,path_fly_mid_special_016,6,,-1,,-1,,-1,,-1,,-1,1220060111,Dash,1220060111,Dash,1220060111,Dash,-1074947185,Dash,-1074917185,Jump,-1074917185,Jump,-2074917185,Drop,-974927085,Drop,-2084957185,Drop,-2084957185,Drop,-2084957185,Drop,1210040111,Drop,-1074917185,Jump,-1074917185,Jump,-974927085,Drop,-974927185,Drop,-2084957185,Drop,2110010111,Drop,-2084957185,Drop,1210040111,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210853,wave_tower_default_010,Campaign,None,90,0,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Day,ibg_tower_001,0,42,0,target_list,-1974957185.0,path_grd_mid_small_002,-1,path_fly_mid_small_050,-1,path_grd_mid_elite1_802,8,path_grd_mid_elite2_808,0,path_fly_mid_small_050,10,path_grd_mid_small_043,7,,-1,,-1,,-1,,-1,-1074927185,Dash,-1074927185,Dash,-1074927185,Dash,-1074927185,Dash,-1084957185,Dash,-1084957185,Dash,-1084957185,Dash,-1084937185,Dash,-1074927185,Drop,-1074927185,Drop,-1074907185,Drop,-1974957085,Drop,-1074927185,Dash,-1074907185,Dash,1320030211,Drop,-1974957185,Drop,-1084957185,Dash,-1084957185,Dash,-1084957185,Dash,-1084937185,Dash,-1074927185,Drop,-1074907185,Drop,-1074927185,Drop,-1074907185,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210854,wave_tower_default_010,Campaign,None,90,0,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,0,42,0,target_list,-1984927185.0,path_grd_mid_small_002,-1,path_fly_mid_elite1_802,6,path_fly_mid_small_005,8,path_fly_mid_elite2_805,0,path_grd_mid_small_043,10,path_fly_mid_small_024,-1,,-1,,-1,,-1,,-1,-1074957185,Jump,-1074957185,Jump,-1074957185,Jump,-1074957185,Jump,-1084957185,Dash,-1084957185,Dash,1210040111,Drop,-1984927085,Drop,-1084957185,Dash,-1084957185,Dash,-1084957185,Dash,-1084957185,Dash,-1084957185,Dash,-1084957185,Dash,-1984907085,Drop,-1984927185,Drop,-1074957185,Jump,-1074957185,Jump,-1074957185,Jump,-1074957185,Jump,-1084957185,Dash,-1084957185,Dash,-1084957185,Dash,-1084957185,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210855,wave_tower_default_010,Campaign,None,90,0,7,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Day,ibg_tower_001,0,54,0,target_list,1320030111.0,path_grd_mid_small_049,-1,path_grd_mid_elite2_808,-1,path_fly_mid_small_002,-1,path_grd_mid_small_043,-1,path_grd_mid_elite2_808,0,path_fly_mid_small_005,-1,path_fly_mid_small_008,-1,path_grd_mid_small_043,-1,,-1,,-1,-2074947185,Jump,-2074947185,Jump,-2074947185,Jump,-2074947185,Jump,-2074947185,Drop,1220050111,Drop,-1974957085,Drop,1320030211,Drop,1210020111,Dash,1210020111,Dash,1210020111,Dash,-1084917185,Dash,1220050111,Dash,-2074947185,Dash,1220050111,Dash,-2074947185,Dash,-2074947185,Dash,1220050111,Dash,-1974957085,Drop,1320030111,Drop,1210020111,Dash,1210020111,Dash,1210020111,Dash,-1084917185,Dash,-1084927185,Dash,1210020111,Dash,1210020111,Dash,-1084927185,Dash,-2074947185,Jump,-2074947185,Jump,-2074947185,Jump,-2074947185,Jump,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210856,wave_tower_default_010,Campaign,None,90,0,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Day,ibg_tower_001,9,30,0,target_list,-1974947185.0,path_grd_mid_small_068,-1,path_grd_mid_small_008,-1,path_grd_mid_small_061,-1,path_grd_close_elite1_801,0,path_grd_mid_small_037,6,path_grd_mid_small_040,5,,-1,,-1,,-1,,-1,1220060111,Dash,1220060111,Dash,1220060111,Dash,-1974947085,Drop,1220050111,Drop,1220060111,Drop,1220060111,Drop,1220050111,Drop,1220060111,Drop,1220050111,Drop,1220060111,Drop,1220050111,Drop,1220060111,Drop,1220050111,Drop,1220060111,Drop,-1974947185,Drop,1220050111,Drop,1220060111,Drop,1220050111,Drop,1220060111,Drop,1220060111,Drop,1220060111,Drop,1220050111,Drop,1220050111,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210857,wave_tower_default_010,Campaign,None,90,0,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Day,ibg_tower_001,6,42,0,target_list,-1974957185.0,path_grd_mid_small_002,-1,path_grd_mid_small_043,5,path_grd_mid_elite2_805,10,path_grd_mid_small_005,-1,path_grd_mid_elite2_805,0,path_grd_close_small_014,10,path_grd_mid_small_052,8,,-1,,-1,,-1,1220030111,Drop,1220030111,Drop,1220030111,Drop,1220030111,Drop,1220030111,Dash,1220030111,Dash,1220030111,Dash,1220030111,Dash,1220030111,Dash,1220030111,Dash,-1974957085,Drop,-1974957085,Drop,-2074957185,Dash,1220030111,Dash,-2074957185,Dash,1220030111,Dash,1220030111,Dash,1220030111,Dash,-1974957085,Drop,-1974957185,Drop,-974887085,Drop,-2074957185,Dash,-2074957185,Dash,-2074957185,Dash,1220030111,Drop,1220030111,Drop,1220030111,Drop,1220030111,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210858,wave_tower_default_010,Campaign,None,90,0,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Day,ibg_tower_001,0,57,0,target_list,-984957185.0,path_fly_mid_small_018,-1,path_fly_mid_small_033,-1,path_fly_mid_elite1_802,10,path_fly_mid_small_039,-1,path_fly_mid_elite1_802,0,path_fly_mid_elite2_808,10,path_fly_mid_small_050,-1,path_fly_mid_small_002,8,,-1,,-1,-1084947185,Drop,-1084947185,Drop,-1084947185,Drop,-1084947185,Drop,-1084947185,Drop,-1084947185,Drop,-1084947185,Drop,-1984907085,Drop,-1084947185,Dash,-1084947185,Dash,-1084937185,Drop,-984957085,Drop,-1084947185,Dash,-1084947185,Dash,-1084947185,Dash,-1084947185,Dash,-1084947185,Dash,-1084947185,Dash,-1084937185,Drop,-1984907085,Drop,-1084947185,Dash,-1084947185,Dash,-984957085,Drop,-984957185,Drop,-1084947185,Drop,-1084947185,Drop,-1084947185,Drop,-1084937185,Dash,-1084947185,Drop,-1084947185,Drop,-1084947185,Drop,-1984907085,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210859,wave_tower_default_010,BaseDefense,None,60,normal,7,True,True,point_grd_tower_003_midclear,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_basedefense_001,0,63,0,,,path_grd_mid_elite1_802,-1,path_grd_mid_elite1_802,5,path_grd_mid_small_052,5,path_grd_mid_elite2_808,1,path_grd_mid_elite1_802,7,path_grd_mid_small_043,5,path_grd_mid_small_075,6,path_grd_mid_elite2_808,-1,,-1,,-1,-2074937185,Dash,-2074957185,Dash,-2074917185,Drop,-974917085,Drop,-2074937185,Dash,-2074957185,Dash,-2074917185,Drop,-974887085,Drop,-2074937185,Dash,-2074957185,Dash,-2074937185,Dash,-2074957185,Dash,-2074937185,Dash,-2074957185,Dash,-974917085,Drop,-974887085,Drop,-2074937185,Dash,-2074957185,Dash,-2074917185,Drop,-1974947085,Drop,-2074957185,Drop,-2074957185,Drop,-2074957185,Drop,-2074957185,Drop,-2074937185,Dash,-2074957185,Dash,-2074957185,Dash,-2074937185,Dash,-2074957185,Drop,-2074917185,Drop,-1974947085,Drop,-974887185,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6210860,wave_tower_default_010,Campaign,None,180,0,6,False,True,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,12,45,1,target_list,1410010231.0,path_fly_mid_centurion_901,-1,path_grd_mid_small_002,-1,path_grd_mid_small_005,4,path_grd_mid_small_075,-1,path_fly_mid_small_042,3,path_grd_mid_small_075,4,path_fly_close_small_038,4,path_grd_mid_elite3_814,4,path_grd_mid_small_075,-1,path_fly_close_small_038,4,1410010231,Normal,0,None,0,None,0,None,-1074917185,Jump,-1074917185,Jump,-1074917185,Jump,-1074917185,Jump,-2074957185,Dash,-2074957185,Dash,1220030111,Dash,1220030111,Dash,2120010111,Dash,2120010111,Dash,-2074937185,Dash,-2074937185,Dash,1210010111,Jump,1210030111,Jump,1110010111,Jump,1110010111,Jump,-1074917185,Drop,2120010111,Drop,2120010111,Drop,2120010111,Drop,1210010111,Normal,-2084947185,Normal,-2084947185,Normal,-2084947185,Normal,1120010111,Drop,1120010111,Drop,1120010111,Drop,-2074927185,Drop,-2074947185,Drop,-2074947185,Drop,-2074947185,Drop,-1074907185,Drop,1210020111,Dash,-1084947185,Dash,1210020111,Dash,1310030211,Dash
