stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,mod_value,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7017001,wave_campaign_hard_006,Campaign,90,5,true,false,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Night,ibg_iceland_001,3320060141,path_grd_close_small_007,2220020141,Drop,2220020141,Drop,1220050141,Drop,1320030241,Drop,path_fly_mid_small_036,4,2210020141,Dash,2210020141,Dash,2210020141,Dash,2210020141,Dash,path_fly_close_special_044,6,3210040141,Drop,3210040141,Drop,3210010141,Drop,3210030141,Drop,path_grd_mid_elite1_802,0,2120010141,Dash,2120010141,Dash,1220050141,Drop,3320060141,Drop,path_fly_close_special_046,6,2110010141,Dash,2110010141,Dash,3210040141,Drop,3210040141,Drop,path_fly_close_small_035,3,3210040141,Dash,3210040141,Dash,3210040141,Dash,3210040141,Dash,42,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017002,wave_campaign_hard_006,Campaign,90,5,true,false,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Night,ibg_iceland_001,3320050141,path_grd_close_small_067,3220030141,Dash,3220030141,Dash,3220030141,Drop,2320020241,Drop,path_grd_mid_small_012,,3220030141,Dash,3220030141,Dash,1220050141,Dash,1220050141,Dash,path_grd_mid_small_046,4,1220050141,Drop,1220050141,Drop,1220050141,Drop,1220050141,Drop,path_grd_close_elite1_801,0,2120010141,Jump,2120010141,Jump,2220040141,Drop,3320050141,Drop,path_grd_mid_small_043,6,1220050141,Dash,1220050141,Dash,1220050141,Dash,1220050141,Dash,path_grd_close_special_064,3,2120010141,Dash,2120010141,Dash,1220050141,Drop,1220050141,Drop,30,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017003,wave_campaign_hard_006,Campaign,90,7,true,false,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Night,ibg_iceland_001,2310020141,path_fly_mid_elite1_802,3210020141,Dash,3210020141,Dash,3210010141,Drop,2310020241,Drop,path_grd_mid_elite1_802,10,3220060141,Dash,3220060141,Dash,2220040141,Drop,3320060241,Drop,path_fly_far_small_025,,3210010141,Drop,3210010141,Drop,3210010141,Drop,3210010141,Drop,path_fly_mid_small_036,10,3210020141,Dash,3210020141,Dash,3210020141,Dash,3210020141,Dash,path_fly_mid_elite2_805,0,3210010141,Jump,3210010141,Jump,2310020241,Drop,2310020141,Drop,path_grd_far_small_074,,3220060141,Dash,3220060141,Dash,3220060141,Dash,2220040141,Dash,0,48,12,path_fly_mid_special_047,3110010141,Dash,3110010141,Dash,3210020141,Drop,3210020141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017004,wave_campaign_hard_006,Campaign,90,5,true,false,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Night,ibg_iceland_001,2320060141,path_grd_mid_small_070,3220050141,Dash,3220050141,Dash,3220050141,Dash,2220050141,Dash,path_fly_mid_small_039,,1210020141,Dash,1210020141,Dash,1210040141,Dash,1310010241,Dash,path_grd_mid_small_034,7,3220050141,Drop,3220050141,Drop,3220050141,Drop,2220050141,Dash,path_grd_mid_small_068,0,3220050141,Dash,3220050141,Dash,2220050141,Drop,2320060141,Drop,path_grd_mid_small_037,10,3220050141,Dash,3220050141,Dash,3220050141,Dash,2220050141,Normal,,,,,,,,,,,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017005,wave_campaign_hard_006,Campaign,90,5,true,false,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Night,ibg_iceland_001,3310020141,path_grd_far_small_062,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220030141,Dash,path_grd_mid_elite1_802,7,2220030141,Dash,2220030141,Dash,2220040141,Drop,3320060241,Drop,path_fly_mid_small_030,,2210010141,Drop,2210010141,Drop,2210010141,Drop,2210010141,Drop,path_fly_mid_elite1_802,0,2210010141,Drop,2210010141,Drop,3210030141,Drop,3310020141,Drop,path_grd_far_special_063,6,2220030141,Jump,2220030141,Jump,2220030141,Jump,2220040141,Dash,,,,,,,,,,,0,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017006,wave_campaign_hard_006,Campaign,90,7,true,false,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Night,ibg_iceland_001,1310020141,path_fly_close_special_044,2110010141,Drop,2110010141,Drop,2210030141,Drop,2210030141,Drop,path_grd_mid_elite2_805,10,2220030141,Dash,2220030141,Dash,2320050241,Drop,2320050241,Drop,path_fly_mid_small_053,,2210020141,Dash,2210020141,Dash,2210020141,Dash,1210040141,Dash,path_fly_close_small_029,,2210020141,Jump,2210020141,Jump,2210020141,Jump,2210020141,Jump,path_fly_mid_elite1_802,0,2210020141,Dash,2210020141,Dash,3210030141,Drop,1310020141,Drop,path_grd_close_elite1_801,10,2220030141,Jump,2220030141,Jump,2220040141,Drop,3320040241,Drop,36,24,0,path_fly_close_small_029,2210020141,Drop,2210020141,Drop,2210020141,Drop,2210020141,Drop,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017007,wave_campaign_hard_006,Campaign,90,5,true,false,point_grd_iceland_005,point_fly_iceland_005,sbg_iceland_005,IceLand,Night,ibg_iceland_001,3320040141,path_grd_close_small_042,1220010141,Dash,1220010141,Dash,1220010141,Dash,1220010141,Dash,path_grd_mid_elite1_802,6,1220010141,Jump,1220010141,Jump,3220020141,Drop,3320010241,Drop,path_grd_close_special_064,7,1220010141,Dash,1220010141,Dash,1220050141,Drop,1220050141,Drop,path_grd_mid_special_025,0,1220010141,Jump,1220010141,Jump,2220040141,Drop,3320040141,Drop,path_grd_close_small_042,8,1220050141,Dash,1220050141,Dash,1220050141,Dash,1220050141,Dash,path_grd_mid_small_012,,1220010141,Dash,1220010141,Dash,1220010141,Dash,1220010141,Dash,27,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017008,wave_campaign_hard_006,Campaign,90,5,true,false,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Night,ibg_iceland_001,2320030141,path_grd_close_elite1_801,1220040141,Jump,1220040141,Jump,1220050141,Drop,2320030241,Drop,path_grd_close_small_013,7,1220040141,Dash,1220050141,Dash,1220040141,Dash,1220050141,Dash,path_grd_mid_small_049,6,1220040141,Drop,1220050141,Drop,1220040141,Drop,2220040141,Drop,path_fly_close_small_041,7,1110010141,Drop,1110010141,Drop,3210040141,Drop,3210040141,Drop,path_grd_mid_small_055,0,1220040141,Drop,1220040141,Drop,3220020141,Drop,2320030141,Drop,path_grd_close_small_042,4,1220050141,Dash,1220050141,Dash,1220050141,Dash,1220050141,Dash,27,18,0,path_fly_mid_small_030,3210040141,Drop,3210040141,Drop,3210040141,Drop,3210040141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017009,wave_campaign_hard_006,Campaign,90,7,true,false,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Night,ibg_iceland_001,1320030141,path_grd_mid_small_052,3220030141,Dash,3220030141,Dash,3220030141,Dash,3220030141,Dash,path_fly_mid_elite2_808,3,2210020141,Dash,2210020141,Dash,2310010241,Dash,2310010241,Dash,path_fly_far_small_051,10,2210020141,Dash,2210020141,Dash,2210020141,Dash,3210030141,Dash,path_grd_close_special_024,,3120010141,Jump,3120010141,Jump,3220030141,Drop,2220040141,Drop,path_grd_far_elite2_806,0,3220030141,Dash,3220030141,Dash,2320070241,Dash,2320070241,Dash,path_grd_mid_small_049,10,3220030141,Drop,3220030141,Drop,3220030141,Drop,1320030141,Drop,30,27,9,path_fly_close_special_046,2210020141,Dash,2210020141,Dash,2210020141,Drop,3210030141,Drop,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017010,wave_campaign_hard_006,Campaign,90,5,true,false,point_grd_iceland_006,point_fly_iceland_006,sbg_iceland_006,IceLand,Night,ibg_iceland_001,2310010141,path_grd_mid_special_065,3120010141,Dash,3120010141,Dash,2220020141,Drop,2320070241,Drop,path_grd_far_small_074,12,2220020141,Dash,2220020141,Dash,2220020141,Dash,2220040141,Dash,path_fly_mid_small_005,,3210010141,Dash,3210010141,Dash,3210010141,Dash,3210010141,Dash,path_fly_mid_elite1_802,0,3210010141,Dash,3210010141,Dash,3210030141,Drop,2310010141,Drop,path_grd_far_small_071,7,2220020141,Dash,2220020141,Dash,2220020141,Dash,2220040141,Jump,,,,,,,,,,,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
