stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6123001,wave_lostsector_006,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,33,12,0,,3320010141.0,path_grd_mid_small_052,path_fly_close_elite1_801,6.0,path_grd_mid_small_058,,path_grd_close_elite1_801,0.0,path_fly_close_special_046,6.0,,,,,,,,,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,3210010141,Dash,3210010141,Dash,3210030141,Drop,1310020241,Drop,3220040141,Dash,3220040141,Dash,3220040141,Dash,2220040141,Dash,1220060141,Dash,1220060141,Dash,2220040141,Drop,3320010141,Drop,2210010141,Dash,2210010141,Dash,2210010141,Drop,1210040141,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123002,wave_lostsector_006,Campaign,90,5,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,0,24,12,,1320060141.0,path_grd_far_small_059,path_grd_mid_elite1_802,7.0,path_fly_mid_small_005,,path_grd_mid_elite1_802,0.0,path_grd_far_small_074,10.0,,,,,,,,,3220040141,Dash,3220040141,Dash,3220040141,Dash,2220040141,Dash,3220040141,Drop,3220040141,Drop,1220050141,Dash,1320060241,Dash,3210020141,Dash,3210020141,Dash,3210020141,Dash,3210030141,Dash,3220040141,Dash,3220040141,Dash,2220040141,Drop,2320030241,Drop,3220040141,Dash,2220040141,Dash,3220040141,Dash,1320060141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123003,wave_lostsector_006,Campaign,90,7,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,18,33,0,,3320030141.0,path_grd_close_small_042,path_fly_close_small_049,4.0,path_grd_mid_elite1_802,12.0,path_fly_mid_elite1_802,0.0,path_grd_mid_elite2_808,10.0,path_grd_mid_small_043,10.0,path_grd_close_small_013,5.0,,,,,3220030141,Dash,3220030141,Dash,3220040141,Dash,3220040141,Dash,1210010141,Dash,1210010141,Dash,1210010141,Drop,2310060241,Drop,3220030141,Dash,3220030141,Dash,3220020141,Drop,3320030241,Drop,1210010141,Jump,1210010141,Jump,1210040141,Drop,2310060241,Drop,3220030141,Dash,3220030141,Dash,2320020241,Drop,3320030141,Drop,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,3220040141.0,Dash,,,,,,,,,,,,,,,,
6123004,wave_lostsector_006,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,9,15,12,,1310030141.0,path_grd_close_elite1_801,path_grd_far_small_033,7.0,path_grd_mid_small_058,7.0,path_fly_mid_elite1_802,0.0,path_grd_far_small_044,6.0,,,,,,,,,3220030141,Dash,3220030141,Dash,2220040141,Jump,2320050241,Jump,2220030141,Dash,2220030141,Dash,2220030141,Dash,2220040141,Dash,3220030141,Dash,3220030141,Dash,3220030141,Dash,2220040141,Dash,3210010141,Dash,3210010141,Dash,3210030141,Drop,1310030141,Drop,2220030141,Jump,2220030141,Jump,2220030141,Jump,2220040141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123005,wave_lostsector_006,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,6,51,0,,2320050141.0,path_grd_mid_special_025,path_fly_mid_small_030,10.0,path_grd_close_small_013,4.0,path_grd_mid_elite1_802,0.0,path_grd_mid_special_025,6.0,path_grd_mid_small_043,3.0,,,,,,,1120010141,Jump,1120010141,Jump,3220050141,Drop,2320050241,Drop,1210020141,Drop,1210020141,Drop,1210020141,Drop,3210040141,Drop,1220050141,Dash,1220050141,Dash,1220050141,Dash,1220050141,Dash,3220050141,Dash,3220050141,Dash,1220050141,Drop,1320030241,Drop,3120010141,Dash,3120010141,Dash,1220050141,Drop,2320050141,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6123006,wave_lostsector_006,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,36,24,0,,1310020141.0,path_fly_close_special_044,path_grd_mid_elite2_805,10.0,path_fly_mid_small_053,,path_fly_close_small_029,,path_grd_close_elite1_801,0.0,path_fly_mid_elite1_802,10.0,path_fly_close_small_029,4.0,,,,,2110010141,Drop,2110010141,Drop,2210020141,Drop,2210030141,Drop,2220030141,Dash,2220030141,Dash,2320050241,Drop,2320050241,Drop,2210020141,Dash,2210020141,Dash,2210020141,Dash,1210040141,Dash,2210020141,Jump,2210020141,Jump,2210020141,Jump,3310050241,Jump,2220030141,Jump,2220030141,Jump,2220040141,Drop,3320040241,Drop,2210020141.0,Jump,3210030141.0,Jump,3310050241.0,Drop,1310020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,3310050241.0,Drop,,,,,,,,,,,,,,,,
6123007,wave_lostsector_006,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,0,33,0,,3320030141.0,path_grd_mid_small_040,path_fly_mid_small_005,7.0,path_fly_mid_small_050,7.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_043,7.0,,,,,,,,,1220060141,Dash,1220060141,Dash,1220060141,Dash,1220060141,Dash,1210020141,Dash,1210020141,Dash,1210020141,Dash,1210040141,Dash,1210030141,Dash,1210030141,Dash,1210030141,Dash,1210040141,Dash,3210010141,Dash,3210010141,Dash,1210010141,Drop,1310010241,Drop,2220030141,Jump,3220020141,Jump,2220030141,Jump,3320030141,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6123008,wave_lostsector_006,Defense,90,7,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,36,39,0,20,,path_grd_close_small_036,path_grd_mid_small_005,8.0,path_grd_close_special_024,,path_grd_close_small_067,4.0,path_grd_mid_special_025,12.0,path_grd_mid_small_037,10.0,path_grd_mid_small_076,10.0,path_grd_close_elite1_801,,path_grd_mid_small_043,15.0,1220060141,Normal,1220060141,Normal,1220060141,Normal,1220060141,Normal,3220050141,Jump,3220050141,Jump,3220050141,Jump,3220020141,Jump,2120010141,Drop,2120010141,Drop,3220050141,Dash,3220050141,Dash,3220050141,Drop,3220050141,Drop,2220050141,Drop,2320020241,Drop,2120010141,Drop,2120010141,Drop,1220060141,Normal,1220060141,Normal,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,1220060141.0,Normal,3220020141.0,Dash,1220060141.0,Normal,2220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Drop,2320020241.0,Drop,1220060141.0,Normal,1220060141.0,Normal,1220060141.0,Normal,2320010241.0,Drop
6123009,wave_lostsector_006,Campaign,90,7,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,0,45,0,,2310040141.0,path_grd_mid_small_002,path_grd_mid_small_070,,path_fly_mid_small_042,,path_grd_mid_small_043,,path_fly_mid_elite1_802,0.0,path_grd_mid_small_061,4.0,path_grd_mid_small_043,,,,,,3220050141,Drop,3220050141,Drop,3220050141,Drop,3220020141,Drop,3220050141,Dash,3220050141,Dash,3220050141,Dash,3320040241,Dash,1210030141,Drop,2310060241,Drop,1210030141,Drop,2310040241,Drop,3220050141,Dash,3220020141,Dash,3220050141,Dash,3220020141,Dash,1210030141,Drop,1210030141,Drop,2310060241,Drop,2310040141,Drop,3220020141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3320040241.0,Dash,3220020141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3320040241.0,Dash,,,,,,,,,,,,,,,,
6123010,wave_lostsector_006,Campaign,90,5,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,30,18,0,,2320030141.0,path_grd_close_small_067,path_grd_mid_small_012,,path_grd_mid_small_046,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,6.0,path_grd_close_special_064,3.0,,,,,,,3220030141,Dash,3220030141,Dash,3220030141,Drop,2320020241,Drop,3220030141,Dash,3220030141,Dash,1220050141,Dash,1220050141,Dash,1220050141,Drop,1220050141,Drop,1220050141,Drop,1220050141,Drop,2120010141,Jump,2120010141,Jump,2220040141,Drop,3320050241,Drop,1220050141,Dash,1220050141,Dash,1220050141,Dash,2320030141,Dash,2120010141.0,Dash,2120010141.0,Dash,1220050141.0,Drop,1220050141.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
