stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6505301,wave_eventdungeon_020,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,0,30,27,2310060111,path_grd_mid_small_005,path_fly_mid_special_016,7.0,path_fly_far_small_031,,path_fly_mid_elite2_805,0.0,path_grd_far_small_044,,path_fly_far_special_048,8.0,,,,,,,,,1220040111,Dash,1220040111.0,Dash,1220040111.0,Dash,1220040111.0,Dash,1110010111.0,Drop,1110010111.0,Drop,2210010111.0,Drop,2310060211.0,Drop,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,1210040111.0,Drop,1210010111.0,Jump,1210010111.0,Jump,1210010111.0,Drop,2310060111.0,Drop,3220060111.0,Dash,2220040111.0,Dash,3220060111.0,Dash,2220040111.0,Dash,3110010111.0,Jump,3110010111.0,Jump,3110010111.0,Jump,1210010111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505302,wave_eventdungeon_020,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,0,45,0,2310040111,path_grd_mid_small_052,path_fly_mid_elite1_802,6.0,path_fly_mid_small_050,,path_fly_mid_elite1_802,0.0,path_grd_mid_special_025,6.0,,,,,,,,,,,2220010111,Dash,2220010111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,1310010211.0,Drop,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,1210040111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Drop,2310040111.0,Drop,3120010111.0,Dash,3120010111.0,Dash,3220060111.0,Drop,3220020111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505303,wave_eventdungeon_020,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,0,22,20,2320020111,path_grd_mid_small_002,path_grd_mid_elite1_802,7.0,path_grd_far_small_071,8.0,path_fly_mid_small_030,,path_grd_mid_elite1_802,0.0,path_grd_far_small_047,6.0,,,,,,,,,2220020111,Drop,2220020111.0,Drop,2220010111.0,Dash,2220010111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Drop,2320020211.0,Drop,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220050111.0,Drop,3210020111.0,Jump,3210020111.0,Jump,1210010111.0,Jump,1210010111.0,Jump,2220020111.0,Dash,2220020111.0,Dash,2220040111.0,Drop,2320020111.0,Drop,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,3220060111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505304,wave_eventdungeon_020,Campaign,90,5,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,0,30,0,2320060111,path_grd_mid_small_070,path_fly_mid_small_039,,path_grd_mid_small_034,7.0,path_grd_mid_small_068,0.0,path_grd_mid_small_043,10.0,,,,,,,,,,,3220050111,Dash,3220050111.0,Dash,3220050111.0,Dash,2220050111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210040111.0,Dash,1310010211.0,Dash,3220060111.0,Drop,3220080111.0,Drop,3220060111.0,Drop,2220050111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220050111.0,Drop,2320060111.0,Drop,3220050111.0,Dash,3220060111.0,Dash,2220050111.0,Dash,3220080111.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505305,wave_eventdungeon_020,Campaign,90,5,True,False,point_grd_arkcityday_004,point_fly_arkcityday_004,sbg_arkcityday_004,ArkCityDay,Day,ibg_arkcityday_001,0,42,0,1310010111,path_grd_mid_small_055,path_fly_mid_elite1_802,,path_grd_mid_small_043,8.0,path_fly_mid_elite1_802,0.0,path_grd_mid_small_034,10.0,path_grd_mid_small_046,8.0,,,,,,,,,3220030111,Drop,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1310010211.0,Dash,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,3220080111.0,Drop,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1310010111.0,Dash,3220080111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,3220030111.0,Drop,3220080111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505306,wave_eventdungeon_020,Campaign,90,5,True,False,point_grd_arkcityday_002,point_fly_arkcityday_002,sbg_arkcityday_002,ArkCityDay,Day,ibg_arkcityday_001,6,45,0,3320070111,path_grd_close_small_001,path_grd_mid_elite1_802,7.0,path_fly_mid_small_053,6.0,path_grd_mid_special_065,0.0,path_fly_mid_special_016,11.0,,,,,,,,,,,1220020111,Drop,1220020111.0,Drop,1220020111.0,Dash,1220020111.0,Dash,1120010111.0,Jump,1120010111.0,Jump,2220030111.0,Drop,3320070211.0,Drop,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,3210030111.0,Dash,1120010111.0,Dash,1120010111.0,Dash,2220030111.0,Drop,3320070111.0,Drop,1110010111.0,Drop,1110010111.0,Drop,2210020111.0,Drop,3210030111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505307,wave_eventdungeon_020,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,0,60,0,1320040111,path_grd_mid_small_008,path_grd_mid_special_025,7.0,path_fly_mid_elite1_802,4.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_021,10.0,path_grd_mid_special_025,,,,,,,,,,3220050111,Drop,3220050111.0,Drop,3220060111.0,Dash,3220060111.0,Dash,2120010111.0,Jump,2120010111.0,Jump,2220010111.0,Drop,1320030211.0,Drop,1210030111.0,Drop,2210010111.0,Drop,2210010111.0,Drop,1210040111.0,Drop,2220010111.0,Dash,2220010111.0,Dash,3220060111.0,Drop,1320040111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,3210030111.0,Drop,3120010111.0,Jump,3120010111.0,Jump,3120010111.0,Drop,3120010111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505308,wave_eventdungeon_020,Campaign,90,5,True,False,point_grd_arkcityday_001,point_fly_arkcityday_001,sbg_arkcityday_001,ArkCityDay,Day,ibg_arkcityday_001,0,29,13,2320010111,path_grd_mid_small_002,path_fly_mid_small_050,,path_grd_mid_elite1_802,8.0,path_grd_mid_elite2_808,0.0,path_fly_mid_small_050,10.0,path_grd_mid_small_043,7.0,,,,,,,,,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,3220040111.0,Drop,3220040111.0,Drop,3220060111.0,Drop,2320010211.0,Drop,3220040111.0,Dash,3220060111.0,Dash,1320030211.0,Drop,2320010111.0,Drop,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Dash,3220040111.0,Drop,3220060111.0,Drop,3220040111.0,Drop,3220060111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505309,wave_eventdungeon_020,Campaign,90,5,True,False,point_grd_arkcityday_005,point_fly_arkcityday_005,sbg_arkcityday_005,ArkCityDay,Day,ibg_arkcityday_001,4,38,0,1310030111,path_fly_mid_small_018,path_fly_mid_special_047,6.0,path_grd_close_small_004,6.0,path_fly_mid_elite1_802,0.0,path_fly_mid_small_024,7.0,,,,,,,,,,,2210020111,Dash,2210020111.0,Dash,2210020111.0,Drop,2210020111.0,Drop,3210010111.0,Dash,2110010111.0,Dash,2110010111.0,Dash,1310020211.0,Dash,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,1310030111.0,Drop,3210010111.0,Jump,3210010111.0,Jump,3210010111.0,Jump,1210040111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505310,wave_eventdungeon_020,Campaign,90,5,True,False,point_grd_arkcityday_003,point_fly_arkcityday_003,sbg_arkcityday_003,ArkCityDay,Day,ibg_arkcityday_001,12,30,0,3310040111,path_grd_mid_small_052,path_fly_mid_special_047,7.0,path_grd_close_small_042,7.0,path_fly_mid_elite1_802,0.0,path_grd_close_small_069,7.0,,,,,,,,,,,3220040111,Drop,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,1110010111.0,Jump,1110010111.0,Jump,2210010111.0,Drop,3310040211.0,Drop,3220050111.0,Dash,3220050111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,3310040111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
