stage_id,group_id,spot_mod,ui_theme,battle_time,mod_value,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,target_list/0/name,target_list/0/value,wave_data/0/wave_path,wave_data/0/private_monster_count,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6505001,wave_eventdungeon_019,Campaign,CE004,90,0,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,24,18,0,target_list,1310020151,path_fly_mid_small_018,-1,path_fly_close_special_046,6,path_fly_mid_small_024,6,path_fly_close_elite1_801,0,path_fly_mid_small_050,7,,-1,,-1,,-1,,-1,,-1,-1084957145,Drop,-1084957145,Drop,-1084957145,Dash,-1084957145,Dash,-2084957145,Drop,1110010151,Drop,1110010151,Drop,1310030251,Drop,-1084957145,Drop,-1084957145,Drop,-1084957145,Drop,-1084937145,Drop,-1084957145,Dash,-1084957145,Dash,-2084957145,Drop,1310020151,Drop,-2084957145,Dash,-2084957145,Dash,-2084957145,Dash,-1084937145,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6505002,wave_eventdungeon_019,Campaign,CE004,90,0,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,0,42,0,target_list,1310030151,path_fly_mid_small_018,-1,path_fly_mid_special_047,6,path_fly_mid_small_053,6,path_fly_mid_elite1_802,0,path_fly_mid_small_024,7,,-1,,-1,,-1,,-1,,-1,-2084947145,Dash,-2084947145,Dash,-2084947145,Drop,-2084947145,Drop,-1084957145,Dash,2110010151,Dash,2110010151,Dash,1310020251,Dash,-2084957145,Dash,-2084957145,Dash,-2084957145,Dash,-1084937145,Dash,-2084947145,Drop,-2084947145,Drop,-2084947145,Drop,1310030151,Drop,-1084957145,Jump,-1084957145,Jump,-1084957145,Jump,1210040151,Jump,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6505003,wave_eventdungeon_019,Campaign,CE004,90,0,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,0,51,0,target_list,-984917145,path_fly_mid_small_018,-1,path_fly_mid_elite1_802,7,path_fly_mid_small_050,8,path_fly_mid_elite1_802,0,path_fly_mid_special_016,4,path_fly_mid_small_039,4,,-1,,-1,,-1,,-1,-2084947145,Dash,-2084947145,Dash,-2084947145,Drop,-2084947145,Drop,-1084957145,Dash,-1084957145,Dash,-1084957145,Dash,-984917045,Dash,1210030151,Dash,1210030151,Dash,1210030151,Dash,1210040151,Dash,1210010151,Dash,1210010151,Dash,-1084937145,Drop,-984917145,Drop,-1184957145,Drop,-1184957145,Drop,-2084957145,Drop,-2084957145,Drop,-1084947145,Dash,-1084947145,Dash,-1084947145,Dash,-1084947145,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6505004,wave_eventdungeon_019,Campaign,CE004,90,0,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,6,27,0,target_list,-1984947145,path_fly_mid_small_039,-1,path_fly_close_small_029,6,path_fly_mid_small_050,8,path_fly_mid_elite1_802,0,path_fly_mid_small_050,-1,,-1,,-1,,-1,,-1,,-1,1210020151,Dash,1210020151,Dash,1210020151,Dash,1210020151,Dash,-2084957145,Drop,-2084957145,Drop,-2084957145,Drop,1310020251,Dash,1210030151,Dash,1210030151,Dash,1210030151,Dash,1210040151,Dash,1210020151,Dash,1210020151,Dash,-1084937145,Drop,-1984947145,Drop,-2084957145,Drop,-2084957145,Drop,-2084957145,Drop,-1084937145,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6505005,wave_eventdungeon_019,Campaign,CE004,90,0,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,6,27,0,target_list,-1984947145,path_fly_mid_small_039,-1,path_fly_close_small_029,6,path_fly_mid_small_050,8,path_fly_mid_elite1_802,0,path_fly_mid_small_050,-1,,-1,,-1,,-1,,-1,,-1,1210020151,Dash,1210020151,Dash,1210020151,Dash,1210020151,Dash,-2084957145,Drop,-2084957145,Drop,-2084957145,Drop,1310020251,Dash,1210030151,Dash,1210030151,Dash,1210030151,Dash,1210040151,Dash,1210020151,Dash,1210020151,Dash,-1084937145,Drop,-1984947145,Drop,-2084957145,Drop,-2084957145,Drop,-2084957145,Drop,-1084937145,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6505006,wave_eventdungeon_019,Campaign,CE004,90,0,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,6,30,6,target_list,-984957145,path_fly_mid_small_039,-1,path_fly_close_small_029,6,path_fly_far_small_031,-1,path_fly_mid_elite2_805,0,path_fly_mid_special_016,4,,-1,,-1,,-1,,-1,,-1,1210020151,Dash,1210020151,Dash,1210020151,Dash,1210020151,Dash,-2084957145,Drop,-2084957145,Drop,-2084957145,Drop,-2084957145,Drop,1210010151,Drop,1210010151,Drop,1210010151,Drop,-1084937145,Drop,1210010151,Jump,1210010151,Jump,-1084937145,Drop,-984957145,Drop,-1184957145,Drop,-1184957145,Drop,-2084957145,Drop,-2084957145,Drop,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6505007,wave_eventdungeon_019,Campaign,CE004,90,0,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,0,24,9,target_list,1310020151,path_fly_mid_small_018,-1,path_fly_mid_small_039,-1,path_fly_mid_small_050,-1,path_fly_far_elite1_803,0,path_fly_mid_small_030,-1,,-1,,-1,,-1,,-1,,-1,-1084957145,Drop,-1084957145,Drop,2110010151,Dash,2110010151,Dash,1210020151,Dash,1210020151,Dash,1210040151,Dash,1310030251,Drop,-2084957145,Drop,-2084957145,Drop,-2084957145,Drop,-1084937145,Drop,1210030151,Jump,1210030151,Jump,1210040151,Drop,1310020151,Drop,1210020151,Dash,1210020151,Dash,-1084947145,Dash,-1084947145,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6505008,wave_eventdungeon_019,Campaign,CE004,90,0,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redocean_001,RedOcean,Day,ibg_redocean_001,6,33,0,target_list,-984947145,path_fly_close_small_029,-1,path_fly_mid_small_039,-1,path_fly_mid_small_039,4,path_fly_mid_special_016,0,path_fly_mid_small_039,4,,-1,,-1,,-1,,-1,,-1,-1084947145,Drop,-1084947145,Drop,-1084947145,Drop,-1984947045,Drop,1210020151,Dash,1210020151,Dash,1210040151,Dash,-2084957145,Drop,-1084947145,Dash,-1084947145,Dash,-1084947145,Dash,-1084947145,Dash,-1184957145,Drop,-1184957145,Drop,-1084947145,Drop,-984947145,Drop,-1084947145,Dash,-1084947145,Dash,-1084947145,Dash,-1084947145,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6505009,wave_eventdungeon_019,Campaign,CE004,90,0,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redoceanfarsea_001,RedOceanFarSea,Day,ibg_redocean_002,24,18,0,target_list,1310020151,path_fly_mid_small_018,-1,path_fly_close_special_046,6,path_fly_mid_small_024,6,path_fly_close_elite1_801,0,path_fly_mid_small_050,7,,-1,,-1,,-1,,-1,,-1,-1084957145,Drop,-1084957145,Drop,-1084957145,Dash,-1084957145,Dash,-2084957145,Drop,1110010151,Drop,1110010151,Drop,1310030251,Drop,-1084957145,Drop,-1084957145,Drop,-1084957145,Drop,-1084937145,Drop,-1084957145,Dash,-1084957145,Dash,-2084957145,Drop,1310020151,Drop,-2084957145,Dash,-2084957145,Dash,-2084957145,Dash,-1084937145,Dash,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
6505010,wave_eventdungeon_019,Campaign,CE004,90,0,5,True,False,point_grd_redocean_001,point_fly_redocean_001,sbg_redoceanfarsea_001,RedOceanFarSea,Day,ibg_redocean_002,0,42,0,target_list,1310030151,path_fly_mid_small_018,-1,path_fly_mid_special_047,6,path_fly_mid_small_053,6,path_fly_mid_elite1_802,0,path_fly_mid_small_024,7,,-1,,-1,,-1,,-1,,-1,-2084947145,Dash,-2084947145,Dash,-2084947145,Drop,-2084947145,Drop,-1084957145,Dash,2110010151,Dash,2110010151,Dash,1310020251,Dash,-2084957145,Dash,-2084957145,Dash,-2084957145,Dash,-1084937145,Dash,-2084947145,Drop,-2084947145,Drop,-2084947145,Drop,1310030151,Drop,-1084957145,Jump,-1084957145,Jump,-1084957145,Jump,1210040151,Jump,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None
