stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/6/private_monster_count,wave_data/8/wave_path,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type,wave_data/8/private_monster_count
6420001,wave_simulationroom_004,Campaign,90,5,True,False,point_grd_arkcity_002_oc,point_fly_arkcity_002_oc,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,2310010111,path_grd_mid_small_070,2220010111,Drop,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Jump,path_fly_mid_small_008,7.0,3210010111,Dash,3210030111,Dash,3210010111,Dash,2310010211,Dash,path_grd_close_small_036,7.0,2220010111,Dash,2220010111,Dash,2220010111,Dash,2220040111,Dash,path_grd_mid_elite1_802,0.0,2220010111,Jump,2220010111,Jump,2220040111,Drop,1320020211,Drop,path_fly_mid_small_030,7.0,3210010111,Drop,3210030111,Drop,3210010111,Drop,2310010111,Dash,6,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420002,wave_simulationroom_004,Campaign,90,5,True,False,point_grd_arkcity_001_oc,point_fly_arkcity_001_oc,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,3320010111,path_grd_mid_special_025,1120010111,Jump,1120010111.0,Jump,3220050111.0,Drop,2320050211.0,Drop,path_fly_close_small_029,7.0,3210010111,Dash,3210010111,Dash,3210010111,Dash,3210030111,Dash,path_grd_mid_small_058,7.0,3220040111,Dash,3220040111,Dash,3220040111,Dash,3220040111,Dash,path_grd_mid_elite1_802,0.0,3220050111,Dash,3220050111,Dash,2220040111,Drop,2320050211,Drop,path_grd_close_small_045,6.0,3220040111,Jump,3220040111,Jump,3220040111,Jump,3320010111,Dash,12,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420003,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_004_oc,point_fly_arkcity_004_oc,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,3310040111,path_grd_close_small_004,2220010111,Jump,1120010111.0,Jump,2220010111.0,Jump,1120010111.0,Jump,path_fly_mid_special_016,,3110010111,Drop,3210020111,Drop,3210030111,Drop,3310040211,Drop,path_grd_mid_special_025,10.0,2220010111,Jump,1120010111,Jump,2220030111,Jump,2220040111,Jump,path_fly_far_special_045,0.0,3110010111,Drop,3210020111,Drop,3210030111,Drop,3310040111,Drop,path_grd_close_small_048,9.0,3220020111,Dash,2220010111,Dash,2220010111,Dash,2220010111,Dash,12,45,15,path_grd_mid_special_065,8.0,2220010111.0,Drop,2220030111.0,Drop,1120010111.0,Drop,3220020111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420004,wave_simulationroom_004,Campaign,90,5,True,False,point_grd_arkcity_005_oc,point_fly_arkcity_005_oc,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,1320060111,path_grd_far_small_059,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,path_grd_mid_elite1_802,7.0,3220040111,Drop,3220040111,Drop,1220050111,Dash,1320060211,Dash,path_fly_mid_small_005,,3210020111,Dash,3210020111,Dash,3210030111,Dash,3310050211,Dash,path_grd_mid_elite1_802,0.0,3220040111,Dash,3220040111,Dash,2220040111,Drop,2320030211,Drop,path_grd_far_small_074,10.0,3220040111,Dash,2220040111,Dash,3220040111,Dash,1320060111,Dash,0,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420005,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_003_oc,point_fly_arkcity_003_oc,sbg_arkcity_003,ArcCity,Day,ibg_arkcity_001,2310060111,path_grd_close_small_004,2220010111,Jump,1120010111.0,Jump,2220010111.0,Jump,1120010111.0,Jump,path_fly_mid_special_016,10.0,3110010111,Drop,3110010111,Drop,3210030111,Drop,2210020111,Drop,path_grd_mid_special_025,0.0,2220030111,Jump,1120010111,Jump,2220030111,Jump,2320020211,Jump,path_fly_far_special_045,0.0,3110010111,Drop,2210020111,Drop,3210030111,Drop,2310060111,Drop,path_grd_close_small_048,9.0,3220020111,Dash,3220050111,Dash,3220050111,Dash,3220050111,Dash,12,45,15,path_fly_mid_special_047,8.0,3210010111.0,Drop,3210010111.0,Drop,2110010111.0,Drop,2110010111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420006,wave_simulationroom_004,Campaign,90,5,True,False,point_grd_arkcity_001_oc,point_fly_arkcity_001_oc,sbg_arkcity_001,ArcCity,Day,ibg_arkcity_001,3320030111,path_grd_mid_small_040,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_fly_mid_small_005,7.0,1210020111,Dash,1210020111,Dash,1210020111,Dash,1210040111,Dash,path_fly_mid_small_050,7.0,1210030111,Dash,1210030111,Dash,1210030111,Dash,1210040111,Dash,path_fly_mid_elite1_802,0.0,3210010111,Dash,3210010111,Dash,1210010111,Drop,1310010211,Drop,path_grd_mid_small_043,7.0,2220030111,Jump,3220020111,Jump,2220030111,Jump,3320030111,Dash,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420007,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_005_oc,point_fly_arkcity_005_oc,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,2310040111,path_grd_mid_small_002,1220060111,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,path_fly_mid_elite1_802,6.0,1210030111,Drop,3210050111,Drop,3210030111,Drop,2310040211,Drop,path_grd_close_small_060,,1220060111,Drop,1220050111,Drop,1220060111,Drop,1220050111,Drop,path_fly_mid_small_021,6.0,1210030111,Drop,1210030111,Drop,1210030111,Drop,3210050111,Drop,path_fly_mid_elite2_805,0.0,1210030111,Drop,3210050111,Drop,2310060211,Drop,2310040111,Drop,12,42,0,path_fly_close_small_049,,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,3210030111.0,Normal,path_grd_mid_small_043,1220060111.0,Drop,1220050111.0,Drop,1220060111.0,Drop,1220050111.0,Drop,path_grd_mid_small_005,8.0,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,1220060111.0,Dash,,,,,,,,,,,,,,,,,,,,,
6420008,wave_simulationroom_004,Campaign,90,5,True,False,point_grd_arkcity_004_oc,point_fly_arkcity_004_oc,sbg_arkcity_004,ArcCity,Day,ibg_arkcity_001,3310050111,path_grd_mid_small_070,2220010111,Drop,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Jump,path_fly_mid_small_008,7.0,3210010111,Dash,3210030111,Dash,3210010111,Dash,3310050211,Dash,path_grd_mid_small_037,7.0,2220010111,Dash,2220010111,Dash,2220010111,Dash,2220040111,Dash,path_fly_mid_elite1_802,0.0,1210030111,Jump,1210030111,Jump,3210030111,Drop,3310050211,Drop,path_fly_mid_small_030,7.0,3210010111,Drop,3210030111,Drop,3210010111,Drop,3310050111,Dash,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420009,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_005_oc,point_fly_arkcity_005_oc,sbg_arkcity_005,ArcCity,Day,ibg_arkcity_001,3320080111,path_fly_mid_small_030,2210010111,Drop,2210010111.0,Drop,2210010111.0,Drop,3210040111.0,Drop,path_grd_mid_small_043,,2220020111,Dash,1220050111,Dash,3220030111,Dash,1220050111,Dash,path_grd_mid_elite1_802,6.0,2220020111,Jump,2220020111,Jump,3220030111,Drop,3320080211,Drop,path_grd_close_small_042,12.0,2220020111,Dash,1220050111,Dash,3220030111,Dash,1220050111,Dash,path_grd_close_small_013,0.0,2220020111,Dash,2220020111,Dash,2220020111,Dash,2320010211,Dash,18,30,0,path_grd_mid_elite1_802,7.0,3220030111.0,Dash,3220030111.0,Dash,1220050111.0,Drop,3320080111.0,Drop,path_fly_close_small_029,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,3210040111.0,Dash,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,
6420010,wave_simulationroom_004,Campaign,90,7,True,False,point_grd_arkcity_002_oc,point_fly_arkcity_002_oc,sbg_arkcity_002,ArcCity,Day,ibg_arkcity_001,2320030111,path_grd_close_elite1_801,1220040111,Jump,1220040111.0,Jump,1220050111.0,Drop,2320030211.0,Drop,path_grd_close_small_013,7.0,1220040111,Dash,1220050111,Dash,1220040111,Dash,1220050111,Dash,path_grd_mid_small_049,6.0,1220040111,Drop,1220050111,Drop,1220040111,Drop,2220040111,Drop,path_fly_close_small_041,7.0,1110010111,Drop,1110010111,Drop,3210040111,Drop,3210040111,Drop,path_grd_mid_small_055,0.0,1220040111,Drop,1220040111,Drop,3220020111,Drop,2320030111,Drop,27,18,0,path_grd_close_small_042,4.0,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,path_fly_mid_small_030,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
