stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7006001,wave_campaign_hard_002,Campaign,90,5,True,False,point_grd_iceland_004,point_fly_iceland_004,sbg_iceland_004,IceLand,Night,ibg_iceland_001,18,16,2,,1310010111.0,path_grd_far_small_003,path_fly_mid_small_021,,path_grd_close_small_013,,path_fly_close_small_023,,path_fly_mid_small_021,0.0,path_fly_close_small_023,,,,,,,,,,3220050111,Drop,3220050111.0,Random,3220060111.0,Random,3220060111.0,Random,3210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,3310010211.0,Jump,3220070111.0,Jump,3220070111.0,Jump,3220020111.0,Jump,3220020111.0,Jump,3210020111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210020111.0,Dash,1210010111.0,Jump,1210010111.0,Jump,1210010111.0,Jump,1310010111.0,Jump,3210020111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210020111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006002,wave_campaign_hard_002,Campaign,90,5,True,False,point_grd_iceland_005,point_fly_iceland_005,sbg_iceland_005,IceLand,Night,ibg_iceland_001,12,18,6,,2320010111.0,path_fly_close_small_029,path_grd_far_small_050,,path_fly_close_small_007,,path_grd_mid_small_012,,path_grd_mid_small_012,0.0,path_grd_mid_small_012,,,,,,,,,,3210030111,Normal,3210010111.0,Normal,3210030111.0,Normal,3210030111.0,Normal,3220070111.0,Drop,3220070111.0,Drop,3220060111.0,Drop,3220060111.0,Drop,3210010111.0,Normal,2210020111.0,Normal,3210030111.0,Normal,1310010211.0,Normal,2220030111.0,Drop,2220030111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,2220020111.0,Jump,2220020111.0,Jump,2220020111.0,Jump,2320010111.0,Drop,2220030111.0,Drop,2220030111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006003,wave_campaign_hard_002,Campaign,90,7,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Night,ibg_iceland_001,6,39,18,,3320020111.0,path_grd_close_small_054,path_grd_mid_elite1_802,,path_fly_mid_special_047,8.0,path_grd_far_small_044,,path_grd_mid_elite2_808,0.0,path_grd_mid_small_070,,path_grd_far_small_038,,path_grd_far_small_044,,,,,,3220030111,Drop,3220030111.0,Drop,2220040111.0,Drop,2320030211.0,Drop,3220030111.0,Dash,3220030111.0,Dash,3220070111.0,Drop,1320010211.0,Drop,2110010111.0,Dash,2110010111.0,Dash,2210010111.0,Drop,3210030111.0,Drop,3220030111.0,Dash,3220030111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,2320020211.0,Drop,3320020111.0,Drop,3220070111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,2220040111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,3220030111.0,Dash,2220040111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,,,,,,,,,,,,,,,,
7006004,wave_campaign_hard_002,Campaign,90,5,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Night,ibg_iceland_001,6,30,0,,1320010111.0,path_grd_mid_small_068,path_fly_close_small_029,,path_grd_close_small_060,,path_fly_mid_small_008,,path_grd_mid_small_043,0.0,path_fly_mid_small_008,,,,,,,,,,3220050111,Drop,3220050111.0,Drop,3220050111.0,Drop,3320050211.0,Drop,3210030111.0,Dash,3210030111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,3220060111.0,Normal,3220060111.0,Normal,3220020111.0,Normal,3220020111.0,Normal,3210020111.0,Normal,3210020111.0,Normal,3210030111.0,Normal,3210030111.0,Normal,1220010111.0,Drop,1220010111.0,Drop,1220010111.0,Drop,1320010111.0,Drop,3210020111.0,Normal,3210020111.0,Normal,3210030111.0,Normal,3210030111.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006005,wave_campaign_hard_002,Campaign,90,5,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Night,ibg_iceland_001,18,17,1,,2320050111.0,path_grd_close_small_001,path_fly_close_small_020,,path_grd_close_small_010,,path_fly_close_small_004,,path_grd_mid_small_061,0.0,path_fly_close_small_004,,,,,,,,,,3220040111,Jump,3220040111.0,Jump,3220060111.0,Jump,1320020211.0,Jump,3210010111.0,Jump,3210010111.0,Jump,3210010111.0,Jump,3210010111.0,Jump,3220050111.0,Drop,3220060111.0,Drop,3220010111.0,Drop,3220010111.0,Drop,3210010111.0,Jump,3210010111.0,Jump,3210030111.0,Jump,3210030111.0,Jump,2220030111.0,Dash,2220030111.0,Dash,2220030111.0,Dash,2320050111.0,Dash,3210010111.0,Jump,3210010111.0,Jump,3210030111.0,Jump,3210030111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006006,wave_campaign_hard_002,Campaign,90,6,True,False,point_grd_iceland_007,point_fly_iceland_007,sbg_iceland_007,IceLand,Night,ibg_iceland_001,51,36,0,,1310010111.0,path_fly_mid_small_018,path_fly_close_special_044,,path_fly_mid_small_030,,path_fly_close_special_046,10.0,path_fly_mid_elite2_805,0.0,path_fly_close_special_046,6.0,path_fly_close_small_041,9.0,path_fly_mid_special_016,10.0,,,,,1210020111,Drop,1210020111.0,Drop,1210010111.0,Dash,1210010111.0,Dash,3210010111.0,Drop,3210010111.0,Drop,3210040111.0,Drop,1310010211.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3210030111.0,Drop,2210020111.0,Dash,2210020111.0,Dash,3210040111.0,Drop,3210040111.0,Drop,1210020111.0,Dash,1210020111.0,Dash,3310030211.0,Dash,3310030211.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Drop,1310010111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,3210010111.0,Drop,3210030111.0,Drop,,,,,,,,,,,,,,,,
7006007,wave_campaign_hard_002,Defense,90,9,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Night,ibg_iceland_defense_001,21,30,21,20,,path_fly_far_small_006,path_grd_mid_special_025,12.0,path_grd_close_small_039,16.0,path_grd_close_elite1_801,4.0,path_fly_close_small_004,10.0,path_grd_far_special_063,,path_grd_mid_small_075,14.0,path_grd_mid_elite1_802,,,,,,1210010111,Dash,1210010111.0,Dash,1210010111.0,Dash,1210010111.0,Dash,3120010111.0,Drop,3120010111.0,Drop,3220060111.0,Dash,2220050111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220050111.0,Dash,2220010111.0,Jump,2220010111.0,Jump,3220020111.0,Drop,2320030211.0,Drop,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,3120010111.0,Dash,3120010111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220010111.0,Jump,2220050111.0,Jump,2220010111.0,Jump,2220050111.0,Jump,2220010111.0,Jump,2220010111.0,Jump,2220050111.0,Drop,2320030111.0,Drop,,,,,,,,,,,,,,,,
7006008,wave_campaign_hard_002,Defense,90,7,True,True,point_grd_iceland_001_rightclear,point_fly_iceland_001_rightclear,sbg_iceland_001_rightclear,IceLand,Night,ibg_iceland_defense_001,18,30,0,20,,path_grd_mid_elite3_811,path_fly_mid_small_008,10.0,path_grd_mid_elite1_802,10.0,path_fly_close_elite1_801,10.0,path_grd_close_elite2_804,6.0,path_grd_mid_small_040,14.0,,,,,,,,,3220020111,Normal,3320040111.0,Normal,3320040111.0,Normal,3320040111.0,Normal,2210020111.0,Dash,2210020111.0,Dash,1210040111.0,Dash,2310030211.0,Dash,3220020111.0,Drop,3220020111.0,Drop,2220050111.0,Drop,2320040211.0,Normal,2210020111.0,Dash,2210020111.0,Dash,1210040111.0,Jump,2310030211.0,Drop,3220020111.0,Normal,3220020111.0,Normal,3320040111.0,Jump,3320040111.0,Jump,3220020111.0,Drop,2220050111.0,Drop,3220020111.0,Drop,2320040211.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7006009,wave_campaign_hard_002,BaseDefense,60,6,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Night,ibg_iceland_basedefense_001,9,51,12,normal,,path_fly_mid_small_050,path_grd_mid_special_065,8.0,path_grd_far_small_044,10.0,path_grd_close_elite1_801,3.0,path_grd_far_small_050,,path_grd_mid_special_025,,path_grd_mid_small_075,5.0,path_grd_mid_elite1_802,7.0,,,,,3210020111,Dash,3210020111.0,Dash,3210020111.0,Dash,3210030111.0,Dash,3120010111.0,Jump,3120010111.0,Jump,3220070111.0,Drop,2220040111.0,Drop,1220030111.0,Dash,2220040111.0,Dash,1220030111.0,Dash,2220040111.0,Dash,1220030111.0,Jump,1220030111.0,Jump,2220040111.0,Drop,1320030211.0,Drop,1220030111.0,Drop,3220070111.0,Drop,1220030111.0,Drop,3220070111.0,Drop,3120010111.0,Jump,3120010111.0,Jump,3220070111.0,Drop,2220040111.0,Drop,1220030111.0,Dash,3220070111.0,Dash,1220030111.0,Dash,3220070111.0,Dash,1220030111.0,Dash,1220030111.0,Dash,3220070111.0,Drop,1320060111.0,Drop,,,,,,,,,,,,,,,,
7006010,wave_campaign_hard_002,BaseDefense,60,7,True,True,point_grd_iceland_007_midclear,point_fly_iceland_007,sbg_iceland_007_midclear,IceLand,Night,ibg_iceland_basedefense_001,6,45,6,normal,,path_grd_mid_elite1_802,path_grd_close_small_042,4.0,path_grd_far_small_041,5.0,path_grd_mid_elite2_808,2.0,path_fly_mid_small_030,,path_grd_mid_small_070,,path_grd_mid_small_076,5.0,path_grd_mid_elite1_802,,,,,,3220040111,Dash,3220040111.0,Dash,2220040111.0,Drop,3320020211.0,Drop,3220040111.0,Dash,2220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,3220070111.0,Dash,3220070111.0,Dash,3220040111.0,Dash,3220070111.0,Dash,1320030211.0,Drop,3320020111.0,Drop,3210010111.0,Drop,3220070111.0,Drop,3210010111.0,Drop,2310030211.0,Drop,3220040111.0,Dash,3220070111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,3220040111.0,Dash,3220070111.0,Dash,3220040111.0,Dash,3220070111.0,Dash,3220040111.0,Jump,3220040111.0,Jump,3220040111.0,Drop,1320010111.0,Drop,,,,,,,,,,,,,,,,
