stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6019001,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_wasteland_001,point_fly_wasteland_001,sbg_wasteland_001,Wasteland,Day,ibg_wasteland_001,6,27,0,,3320070131.0,path_grd_mid_small_002,path_grd_mid_small_011,6.0,path_fly_mid_small_024,8.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_072,8.0,,,,,,,,,,,1220010131,Dash,1220010131.0,Dash,1120010131.0,Drop,1120010131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,3320010231.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Drop,3320070131.0,Drop,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,3220020131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019002,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,0,18,24,,3320020131.0,path_grd_mid_small_043,path_grd_far_elite1_803,7.0,path_grd_far_small_044,4.0,path_grd_mid_small_070,11.0,path_grd_far_elite1_803,0.0,path_grd_mid_small_073,5.0,,,,,,,,,2220030131,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,1120010131.0,Dash,1120010131.0,Dash,3220070131.0,Drop,3320020231.0,Drop,2220030131.0,Dash,3220070131.0,Dash,2220030131.0,Dash,3220070131.0,Dash,1120010131.0,Jump,1120010131.0,Jump,1120010131.0,Jump,2220040131.0,Jump,2220030131.0,Dash,2220030131.0,Dash,3220070131.0,Drop,3320020131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019003,wave_campaign_normal_008,Campaign,90,7,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,6,39,18,,3320020131.0,path_grd_close_small_054,path_grd_mid_elite1_802,,path_fly_mid_special_047,8.0,path_grd_far_small_044,,path_grd_mid_elite2_808,0.0,path_grd_mid_small_070,,path_grd_far_small_038,,path_grd_far_small_044,,,,,,1220060131,Drop,1220060131.0,Drop,2220040131.0,Drop,2320030231.0,Drop,1220060131.0,Dash,1220060131.0,Dash,3220070131.0,Drop,1320010231.0,Drop,2110010131.0,Dash,2110010131.0,Dash,2210010131.0,Drop,3210030131.0,Drop,1220060131.0,Dash,1220060131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,2320020231.0,Drop,3320020131.0,Drop,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,2220040131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,1220060131.0,Dash,2220040131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,,,,,,,,,,,,,,,,
6019004,wave_campaign_normal_008,Campaign,90,7,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,66,6,0,,1320040131.0,path_grd_close_special_064,path_grd_close_small_054,12.0,path_fly_close_special_044,,path_grd_close_special_064,0.0,path_grd_mid_small_070,11.0,path_grd_close_special_024,5.0,,,,,,,,,2120010131,Dash,2120010131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,1220060131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,3320010231.0,Drop,1110010131.0,Drop,1110010131.0,Drop,1110010131.0,Drop,1110010131.0,Drop,2120010131.0,Dash,2120010131.0,Dash,3220050131.0,Drop,1320040131.0,Drop,1220060131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019005,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_wasteland_005,point_fly_wasteland_005,sbg_wasteland_005,Wasteland,Day,ibg_wasteland_001,15,27,0,,2320020131.0,path_grd_close_small_067,path_grd_mid_small_070,7.0,path_grd_mid_special_065,,path_grd_close_elite1_801,0.0,path_grd_mid_small_073,7.0,,,,,,,,,,,3220060131,Dash,3220060131.0,Dash,2220050131.0,Drop,2320020231.0,Drop,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3220020131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,3220060131.0,Drop,3220060131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,3220020131.0,Drop,2320020131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2220050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019006,wave_campaign_normal_008,Campaign,90,7,True,False,point_grd_wasteland_004,point_fly_wasteland_004,sbg_wasteland_004,Wasteland,Day,ibg_wasteland_001,30,30,0,,1320060111.0,path_fly_mid_special_047,path_grd_close_elite2_804,12.0,path_grd_mid_small_070,,path_fly_close_small_029,12.0,path_grd_close_elite2_804,0.0,path_grd_mid_elite1_802,8.0,path_grd_close_small_042,8.0,,,,,,,1110010111,Dash,1110010111.0,Dash,1210020111.0,Drop,3210030111.0,Drop,3220040111.0,Jump,3220040111.0,Jump,2320050211.0,Drop,2320050211.0,Drop,3220040111.0,Dash,3220040111.0,Dash,3220040111.0,Dash,1220050111.0,Dash,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,1210020111.0,Drop,3220040111.0,Dash,3220040111.0,Dash,1320060211.0,Dash,1320060211.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Drop,1320060111.0,Drop,3220040111.0,Dash,3220040111.0,Dash,1220050111.0,Drop,1220050111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6019007,wave_campaign_normal_008,Defense,90,7,True,True,point_grd_wasteland_004_rightclear,point_fly_wasteland_004_rightclear,sbg_wasteland_004_rightclear,Wasteland,Day,ibg_wasteland_defense_001,18,51,0,20,,path_grd_mid_special_025,path_grd_close_small_048,12.0,path_grd_mid_small_037,6.0,path_fly_mid_elite1_802,,path_grd_close_small_036,10.0,path_grd_mid_small_043,,path_fly_close_small_032,5.0,path_grd_mid_small_040,,path_fly_mid_elite1_802,,,,3120010131,Jump,3120010131.0,Jump,3220050131.0,Dash,2220040131.0,Dash,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,3220050131.0,Jump,2210040131.0,Drop,2210040131.0,Drop,3210030131.0,Drop,1310040231.0,Drop,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,2220040131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,2220040131.0,Dash,2210020131.0,Dash,2210040131.0,Dash,3210030131.0,Normal,2310020131.0,Normal,,,,,,,,
6019008,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_wasteland_003,point_fly_wasteland_003,sbg_wasteland_003,Wasteland,Day,ibg_wasteland_001,42,15,0,,3320060131.0,path_grd_close_small_007,path_fly_mid_small_036,4.0,path_fly_close_special_044,6.0,path_grd_mid_elite1_802,0.0,path_fly_close_special_046,6.0,path_fly_close_small_035,3.0,,,,,,,,,2220020131,Drop,2220020131.0,Drop,1220050131.0,Drop,1320030231.0,Drop,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,3210040131.0,Drop,3210040131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,2120010131.0,Dash,2120010131.0,Dash,1220050131.0,Drop,3320060131.0,Drop,2110010131.0,Dash,2110010131.0,Dash,3210040131.0,Drop,3210040131.0,Drop,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,3210040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019009,wave_campaign_normal_008,Campaign,90,5,True,False,point_grd_wasteland_002,point_fly_wasteland_002,sbg_wasteland_002,Wasteland,Day,ibg_wasteland_001,6,27,0,,2320020131.0,path_grd_mid_small_068,path_grd_mid_small_043,7.0,path_grd_close_small_048,,path_grd_mid_elite1_802,0.0,path_grd_mid_small_049,11.0,,,,,,,,,,,3220050131,Dash,3220050131.0,Dash,3220070131.0,Drop,3320050231.0,Drop,3220070131.0,Dash,3220070131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3220070131.0,Drop,2320020131.0,Drop,3220050131.0,Drop,3220070131.0,Drop,3220050131.0,Drop,3220070131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019010,wave_campaign_normal_008,BaseDefense,60,6,True,True,point_grd_wasteland_001_midclear,point_fly_wasteland_001,sbg_wasteland_001_midclear,Wasteland,Day,ibg_wasteland_basedefense_001,12,48,0,normal,,path_grd_close_small_051,path_grd_mid_small_070,,path_grd_mid_small_011,,path_grd_close_small_067,3.0,path_grd_mid_small_058,7.0,path_grd_mid_special_065,,path_grd_mid_small_075,5.0,path_grd_mid_elite1_802,7.0,,,,,1220020131,Dash,1220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220050131.0,Drop,2220020131.0,Jump,2220020131.0,Jump,2220020131.0,Jump,2220020131.0,Jump,2220020131.0,Dash,2220020131.0,Dash,3220020131.0,Drop,3320050231.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220050131.0,Dash,1120010131.0,Jump,1120010131.0,Jump,1220020131.0,Drop,3220020131.0,Drop,1220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,1220020131.0,Dash,1220020131.0,Jump,1220020131.0,Jump,3220020131.0,Drop,2320020131.0,Drop,,,,,,,,,,,,,,,,
