stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6230501,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,6,45,0,,3320070111.0,path_grd_close_small_001,path_grd_mid_elite1_802,7.0,path_fly_mid_small_053,6.0,path_grd_mid_special_065,0.0,path_fly_mid_special_016,11.0,,,,,,,,,,,1220020111,Drop,1220020111.0,Drop,1220020111.0,Dash,1220020111.0,Dash,1120010111.0,Jump,1120010111.0,Jump,2220030111.0,Drop,3320070211.0,Drop,2210010111.0,Dash,2210010111.0,Dash,2210010111.0,Dash,3210030111.0,Dash,1120010111.0,Dash,1120010111.0,Dash,2220030111.0,Drop,3320070111.0,Drop,1110010111.0,Drop,1110010111.0,Drop,2210020111.0,Drop,3210030111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230502,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,6,27,0,,2310010111.0,path_grd_mid_small_070,path_fly_mid_small_008,7.0,path_grd_close_small_036,7.0,path_grd_mid_elite1_802,0.0,path_fly_mid_small_030,7.0,,,,,,,,,,,2220010111,Drop,2220010111.0,Drop,2220010111.0,Drop,2220040111.0,Jump,3210010111.0,Dash,3210030111.0,Dash,3210010111.0,Dash,2310010211.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,2220010111.0,Jump,2220010111.0,Jump,2220040111.0,Drop,1320020211.0,Drop,3210010111.0,Drop,3210030111.0,Drop,3210010111.0,Drop,2310010111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230503,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_002,point_fly_tower_002,sbg_tower_002,Tower,Missilis,ibg_tower_001,0,21,21,,3320020111.0,path_grd_mid_small_002,path_grd_mid_elite1_802,5.0,path_grd_far_small_044,8.0,path_grd_far_elite2_809,0.0,path_grd_mid_small_043,8.0,path_grd_far_small_044,8.0,,,,,,,,,3220050111,Dash,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220050111.0,Dash,3220070111.0,Drop,3320050211.0,Drop,3220070111.0,Drop,3220070111.0,Drop,3220070111.0,Drop,3220070111.0,Drop,1120010111.0,Drop,3220050111.0,Drop,3320050211.0,Drop,3320020111.0,Drop,3220050111.0,Drop,3220070111.0,Drop,3220050111.0,Drop,3220070111.0,Drop,3220070111.0,Drop,3220050111.0,Drop,3220070111.0,Drop,3220050111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230504,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_001,point_fly_tower_001,sbg_tower_001,Tower,Missilis,ibg_tower_001,27,18,0,,2320030111.0,path_grd_close_elite1_801,path_grd_close_small_013,7.0,path_grd_mid_small_049,6.0,path_fly_close_small_041,7.0,path_grd_mid_small_055,0.0,path_grd_close_small_042,4.0,path_fly_mid_small_030,,,,,,,,1220040111,Jump,1220040111.0,Jump,1220050111.0,Drop,2320030211.0,Drop,1220040111.0,Dash,1220050111.0,Dash,1220040111.0,Dash,1220050111.0,Dash,1220040111.0,Drop,1220050111.0,Drop,1220040111.0,Drop,2220040111.0,Drop,1110010111.0,Drop,1110010111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,1220040111.0,Drop,1220040111.0,Drop,3220020111.0,Drop,2320030111.0,Drop,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,1220050111.0,Dash,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6230505,wave_tower_missilis_007,Defense,90,8,True,True,point_grd_tower_002_rightclear,point_fly_tower_002_rightclear,sbg_tower_002_rightclear,Tower,Missilis,ibg_tower_defense_001,24,63,0,20,,path_grd_mid_elite1_802,path_fly_close_small_041,12.0,path_grd_mid_special_025,,path_grd_close_small_036,,path_grd_mid_elite2_805,2.0,path_grd_close_small_036,,path_fly_mid_special_047,10.0,path_grd_mid_small_075,10.0,path_fly_close_small_001,,path_fly_mid_elite2_805,10.0,2220010111,Dash,2220010111.0,Dash,2220010111.0,Dash,1320030211.0,Normal,2210020111.0,Drop,2210020111.0,Drop,2210020111.0,Drop,3210040111.0,Drop,2220010111.0,Jump,1120010111.0,Jump,1220050111.0,Drop,2220040111.0,Jump,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,1220050111.0,Drop,2220010111.0,Jump,1120010111.0,Dash,2320050211.0,Drop,2320050111.0,Normal,1220050111.0,Jump,1220050111.0,Jump,1220050111.0,Jump,2320040211.0,Normal,3110010111.0,Dash,3110010111.0,Dash,3210040111.0,Drop,3210030111.0,Drop,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,2220040111.0,Dash,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2320050211.0,Normal,3320070211.0,Drop
6230506,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_004,point_fly_tower_004,sbg_tower_004,Tower,Missilis,ibg_tower_001,12,30,0,,3310040111.0,path_grd_mid_small_052,path_fly_mid_special_047,7.0,path_grd_close_small_042,7.0,path_fly_mid_elite1_802,0.0,path_grd_close_small_069,7.0,,,,,,,,,,,3220040111,Drop,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,1110010111.0,Jump,1110010111.0,Jump,2210010111.0,Drop,3310040211.0,Drop,3220050111.0,Dash,3220050111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210030111.0,Drop,3310040111.0,Drop,3220050111.0,Drop,3220050111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230507,wave_tower_missilis_007,Campaign,90,5,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,0,24,12,,1320060111.0,path_grd_far_small_059,path_grd_mid_elite1_802,7.0,path_fly_mid_small_005,,path_grd_mid_elite1_802,0.0,path_grd_far_small_074,10.0,,,,,,,,,,,3220040111,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Dash,3220040111.0,Drop,3220040111.0,Drop,1220050111.0,Dash,1320060211.0,Dash,3210020111.0,Dash,3210020111.0,Dash,3210030111.0,Dash,3310050211.0,Dash,3220040111.0,Dash,3220040111.0,Dash,2220040111.0,Drop,2320030211.0,Drop,3220040111.0,Dash,2220040111.0,Dash,3220040111.0,Dash,1320060111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230508,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_005,point_fly_tower_005,sbg_tower_005,Tower,Missilis,ibg_tower_001,0,24,18,,3310040111.0,path_grd_mid_small_043,path_fly_far_elite1_803,5.0,path_grd_mid_small_034,8.0,path_fly_far_elite1_803,0.0,path_grd_mid_small_034,10.0,path_fly_mid_small_024,,,,,,,,,,2220020111,Jump,2220020111.0,Jump,2220020111.0,Jump,2220020111.0,Jump,1210030111.0,Drop,1210030111.0,Drop,1210010111.0,Drop,3310040211.0,Drop,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2320030211.0,Dash,1210030111.0,Drop,1210030111.0,Drop,1210010111.0,Drop,3310040111.0,Drop,2220020111.0,Dash,2220020111.0,Dash,2220020111.0,Dash,2320030211.0,Dash,1210030111.0,Drop,1210030111.0,Drop,1210010111.0,Drop,1210010111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230509,wave_tower_missilis_007,Campaign,90,7,True,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003,Tower,Missilis,ibg_tower_001,0,39,0,,2320010111.0,path_grd_mid_small_002,path_grd_mid_small_012,5.0,path_grd_mid_small_034,10.0,path_grd_mid_elite2_805,0.0,path_fly_mid_small_008,8.0,path_grd_mid_small_037,,,,,,,,,,3220040111,Jump,3220040111.0,Jump,3220040111.0,Jump,3220040111.0,Jump,3220040111.0,Dash,2220010111.0,Dash,3220040111.0,Dash,2320010211.0,Dash,3320080211.0,Drop,2220010111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,3220040111.0,Drop,2220010111.0,Drop,3320080211.0,Drop,2320010111.0,Drop,3220040111.0,Jump,3220040111.0,Jump,2220010111.0,Jump,2220010111.0,Jump,3220040111.0,Jump,2220010111.0,Jump,3220040111.0,Jump,2220010111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6230510,wave_tower_missilis_007,Campaign,180,7,False,False,point_grd_tower_003,point_fly_tower_003,sbg_tower_003_midclear,Tower,Day,ibg_tower_001,0,1,0,,3421040151.0,path_grd_mid_centurion_902,,,,,,,,,,,,,,,,,,,3421040151,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
