stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6011001,wave_campaign_normal_005,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,9,15,12,,3320070131.0,path_grd_close_elite1_801,path_grd_mid_small_012,7.0,path_grd_far_small_059,4.0,path_grd_mid_elite1_802,0.0,path_grd_far_small_044,,,,,,,,,,,,3220030131,Dash,3220030131.0,Dash,2220040131.0,Jump,2320050231.0,Jump,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220040131.0,Dash,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,3320070131.0,Drop,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220030131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011002,wave_campaign_normal_005,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,51,21,0,,1310020131.0,path_fly_close_special_044,path_fly_mid_small_042,12.0,path_grd_close_special_064,,path_fly_mid_special_016,0.0,path_fly_close_small_029,13.0,path_fly_close_special_046,6.0,,,,,,,,,1110010131,Drop,1110010131.0,Drop,1110010131.0,Drop,3310030231.0,Drop,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,2120010131.0,Jump,2120010131.0,Jump,2120010131.0,Jump,2120010131.0,Jump,1110010131.0,Drop,1110010131.0,Drop,3210030131.0,Drop,1310020131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,1110010131.0,Dash,1110010131.0,Dash,1110010131.0,Dash,1110010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011003,wave_campaign_normal_005,Campaign,90,7,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,18,46,2,,3320070131.0,path_grd_close_small_007,path_grd_mid_elite2_805,,path_fly_mid_special_016,8.0,path_grd_close_small_013,12.0,path_grd_mid_elite2_808,0.0,path_fly_close_small_029,,path_grd_mid_special_065,5.0,,,,,,,3220050131,Drop,3220050131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,3220050131.0,Dash,3220050131.0,Dash,2320010231.0,Dash,2320010231.0,Dash,3110010131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,3210030131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2320020231.0,Drop,3320070131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,3220050131.0,Drop,2220040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6011004,wave_campaign_normal_005,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,19,14,0,,1320060131.0,path_grd_close_small_054,path_grd_mid_small_070,6.0,path_grd_close_small_010,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_073,,,,,,,,,,,,2220010131,Drop,2220010131.0,Drop,2220010131.0,Drop,3320010231.0,Drop,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Drop,1320060131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011005,wave_campaign_normal_005,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,15,33,0,,3320050131.0,path_grd_close_small_067,path_grd_mid_small_012,4.0,path_grd_mid_small_046,6.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_043,7.0,path_grd_mid_special_065,3.0,,,,,,,,,3220030131,Dash,3220030131.0,Dash,1220050131.0,Dash,2320020231.0,Dash,3220030131.0,Dash,3220030131.0,Dash,3220030131.0,Dash,2220040131.0,Dash,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,1220050131.0,Drop,2120010131.0,Drop,2120010131.0,Drop,2220040131.0,Drop,3320050131.0,Drop,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,1220050131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,1220050131.0,Drop,1220050131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011006,wave_campaign_normal_005,Campaign,90,7,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Day,ibg_desert_001,27,60,0,,1320030131.0,path_grd_close_small_001,path_grd_mid_special_065,,path_grd_close_small_042,,path_grd_mid_special_025,12.0,path_grd_close_elite2_807,0.0,path_grd_mid_special_065,9.0,path_grd_close_small_048,9.0,path_grd_mid_special_065,10.0,,,,,3220050131,Dash,3220050131.0,Dash,3220050131.0,Drop,3220020131.0,Drop,1220020131.0,Dash,1220020131.0,Dash,3220050131.0,Drop,3320040231.0,Drop,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,3220050131.0,Jump,3220050131.0,Jump,2220010131.0,Drop,3220020131.0,Drop,2220010131.0,Jump,2220010131.0,Jump,2320020231.0,Drop,1320030131.0,Drop,1220020131.0,Dash,1220020131.0,Dash,2220010131.0,Drop,3220020131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,1220020131.0,Jump,1220020131.0,Jump,2220010131.0,Drop,3220020131.0,Drop,,,,,,,,,,,,,,,,
6011007,wave_campaign_normal_005,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Day,ibg_desert_001,0,17,22,,1320040131.0,path_grd_mid_small_049,path_grd_far_small_071,6.0,path_grd_mid_small_012,4.0,path_grd_mid_small_055,0.0,path_grd_far_special_066,,,,,,,,,,,,3220050131,Drop,3220050131.0,Drop,3220050131.0,Drop,1320040231.0,Drop,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3220020131.0,Dash,3220060131.0,Jump,3220060131.0,Jump,3220060131.0,Jump,3220060131.0,Jump,3220050131.0,Drop,3220050131.0,Drop,3220050131.0,Drop,1320040131.0,Drop,3220060131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,2220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011008,wave_campaign_normal_005,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,21,15,0,,2320060131.0,path_grd_close_small_010,path_grd_mid_elite1_802,6.0,path_fly_close_small_029,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_070,,,,,,,,,,,,2220010131,Jump,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Dash,2220010131.0,Dash,2220050131.0,Jump,1320040231.0,Jump,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,1210040131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220050131.0,Drop,2320060131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011009,wave_campaign_normal_005,Campaign,90,7,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Day,ibg_desert_001,0,45,15,,1320060131.0,path_grd_mid_small_043,path_fly_mid_elite2_808,,path_fly_far_small_054,,path_grd_mid_special_025,12.0,path_fly_far_elite1_803,0.0,path_grd_mid_elite1_802,,path_fly_mid_small_024,,,,,,,,2220010131,Dash,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,3310010231.0,Dash,1310010231.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Dash,2120010131.0,Drop,2120010131.0,Drop,2220010131.0,Drop,2220040131.0,Drop,1210030131.0,Dash,1210030131.0,Dash,1210040131.0,Drop,1310040231.0,Dash,2220010131.0,Jump,2220010131.0,Jump,2220040131.0,Drop,1320060131.0,Drop,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6011010,wave_campaign_normal_005,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Day,ibg_desert_001,0,15,18,,3320060131.0,path_grd_far_small_003,path_grd_mid_elite1_802,6.0,path_grd_far_small_044,,path_grd_mid_small_055,0.0,path_grd_far_small_062,,,,,,,,,,,,3220070131,Drop,3220070131.0,Drop,3220010131.0,Dash,3220010131.0,Dash,3220010131.0,Jump,3220010131.0,Jump,3220020131.0,Drop,1320010231.0,Drop,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220010131.0,Drop,3220010131.0,Drop,2220040131.0,Drop,3320060131.0,Drop,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
