stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,mod_value,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7021001,wave_campaign_hard_008,Campaign,90,5,True,False,point_grd_desert_003,point_fly_desert_003,sbg_desert_003,Desert,Night,ibg_desert_001,2320030121.0,path_grd_close_elite1_801,1220040121,Jump,1220040121.0,Jump,1220050121.0,Drop,2320030221.0,Drop,path_grd_close_small_013,7.0,1220040121.0,Dash,3220080121.0,Dash,1220040121.0,Dash,3220080121.0,Dash,path_grd_mid_small_049,6.0,1220040121.0,Drop,1220050121.0,Drop,1220040121.0,Drop,2220040121.0,Drop,path_fly_close_small_041,7.0,1110010121.0,Drop,1110010121.0,Drop,1210010121.0,Drop,1210010121.0,Drop,path_grd_mid_small_055,0.0,1220040121.0,Drop,1220040121.0,Drop,3220020121.0,Drop,2320030121.0,Drop,path_grd_close_small_042,4.0,1220050121.0,Dash,1220050121.0,Dash,1220050121.0,Dash,3220080121.0,Dash,path_fly_mid_small_030,3210040121.0,Drop,3210040121.0,Drop,3210040121.0,Drop,3220080121.0,Drop,27,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021002,wave_campaign_hard_008,Campaign,90,5,True,False,point_grd_desert_001,point_fly_desert_001,sbg_desert_001,Desert,Night,ibg_desert_001,1320040121.0,path_grd_close_small_001,1220020121,Drop,1220020121.0,Drop,1220030121.0,Dash,1220030121.0,Dash,path_grd_mid_elite1_802,7.0,1120010121.0,Jump,1120010121.0,Jump,1220020121.0,Drop,2320050221.0,Drop,path_fly_mid_small_053,6.0,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Dash,path_grd_mid_special_065,0.0,1120010121.0,Dash,1120010121.0,Dash,1220030121.0,Drop,1320040121.0,Drop,path_grd_far_small_071,11.0,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,,,,,,,,,,,,,,,,,,,,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021003,wave_campaign_hard_008,Campaign,90,5,True,False,point_grd_desert_004,point_fly_desert_004,sbg_desert_004,Desert,Night,ibg_desert_001,1320040121.0,path_grd_mid_small_049,3220050121,Drop,3220050121.0,Drop,3220050121.0,Drop,1320040221.0,Drop,path_grd_far_small_071,7.0,2220030121.0,Dash,2220030121.0,Dash,2220030121.0,Dash,2220040121.0,Dash,path_grd_mid_small_012,,3220050121.0,Dash,3220050121.0,Dash,3220050121.0,Dash,3220020121.0,Dash,path_grd_mid_small_055,0.0,2220030121.0,Drop,2220030121.0,Drop,2220030121.0,Drop,1320040121.0,Drop,path_grd_far_special_066,,2220030121.0,Dash,2220030121.0,Dash,3220060121.0,Drop,3220060121.0,Drop,,,,,,,,,,,,,,,,,,,,0,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021004,wave_campaign_hard_008,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Night,ibg_desert_001,2310020121.0,path_fly_mid_small_039,1210020121,Dash,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,path_grd_mid_special_025,7.0,3120010121.0,Jump,3120010121.0,Jump,1220030121.0,Drop,1320010221.0,Drop,path_grd_far_small_044,7.0,1220030121.0,Dash,1220030121.0,Dash,3220070121.0,Dash,3220080121.0,Dash,path_fly_mid_elite1_802,0.0,1210020121.0,Dash,1210020121.0,Dash,3210030121.0,Drop,2310020121.0,Drop,path_grd_far_small_071,7.0,1220030121.0,Jump,1220030121.0,Jump,1220030121.0,Jump,2220040121.0,Jump,,,,,,,,,,,,,,,,,,,,0,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021005,wave_campaign_hard_008,Campaign,90,5,True,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desert,Night,ibg_desert_001,2320030121.0,path_grd_mid_small_002,3220050121,Drop,3220050121.0,Drop,3220060121.0,Dash,3220060121.0,Dash,path_grd_close_small_067,6.0,3220060121.0,Dash,3220060121.0,Dash,2220050121.0,Drop,1320030221.0,Drop,path_grd_mid_small_011,6.0,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,3220060121.0,Jump,path_grd_mid_elite1_802,0.0,3220060121.0,Jump,3220060121.0,Jump,3220020121.0,Drop,2320030121.0,Drop,path_grd_close_small_048,,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,,,,,,,,,,,,,,,,,,,,12,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021006,wave_campaign_hard_008,Campaign,90,5,True,False,point_grd_desert_005,point_fly_desert_005,sbg_desert_005,Desert,Night,ibg_desert_001,3320030121.0,path_grd_mid_small_040,1220060121,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,path_fly_mid_small_005,7.0,1210020121.0,Dash,1210020121.0,Dash,1210020121.0,Dash,1210040121.0,Dash,path_fly_mid_small_050,7.0,1210030121.0,Dash,1210030121.0,Dash,1210030121.0,Dash,1210040121.0,Dash,path_fly_mid_elite1_802,0.0,3210010121.0,Dash,3210010121.0,Dash,1210010121.0,Drop,3310040221.0,Drop,path_grd_mid_small_043,7.0,2220030121.0,Jump,3220020121.0,Jump,2220030121.0,Jump,3320030121.0,Dash,,,,,,,,,,,,,,,,,,,,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7021007,wave_campaign_hard_008,BaseDefense,60,6,True,True,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Night,ibg_desert_basedefense_001,,path_grd_mid_small_002,3220030121,Drop,3220030121.0,Drop,3220070121.0,Dash,3220070121.0,Dash,path_grd_far_small_071,,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,2220040121.0,Dash,path_grd_mid_small_052,,3220030121.0,Jump,3220070121.0,Jump,3220030121.0,Jump,3220070121.0,Jump,path_grd_mid_special_025,3.0,1120010121.0,Jump,1120010121.0,Jump,3220030121.0,Drop,1320010221.0,Drop,path_fly_mid_small_030,10.0,3220030121.0,Drop,3220030121.0,Drop,3220030121.0,Drop,3210030121.0,Drop,path_grd_mid_small_073,9.0,3220030121.0,Dash,3220030121.0,Dash,3220030121.0,Dash,3220070121.0,Dash,path_grd_mid_small_076,3220030121.0,Dash,3220070121.0,Dash,3220030121.0,Dash,3220070121.0,Dash,0,54,6,normal,5.0,path_grd_mid_elite1_802,7.0,3220070121.0,Dash,3220070121.0,Dash,2220040121.0,Drop,3320020221.0,Drop,,,,,,,,,,,,,,,,,,,,
7021008,wave_campaign_hard_008,BaseDefense,60,6,True,True,point_grd_desert_004_midclear,point_fly_desert_004,sbg_desert_004_midclear,Desert,Night,ibg_desert_basedefense_001,,path_grd_close_small_036,2220020121,Dash,2220020121.0,Dash,2220020121.0,Dash,2220050121.0,Dash,path_grd_mid_small_040,,1220040121.0,Dash,1220040121.0,Dash,1220040121.0,Dash,3220020121.0,Dash,path_grd_mid_small_052,,2220020121.0,Dash,1220040121.0,Jump,2220020121.0,Dash,3220080121.0,Jump,path_grd_mid_elite1_802,3.0,1220040121.0,Jump,1220040121.0,Jump,3220020121.0,Drop,2320060221.0,Drop,path_fly_mid_small_039,10.0,1220040121.0,Jump,3210010121.0,Drop,1220040121.0,Jump,3210010121.0,Drop,path_grd_mid_special_065,8.0,2120010121.0,Dash,2120010121.0,Dash,2220020121.0,Drop,3220020121.0,Drop,path_grd_mid_small_075,2220020121.0,Jump,3220020121.0,Jump,2220020121.0,Jump,3220020121.0,Jump,6,63,0,normal,6.0,path_fly_mid_elite1_802,7.0,1220040121.0,Drop,2220020121.0,Drop,3210010121.0,Drop,1310010221.0,Drop,path_grd_mid_small_012,12.0,2220020121.0,Drop,2220020121.0,Drop,2220020121.0,Drop,2320060221.0,Drop,,,,,,,,,,
7021009,wave_campaign_hard_008,Defense,90,10,True,True,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Night,ibg_desert_defense_001,,path_grd_close_special_064,1120010121,Dash,1120010121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,path_fly_mid_special_016,12.0,1110010121.0,Drop,1110010121.0,Drop,3210020121.0,Normal,3210020121.0,Normal,path_grd_mid_special_025,,3120010121.0,Drop,3120010121.0,Drop,3220040121.0,Jump,2220040121.0,Jump,path_fly_mid_special_047,4.0,2110010121.0,Dash,2110010121.0,Dash,1210020121.0,Normal,1310020221.0,Drop,path_grd_close_special_024,16.0,3120010121.0,Dash,3120010121.0,Dash,3220040121.0,Drop,3220040121.0,Drop,path_grd_far_special_066,10.0,1120010121.0,Drop,1120010121.0,Drop,1120010121.0,Drop,1120010121.0,Drop,path_grd_mid_small_075,3220040121.0,Dash,3220040121.0,Dash,3220040121.0,Dash,2220040121.0,Dash,45,57,15,20,10.0,path_grd_close_special_024,,2120010121.0,Jump,2120010121.0,Jump,3220040121.0,Drop,2320010221.0,Dash,path_grd_mid_small_012,20.0,2120010121.0,Jump,2120010121.0,Jump,2120010121.0,Jump,2320010221.0,Normal,,,,,,,,,,
7021010,wave_campaign_hard_008,Defense,90,7,True,True,point_grd_desert_002_rightclear,point_fly_desert_002_rightclear,sbg_desert_002_rightclear,Desert,Night,ibg_desert_defense_001,,path_grd_close_small_007,3220050121,Jump,3220050121.0,Jump,3220050121.0,Jump,3220050121.0,Jump,path_grd_mid_small_037,8.0,1220060121.0,Normal,1220060121.0,Normal,1220060121.0,Jump,1220060121.0,Jump,path_grd_close_small_013,10.0,3220050121.0,Drop,3220050121.0,Drop,3220050121.0,Drop,1220060121.0,Drop,path_grd_mid_elite1_802,3.0,3220050121.0,Drop,3220050121.0,Drop,1220060121.0,Drop,1320060221.0,Drop,path_grd_mid_small_012,12.0,1220060121.0,Jump,1220060121.0,Normal,1220060121.0,Jump,1220060121.0,Normal,path_fly_close_small_029,10.0,1210030121.0,Jump,1210030121.0,Jump,1210030121.0,Jump,1220060121.0,Drop,path_grd_mid_small_075,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,1220060121.0,Dash,24,36,0,20,10.0,path_fly_mid_elite1_802,,1210030121.0,Jump,1210030121.0,Jump,1220060121.0,Drop,1310020221.0,Drop,path_grd_close_small_013,15.0,1220060121.0,Normal,1220060121.0,Jump,1220060121.0,Normal,3320010221.0,Normal,,,,,,,,,,
