stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
7012001,wave_campaign_hard_004,Campaign,90,5,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,Wasteland,Night,ibg_greathole_001,15,57,0,,3310010131.0,path_fly_mid_special_047,path_fly_mid_small_036,12.0,path_grd_mid_special_025,,path_fly_mid_special_016,0.0,path_fly_mid_small_042,13.0,path_fly_close_special_044,6.0,,,,,,,,,2110010131,Dash,2110010131.0,Dash,2110010131.0,Dash,1310020231.0,Drop,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3210010131.0,Dash,3120010131.0,Drop,3120010131.0,Drop,3120010131.0,Drop,3120010131.0,Drop,2110010131.0,Drop,2110010131.0,Drop,3210030131.0,Drop,3310010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,2110010131.0,Drop,2110010131.0,Drop,2110010131.0,Drop,2110010131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012002,wave_campaign_hard_004,Campaign,90,5,True,False,point_grd_greathole_005,point_fly_greathole_005,sbg_greathole_005,Wasteland,Night,ibg_greathole_001,6,27,0,,3320070131.0,path_grd_mid_small_002,path_grd_mid_small_011,6.0,path_fly_mid_small_024,3.0,path_grd_mid_elite1_802,0.0,path_grd_close_small_072,7.0,,,,,,,,,,,1220010131,Dash,1220010131.0,Dash,1120010131.0,Drop,1120010131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Drop,3320060231.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Drop,3320070131.0,Drop,1220010131.0,Dash,1220010131.0,Dash,1220010131.0,Dash,3220020131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012003,wave_campaign_hard_004,Campaign,90,7,True,False,point_grd_greathole_003,point_fly_greathole_003,sbg_greathole_003,Wasteland,Night,ibg_greathole_001,18,48,0,,3320070131.0,path_grd_close_small_007,path_grd_mid_elite2_805,,path_fly_mid_special_016,8.0,path_grd_close_small_013,12.0,path_grd_mid_elite2_808,0.0,path_fly_close_small_029,,path_grd_mid_special_065,5.0,,,,,,,3220050131,Drop,3220050131.0,Drop,2220010131.0,Drop,2220010131.0,Drop,3220050131.0,Dash,3220050131.0,Dash,2320010231.0,Dash,2320010231.0,Dash,3110010131.0,Drop,3110010131.0,Drop,3110010131.0,Drop,3210030131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220040131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2320020231.0,Drop,3320070131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3210030131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,3220050131.0,Drop,2220040131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
7012004,wave_campaign_hard_004,Campaign,90,5,True,False,point_grd_greathole_004,point_fly_greathole_004,sbg_greathole_004,Wasteland,Night,ibg_greathole_001,0,21,15,,1320030131.0,path_grd_mid_elite1_802,path_grd_far_small_044,7.0,path_fly_mid_small_053,4.0,path_grd_far_elite1_803,0.0,path_grd_mid_small_011,,,,,,,,,,,,2220030131,Dash,2220030131.0,Dash,2220040131.0,Drop,1320030231.0,Jump,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,2210010131.0,Jump,2210010131.0,Jump,2210010131.0,Jump,1210040131.0,Jump,2220030131.0,Jump,2220030131.0,Jump,2220040131.0,Drop,1320030131.0,Drop,3220030131.0,Jump,3220030131.0,Jump,3220030131.0,Jump,3220030131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012005,wave_campaign_hard_004,Campaign,90,5,True,False,point_grd_greathole_003,point_fly_greathole_003,sbg_greathole_003,Wasteland,Night,ibg_greathole_001,0,15,18,,3320060131.0,path_grd_far_small_003,path_grd_mid_elite1_802,6.0,path_grd_far_small_044,,path_grd_mid_small_055,0.0,path_grd_far_small_062,,,,,,,,,,,,3220070131,Drop,3220070131.0,Drop,3220010131.0,Dash,3220010131.0,Dash,3220010131.0,Jump,3220010131.0,Jump,3220020131.0,Drop,1320010231.0,Drop,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220010131.0,Drop,3220010131.0,Drop,2220040131.0,Drop,3320060131.0,Drop,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,3220070131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012006,wave_campaign_hard_004,Campaign,90,7,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,Wasteland,Night,ibg_greathole_001,21,45,0,,1320040131.0,path_grd_mid_small_043,path_grd_close_small_054,,path_fly_mid_elite1_802,10.0,path_grd_mid_special_065,,path_grd_close_elite2_807,0.0,path_grd_mid_special_025,,path_fly_close_small_038,5.0,,,,,,,3220010131,Jump,3220010131.0,Jump,3220010131.0,Jump,3220010131.0,Jump,1220030131.0,Drop,1220030131.0,Drop,1220030131.0,Drop,2320030231.0,Drop,1210030131.0,Jump,1210030131.0,Jump,3210030131.0,Drop,3310010231.0,Drop,1120010131.0,Jump,1120010131.0,Jump,1220030131.0,Drop,2220040131.0,Drop,3220010131.0,Jump,3220010131.0,Jump,2320030231.0,Drop,1320040131.0,Drop,3220010131.0,Jump,3220010131.0,Jump,1120010131.0,Drop,1120010131.0,Drop,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,1210030131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
7012007,wave_campaign_hard_004,Campaign,90,5,True,False,point_grd_greathole_005,point_fly_greathole_005,sbg_greathole_005,Wasteland,Night,ibg_greathole_001,45,39,0,,1310010131.0,path_grd_close_special_024,path_fly_mid_elite1_802,12.0,path_fly_close_special_046,,path_fly_mid_special_016,0.0,path_grd_close_special_024,13.0,path_grd_mid_special_065,6.0,,,,,,,,,2120010131,Jump,2120010131.0,Jump,2120010131.0,Drop,2220050131.0,Drop,1210020131.0,Drop,1210020131.0,Drop,3210040131.0,Drop,3310020231.0,Drop,2110010131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,2110010131.0,Dash,3110010131.0,Drop,3110010131.0,Drop,3210030131.0,Drop,1310010131.0,Drop,3120010131.0,Jump,3120010131.0,Jump,2220020131.0,Jump,2220050131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,2120010131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012008,wave_campaign_hard_004,Campaign,90,5,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,Wasteland,Night,ibg_greathole_001,24,12,0,,1310020131.0,path_fly_mid_small_002,path_grd_close_elite1_801,6.0,path_fly_close_small_029,4.0,path_fly_close_elite1_801,0.0,path_grd_mid_small_052,,,,,,,,,,,,2210010131,Drop,2210010131.0,Drop,3210010131.0,Drop,3210010131.0,Drop,3220040131.0,Dash,3220040131.0,Dash,2220050131.0,Dash,2320010231.0,Dash,3210010131.0,Drop,3210010131.0,Drop,2210010131.0,Drop,2210010131.0,Drop,2210010131.0,Dash,2210010131.0,Dash,3210030131.0,Drop,1310020131.0,Drop,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,3220040131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7012009,wave_campaign_hard_004,Campaign,90,7,True,False,point_grd_greathole_001,point_fly_greathole_001,sbg_greathole_001,Wasteland,Night,ibg_greathole_001,9,48,12,,3320040131.0,path_grd_far_small_044,path_grd_mid_elite2_805,,path_grd_mid_special_065,8.0,path_grd_far_small_044,12.0,path_grd_close_elite2_804,0.0,path_grd_mid_elite1_802,10.0,path_grd_mid_special_065,6.0,,,,,,,2220030131,Dash,2220030131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,3220060131.0,Dash,3220060131.0,Dash,3320060231.0,Dash,3320060231.0,Dash,3120010131.0,Dash,3120010131.0,Dash,2220030131.0,Drop,2220030131.0,Drop,2220030131.0,Dash,3220060131.0,Dash,2220030131.0,Dash,3220060131.0,Dash,2220030131.0,Dash,2220030131.0,Dash,3320060231.0,Dash,3320060231.0,Dash,3220060131.0,Jump,3220060131.0,Jump,2220040131.0,Drop,3320040131.0,Drop,2220030131.0,Dash,2220030131.0,Dash,3220060131.0,Drop,3220060131.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
7012010,wave_campaign_hard_004,Campaign,90,5,True,False,point_grd_greathole_002,point_fly_greathole_002,sbg_greathole_002,Wasteland,Night,ibg_greathole_001,21,15,0,,2320060131.0,path_grd_close_small_010,path_grd_mid_elite1_802,6.0,path_fly_close_small_029,4.0,path_grd_close_elite1_801,0.0,path_grd_mid_small_070,,,,,,,,,,,,2220010131,Jump,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Jump,2220010131.0,Dash,2220010131.0,Dash,2220050131.0,Jump,1320040231.0,Jump,2210020131.0,Dash,2210020131.0,Dash,2210020131.0,Dash,1210040131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220050131.0,Drop,2320060131.0,Drop,2220010131.0,Dash,2220010131.0,Dash,2220010131.0,Dash,2220050131.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
