stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,mod_value,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/9/wave_path,wave_data/9/private_monster_count,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6127001,wave_lostsector_007,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,3320010141.0,path_grd_mid_small_002,3220050141,Dash,3220050141.0,Dash,3220050141.0,Drop,3220050141.0,Drop,path_grd_mid_special_025,6.0,3220040141.0,Drop,2120010141.0,Drop,2120010141.0,Drop,3320010241.0,Drop,path_fly_mid_small_024,6.0,3210010141.0,Drop,3210010141.0,Drop,3210010141.0,Drop,3210030141.0,Drop,path_grd_mid_elite1_802,0.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Drop,3320010141.0,Drop,path_grd_close_small_072,8.0,2220020141.0,Dash,2220020141.0,Dash,2220020141.0,Dash,2220040141.0,Dash,6,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127002,wave_lostsector_007,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,1320060141.0,path_grd_mid_small_055,2220010141,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Dash,1320060241.0,Dash,path_grd_mid_small_011,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,path_grd_mid_elite3_814,0.0,2220020141.0,Dash,3320010241.0,Dash,2220040141.0,Drop,1320060141.0,Drop,path_grd_mid_small_043,8.0,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,2220010141.0,Drop,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127003,wave_lostsector_007,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,3320070141.0,path_fly_mid_small_021,1210010141,Drop,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,path_grd_close_elite2_804,,2220030141.0,Dash,2220030141.0,Dash,2320050241.0,Jump,2320050241.0,Jump,path_grd_far_small_044,,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,path_fly_mid_small_039,10.0,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,1210010141.0,Drop,path_grd_mid_special_065,0.0,2220030141.0,Dash,2220030141.0,Dash,2220030141.0,Drop,3320070141.0,Drop,9,36,12,path_fly_mid_elite1_802,10.0,1210010141.0,Dash,1210010141.0,Dash,3210030141.0,Drop,1310030241.0,Drop,path_grd_far_small_044,5.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127004,wave_lostsector_007,Campaign,90,5,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,2320020141.0,path_grd_mid_small_002,2220020141,Drop,2220020141.0,Drop,2220010141.0,Dash,2220010141.0,Dash,path_grd_mid_elite1_802,7.0,3220050141.0,Dash,3220050141.0,Dash,2220050141.0,Drop,2320020241.0,Drop,path_grd_far_small_071,8.0,3220060141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,2220050141.0,Drop,path_fly_mid_small_030,,3210020141.0,Jump,3210020141.0,Jump,1210010141.0,Jump,1210010141.0,Jump,path_grd_mid_elite1_802,0.0,2220020141.0,Dash,2220020141.0,Dash,2220040141.0,Drop,2320020141.0,Drop,0,30,12,path_grd_far_small_047,6.0,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,3220060141.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127005,wave_lostsector_007,Defense,90,6,True,True,point_grd_lostsector_002_rightclear,point_fly_lostsector_002_rightclear,sbg_lostsector_002_rightclear,lostsector,Day,ibg_lostsector_defense_001,,path_grd_close_small_036,1220060141,Normal,1220060141.0,Normal,1220060141.0,Normal,1220060141.0,Normal,path_grd_mid_small_005,8.0,3220050141.0,Jump,3220050141.0,Jump,3220050141.0,Jump,3220020141.0,Jump,path_fly_close_special_044,,2110010141.0,Drop,2110010141.0,Drop,1210030141.0,Dash,1210030141.0,Dash,path_fly_close_small_017,4.0,2210020141.0,Drop,2210020141.0,Drop,1210040141.0,Drop,2310060241.0,Drop,path_grd_mid_special_025,12.0,2120010141.0,Drop,2120010141.0,Drop,1220060141.0,Normal,1220060141.0,Normal,36,39,0,path_grd_mid_small_037,10.0,3220050141.0,Dash,3220050141.0,Dash,3220050141.0,Dash,3220020141.0,Dash,path_grd_mid_small_076,10.0,1220060141.0,Normal,3220020141.0,Dash,1220060141.0,Normal,2220050141.0,Dash,20,path_fly_close_elite1_801,1210020141.0,Dash,1210020141.0,Dash,3210030141.0,Drop,2310060241.0,Drop,path_grd_mid_small_043,15.0,1220060141.0,Normal,1220060141.0,Normal,1220060141.0,Normal,2320010241.0,Drop,,,,,,,,,,,
6127006,wave_lostsector_007,Campaign,90,7,True,False,point_grd_lostsector_002,point_fly_lostsector_002,sbg_lostsector_002,lostsector,Day,ibg_lostsector_001,2310010141.0,path_grd_mid_small_043,3220050141,Dash,3220050141.0,Dash,3220060141.0,Dash,3220060141.0,Dash,path_fly_mid_small_033,,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2310060241.0,Drop,path_fly_mid_elite1_802,10.0,2210020141.0,Dash,2210020141.0,Dash,2210020141.0,Dash,2310010241.0,Drop,path_grd_mid_elite1_802,0.0,3220050141.0,Dash,3220050141.0,Dash,3220060141.0,Drop,2320070241.0,Drop,path_fly_mid_elite2_805,10.0,2210020141.0,Drop,2210020141.0,Drop,2310060241.0,Drop,2310010141.0,Drop,0,45,0,path_fly_mid_small_024,,2210020141.0,Drop,2210020141.0,Dash,1210010141.0,Dash,1210010141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127007,wave_lostsector_007,Campaign,90,5,True,False,point_grd_lostsector_003,point_fly_lostsector_003,sbg_lostsector_003,lostsector,Day,ibg_lostsector_001,3320070141.0,path_grd_close_small_001,1220020141,Drop,1220020141.0,Drop,1220020141.0,Dash,1220020141.0,Dash,path_grd_mid_elite1_802,7.0,1120010141.0,Jump,1120010141.0,Jump,2220030141.0,Drop,3320070241.0,Drop,path_fly_mid_small_053,6.0,2210010141.0,Dash,2210010141.0,Dash,2210010141.0,Dash,3210030141.0,Dash,path_grd_mid_special_065,0.0,1120010141.0,Dash,1120010141.0,Dash,2220030141.0,Drop,3320070141.0,Drop,path_fly_mid_special_016,11.0,1110010141.0,Drop,1110010141.0,Drop,2210020141.0,Drop,3210030141.0,Drop,6,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127008,wave_lostsector_007,Campaign,90,5,True,False,point_grd_lostsector_005,point_fly_lostsector_005,sbg_lostsector_005,lostsector,Day,ibg_lostsector_001,2310020141.0,path_grd_mid_small_002,1220060141,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,path_fly_mid_elite1_802,,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Drop,2310020241.0,Drop,path_fly_mid_small_039,7.0,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,path_fly_mid_small_039,0.0,2210020141.0,Drop,2210020141.0,Drop,2210040141.0,Drop,2210040141.0,Drop,path_fly_mid_elite1_802,8.0,2210020141.0,Dash,2210020141.0,Dash,2210040141.0,Drop,2310020141.0,Drop,0,42,0,path_grd_mid_small_043,8.0,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,1220060141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6127009,wave_lostsector_007,Campaign,90,7,True,False,point_grd_lostsector_004,point_fly_lostsector_004,sbg_lostsector_004,lostsector,Day,ibg_lostsector_001,3320030141.0,path_fly_far_small_022,1210030141,Dash,2210020141.0,Dash,2210020141.0,Dash,1210030141.0,Dash,path_fly_mid_small_033,,2210020141.0,Dash,1210030141.0,Dash,2210020141.0,Dash,2310060241.0,Drop,path_fly_mid_elite2_808,10.0,2210020141.0,Dash,1210030141.0,Dash,3310030241.0,Drop,3310030241.0,Drop,path_fly_mid_small_036,,1210030141.0,Drop,1210030141.0,Drop,2210020141.0,Drop,2210020141.0,Drop,path_grd_mid_elite3_811,0.0,2220030141.0,Dash,2320020241.0,Drop,3320030241.0,Drop,3320030141.0,Drop,0,42,12,path_grd_far_small_038,8.0,3220060141.0,Dash,3220070141.0,Dash,3220060141.0,Dash,3220070141.0,Dash,path_grd_mid_small_043,8.0,3220070141.0,Dash,2220030141.0,Dash,3220070141.0,Dash,2220030141.0,Dash,,path_grd_mid_small_040,3220060141.0,Dash,3220060141.0,Dash,2220030141.0,Dash,2220030141.0,Dash,,,,,,,,,,,,,,,,,,,,,
6127010,wave_lostsector_007,Campaign,90,5,True,False,point_grd_lostsector_001,point_fly_lostsector_001,sbg_lostsector_001,lostsector,Day,ibg_lostsector_001,2320050141.0,path_grd_mid_special_025,1120010141,Jump,1120010141.0,Jump,3220050141.0,Drop,2320050241.0,Drop,path_fly_mid_small_030,10.0,1210020141.0,Drop,1210020141.0,Drop,1210020141.0,Drop,3210040141.0,Drop,path_grd_close_small_013,4.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,path_grd_mid_elite1_802,0.0,3220050141.0,Dash,3220050141.0,Dash,1220050141.0,Drop,1320030241.0,Drop,path_grd_mid_special_025,6.0,3120010141.0,Dash,3120010141.0,Dash,1220050141.0,Drop,2320050141.0,Dash,6,51,0,path_grd_mid_small_043,3.0,1220050141.0,Dash,1220050141.0,Dash,1220050141.0,Dash,2220040141.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
