stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,target_list/0,wave_data/0/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,close_monster_count,mid_monster_count,far_monster_count,wave_data/0/private_monster_count,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/4/private_monster_count,wave_data/4/wave_path,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,mod_value,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_path,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type
6000001,wave_campaign_normal_001,Campaign,900,2,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_000,CityForestUnder,Smog,ibg_cityforestunder_001,3320010311.0,path_grd_tutorial_001,3227050311,Drop,path_grd_tutorial_011,0.0,3227050312.0,Drop,path_grd_tutorial_002,0.0,3220050111.0,Drop,3120010111.0,Dash,3120010111.0,Jump,3220040111.0,Dash,path_grd_tutorial_003,0.0,3220030311.0,Drop,3220030311.0,Drop,3220030311.0,Drop,3320010311.0,Drop,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000002,wave_campaign_normal_001,Campaign,900,3,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,3320070311.0,path_grd_close_small_001,3220030311,Drop,path_grd_close_small_051,5.0,3220050111.0,Jump,path_grd_close_small_014,6.0,3220050111.0,Jump,3220050111.0,Jump,3120010111.0,Drop,3120010111.0,Jump,path_grd_tutorial_013,0.0,3120010111.0,Jump,3120010111.0,Drop,3120010111.0,Jump,3320070311.0,Drop,26,7,0,5.0,3220030311.0,Drop,3120010111.0,Jump,3120010111.0,Drop,3220050111.0,Jump,3220050111.0,Jump,3220050111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000003,wave_campaign_normal_001,Campaign,900,2,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,1310030341.0,path_grd_tutorial_001,3227050341,Drop,path_fly_tutorial_001,0.0,3217010341.0,Drop,path_grd_tutorial_006,,3120010141.0,Jump,3220020141.0,Jump,3220020141.0,Jump,3217020341.0,Drop,path_fly_close_small_001,6.0,1110010141.0,Dash,1110010141.0,Dash,1110010141.0,Drop,1310030341.0,Drop,20,3,0,,,,,,,,3217020341.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001001,wave_campaign_normal_001,Campaign,900,5,True,False,point_grd_cityforestunder_002,point_fly_cityforestunder_002,sbg_cityforestunder_002,CityForestUnder,Day,ibg_cityforestunder_001,3310030311.0,path_grd_tutorial_004,3120010111,Jump,path_grd_tutorial_005,,1320022311.0,Drop,path_fly_tutorial_004,5.0,3210010111.0,Drop,3110010111.0,Drop,3110010111.0,Drop,3120010111.0,Drop,path_fly_tutorial_005,7.0,3310030311.0,Drop,,,,,,,5,18,1,,3120010111.0,Jump,3220050111.0,Drop,3220050111.0,Dash,3220050111.0,Drop,3210010111.0,Jump,3110010111.0,Dash,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001002,wave_campaign_normal_001,Campaign,900,0,True,False,point_grd_cityforest_001,point_fly_cityforest_001,sbg_cityforest_001,CityForest,Day,ibg_cityforest_001,1310030321.0,path_fly_tutorial_002,3217010321,Drop,path_fly_tutorial_003,,3217010321.0,Drop,path_grd_tutorial_009,2.0,3220030321.0,Drop,3220030321.0,Drop,3220050121.0,Jump,3220050121.0,Jump,path_grd_tutorial_012,0.0,3220070321.0,Drop,,,,,,,0,12,4,,,,,,,,1210040321.0,Drop,,,,,0.0,path_fly_tutorial_008,3217010321.0,Drop,3217010321.0,Drop,3217010321.0,Dash,1310030321.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001003,wave_campaign_normal_001,Campaign,900,0,True,False,point_grd_cityforestunder_004_tutorial,point_fly_cityforestunder_004,sbg_cityforestunder_004,CityForestUnder,Day,ibg_cityforestunder_001,2320020341.0,path_fly_tutorial_007,3217010341,Drop,path_fly_close_small_026,0.0,3110010141.0,Dash,path_grd_close_small_007,5.0,3120010141.0,Jump,3220050141.0,Jump,3220050141.0,Drop,3220050141.0,Drop,path_grd_close_small_042,5.0,3120010141.0,Jump,3120010141.0,Jump,3220050141.0,Dash,3220050141.0,Dash,25,0,0,,,,,,,,3210010141.0,Drop,3210010141.0,Drop,1310032341.0,Drop,5.0,path_grd_close_small_067,3120010141.0,Dash,3220050141.0,Dash,3220050141.0,Jump,2320020341.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001004,wave_campaign_normal_001,Campaign,900,5,False,False,point_grd_blacksmith_01,point_fly_blacksmith_01,sbg_cityforestunderbbg003_001,CityForestUnder,Day,ibg_cityforestunder_001,1520030311.0,b_grd_blacksmith_01,1520030311,Normal,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001005,wave_campaign_normal_001,Campaign,900,5,False,False,point_grd_desert_002,point_fly_desert_002,sbg_desert_002,Desertmbg001,Day,ibg_desert_001,2420020141.0,path_grd_mid_centurion_901,2420020141,Normal,path_grd_close_small_001,,1120010111.0,Drop,,,,,,,,,,,,,,,,,,,,,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002001,wave_campaign_normal_001,Campaign,90,5,True,False,point_grd_cityforestunder_001,point_fly_cityforestunder_001,sbg_cityforestunder_001,CityForestUnder,Day,ibg_cityforestunder_001,3310030131.0,path_grd_close_small_001,3120010131,Drop,path_fly_mid_small_018,,3210020131.0,Drop,path_grd_close_small_004,,3120010131.0,Jump,3120010131.0,Jump,3220030131.0,Jump,3220030131.0,Jump,path_fly_mid_small_005,0.0,3210010131.0,Jump,3210010131.0,Jump,3110010131.0,Normal,3310030131.0,Drop,18,12,0,,3120010131.0,Drop,3220050131.0,Dash,3220050131.0,Dash,3210020131.0,Drop,3210030131.0,Drop,3310010231.0,Drop,,path_grd_close_small_004,3120010131.0,Jump,3120010131.0,Jump,3220030131.0,Jump,3220030131.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6002002,wave_campaign_normal_001,Campaign,90,5,True,False,point_grd_cityforestunder_003,point_fly_cityforestunder_003,sbg_cityforestunder_003,CityForestUnder,Day,ibg_cityforestunder_001,3310010131.0,path_grd_mid_small_043,3220050131,Dash,path_grd_close_small_004,,3220040131.0,Jump,path_grd_mid_small_055,,3120010131.0,Jump,3220030131.0,Random,3220030131.0,Random,3220030131.0,Random,path_fly_close_small_004,0.0,3110010131.0,Random,3210020131.0,Normal,3210020131.0,Normal,3310010131.0,Drop,12,18,0,,3220050131.0,Dash,3220050131.0,Dash,3220050131.0,Dash,3220040131.0,Jump,3220040131.0,Jump,3320070231.0,Drop,,path_grd_mid_small_055,3120010131.0,Jump,3220030131.0,Random,3220030131.0,Random,3220030131.0,Random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
