stage_id,group_id,spot_mod,battle_time,monster_count,use_intro_scene,wave_repeat,point_data,point_data_fly,background_name,theme,theme_time,stage_info_bg,close_monster_count,mid_monster_count,far_monster_count,mod_value,target_list/0,wave_data/0/wave_path,wave_data/1/wave_path,wave_data/1/private_monster_count,wave_data/2/wave_path,wave_data/2/private_monster_count,wave_data/3/wave_path,wave_data/3/private_monster_count,wave_data/4/wave_path,wave_data/4/private_monster_count,wave_data/5/wave_path,wave_data/5/private_monster_count,wave_data/6/wave_path,wave_data/6/private_monster_count,wave_data/7/wave_path,wave_data/7/private_monster_count,wave_data/8/wave_path,wave_data/8/private_monster_count,wave_data/9/wave_path,wave_data/0/wave_monster_list/0/wave_monster_id,wave_data/0/wave_monster_list/0/spawn_type,wave_data/0/wave_monster_list/1/wave_monster_id,wave_data/0/wave_monster_list/1/spawn_type,wave_data/0/wave_monster_list/2/wave_monster_id,wave_data/0/wave_monster_list/2/spawn_type,wave_data/0/wave_monster_list/3/wave_monster_id,wave_data/0/wave_monster_list/3/spawn_type,wave_data/1/wave_monster_list/0/wave_monster_id,wave_data/1/wave_monster_list/0/spawn_type,wave_data/1/wave_monster_list/1/wave_monster_id,wave_data/1/wave_monster_list/1/spawn_type,wave_data/1/wave_monster_list/2/wave_monster_id,wave_data/1/wave_monster_list/2/spawn_type,wave_data/1/wave_monster_list/3/wave_monster_id,wave_data/1/wave_monster_list/3/spawn_type,wave_data/2/wave_monster_list/0/wave_monster_id,wave_data/2/wave_monster_list/0/spawn_type,wave_data/2/wave_monster_list/1/wave_monster_id,wave_data/2/wave_monster_list/1/spawn_type,wave_data/2/wave_monster_list/2/wave_monster_id,wave_data/2/wave_monster_list/2/spawn_type,wave_data/2/wave_monster_list/3/wave_monster_id,wave_data/2/wave_monster_list/3/spawn_type,wave_data/3/wave_monster_list/0/wave_monster_id,wave_data/3/wave_monster_list/0/spawn_type,wave_data/3/wave_monster_list/1/wave_monster_id,wave_data/3/wave_monster_list/1/spawn_type,wave_data/3/wave_monster_list/2/wave_monster_id,wave_data/3/wave_monster_list/2/spawn_type,wave_data/3/wave_monster_list/3/wave_monster_id,wave_data/3/wave_monster_list/3/spawn_type,wave_data/4/wave_monster_list/0/wave_monster_id,wave_data/4/wave_monster_list/0/spawn_type,wave_data/4/wave_monster_list/1/wave_monster_id,wave_data/4/wave_monster_list/1/spawn_type,wave_data/4/wave_monster_list/2/wave_monster_id,wave_data/4/wave_monster_list/2/spawn_type,wave_data/4/wave_monster_list/3/wave_monster_id,wave_data/4/wave_monster_list/3/spawn_type,wave_data/5/wave_monster_list/0/wave_monster_id,wave_data/5/wave_monster_list/0/spawn_type,wave_data/5/wave_monster_list/1/wave_monster_id,wave_data/5/wave_monster_list/1/spawn_type,wave_data/5/wave_monster_list/2/wave_monster_id,wave_data/5/wave_monster_list/2/spawn_type,wave_data/5/wave_monster_list/3/wave_monster_id,wave_data/5/wave_monster_list/3/spawn_type,wave_data/6/wave_monster_list/0/wave_monster_id,wave_data/6/wave_monster_list/0/spawn_type,wave_data/6/wave_monster_list/1/wave_monster_id,wave_data/6/wave_monster_list/1/spawn_type,wave_data/6/wave_monster_list/2/wave_monster_id,wave_data/6/wave_monster_list/2/spawn_type,wave_data/6/wave_monster_list/3/wave_monster_id,wave_data/6/wave_monster_list/3/spawn_type,wave_data/7/wave_monster_list/0/wave_monster_id,wave_data/7/wave_monster_list/0/spawn_type,wave_data/7/wave_monster_list/1/wave_monster_id,wave_data/7/wave_monster_list/1/spawn_type,wave_data/7/wave_monster_list/2/wave_monster_id,wave_data/7/wave_monster_list/2/spawn_type,wave_data/7/wave_monster_list/3/wave_monster_id,wave_data/7/wave_monster_list/3/spawn_type,wave_data/8/wave_monster_list/0/wave_monster_id,wave_data/8/wave_monster_list/0/spawn_type,wave_data/8/wave_monster_list/1/wave_monster_id,wave_data/8/wave_monster_list/1/spawn_type,wave_data/8/wave_monster_list/2/wave_monster_id,wave_data/8/wave_monster_list/2/spawn_type,wave_data/8/wave_monster_list/3/wave_monster_id,wave_data/8/wave_monster_list/3/spawn_type,wave_data/9/wave_monster_list/0/wave_monster_id,wave_data/9/wave_monster_list/0/spawn_type,wave_data/9/wave_monster_list/1/wave_monster_id,wave_data/9/wave_monster_list/1/spawn_type,wave_data/9/wave_monster_list/2/wave_monster_id,wave_data/9/wave_monster_list/2/spawn_type,wave_data/9/wave_monster_list/3/wave_monster_id,wave_data/9/wave_monster_list/3/spawn_type
6005001,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_002,point_fly_iceland_002,sbg_iceland_002,IceLand,Day,ibg_iceland_001,6,18,21,,2320010111.0,path_fly_close_small_029,path_grd_far_small_032,,path_grd_mid_special_025,,path_fly_far_small_009,,path_grd_mid_small_005,0.0,path_fly_far_small_009,,,,,,,,,3210010111,Jump,3210010111.0,Jump,1210020111.0,Jump,1210020111.0,Jump,2120010111.0,Drop,2120010111.0,Drop,1220010111.0,Drop,1220010111.0,Drop,2120010111.0,Dash,2120010111.0,Dash,2120010111.0,Dash,1320060211.0,Drop,2210020111.0,Normal,2210020111.0,Normal,2110010111.0,Normal,2110010111.0,Normal,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2320010111.0,Drop,2210020111.0,Normal,2210020111.0,Normal,2110010111.0,Normal,2110010111.0,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005002,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,12,33,0,,2310020111.0,path_fly_close_small_007,path_grd_mid_special_025,,path_fly_mid_small_008,,path_grd_mid_small_052,,path_fly_close_small_026,0.0,path_grd_mid_small_052,,,,,,,,,3210030111,Dash,3210030111.0,Dash,3210030111.0,Dash,3210030111.0,Dash,2120010111.0,Drop,2120010111.0,Drop,2120010111.0,Drop,2220040111.0,Drop,2210010111.0,Jump,2210010111.0,Jump,2210010111.0,Jump,2310010211.0,Jump,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Drop,2310020111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,2220010111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005003,wave_campaign_normal_002,Campaign,90,7,True,False,point_grd_iceland_001,point_fly_iceland_001,sbg_iceland_001,IceLand,Day,ibg_iceland_001,0,48,12,,2310020111.0,path_fly_mid_elite1_802,path_grd_mid_elite1_802,10.0,path_fly_far_small_025,,path_fly_mid_small_036,10.0,path_fly_mid_elite2_805,0.0,path_grd_far_small_074,,path_fly_mid_special_047,,,,,,,3210020111,Dash,3210020111.0,Dash,3210010111.0,Drop,2310020211.0,Drop,3220060111.0,Dash,3220060111.0,Dash,2220040111.0,Drop,3320060211.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210010111.0,Drop,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,3210020111.0,Dash,3210010111.0,Jump,3210010111.0,Jump,2310020211.0,Drop,2310020111.0,Drop,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220040111.0,Dash,3110010111.0,Dash,3110010111.0,Dash,3210020111.0,Drop,3210020111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,
6005004,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_003,point_fly_iceland_003,sbg_iceland_003,IceLand,Day,ibg_iceland_001,18,12,6,,2320060111.0,path_fly_close_small_007,path_grd_close_small_013,,path_fly_far_small_006,,path_grd_mid_small_061,,path_grd_close_small_067,0.0,path_grd_mid_small_061,,,,,,,,,1210010111,Drop,1210010111.0,Drop,1210010111.0,Dash,2310020211.0,Dash,2220030111.0,Drop,2220030111.0,Drop,2220030111.0,Jump,2320010211.0,Jump,2210010111.0,Jump,2210010111.0,Jump,2210010111.0,Jump,2310020211.0,Normal,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,2220030111.0,Jump,2220030111.0,Jump,2220030111.0,Jump,2320060111.0,Drop,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,3220060111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005005,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_005,point_fly_iceland_005,sbg_iceland_005,IceLand,Day,ibg_iceland_001,15,12,18,,2320050111.0,path_grd_close_special_064,path_fly_far_small_009,,path_grd_mid_small_011,,path_fly_far_small_009,,path_grd_mid_small_055,0.0,path_fly_far_small_009,,,,,,,,,2120010111,Jump,2120010111.0,Jump,2120010111.0,Jump,2320050211.0,Drop,2110010111.0,Jump,2110010111.0,Jump,2210010111.0,Normal,2210010111.0,Normal,3220070111.0,Drop,3220070111.0,Drop,3220070111.0,Drop,3220070111.0,Drop,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2220020111.0,Jump,2220020111.0,Jump,2220020111.0,Jump,2320050111.0,Drop,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,2210020111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005006,wave_campaign_normal_002,Campaign,90,7,True,False,point_grd_iceland_006,point_fly_iceland_006,sbg_iceland_006,IceLand,Day,ibg_iceland_001,0,54,6,,1320060111.0,path_grd_mid_small_043,path_fly_mid_elite2_808,,path_fly_far_small_054,6.0,path_grd_mid_special_025,14.0,path_fly_mid_elite1_802,0.0,path_grd_mid_elite1_802,10.0,path_fly_mid_small_024,5.0,,,,,,2220010111,Dash,2220010111.0,Dash,2220010111.0,Dash,2220010111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,3310010211.0,Dash,3310010211.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,2120010111.0,Dash,2120010111.0,Dash,2220010111.0,Drop,2220040111.0,Drop,1210030111.0,Dash,1210030111.0,Dash,3210030111.0,Drop,1310040211.0,Drop,2220010111.0,Jump,2220010111.0,Jump,2220040111.0,Drop,1320060111.0,Drop,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Dash,,,,,,,,,,,,,,,,,,,,,,,,
6005007,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_standard,sbg_iceland_escape_001,IceLand,Day,ibg_iceland_001,12,18,0,,1310020111.0,path_fly_close_small_038,path_fly_mid_small_024,,path_fly_close_small_004,,path_fly_mid_small_021,,path_fly_mid_small_002,0.0,,,,,,,,,,1210010111,Jump,1210010111.0,Jump,1210010111.0,Jump,1310010211.0,Jump,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210020111.0,Dash,1210030111.0,Jump,1210030111.0,Jump,1210030111.0,Jump,2310020211.0,Jump,1110010111.0,Normal,1110010111.0,Normal,1210010111.0,Normal,1210010111.0,Normal,1210030111.0,Dash,1210030111.0,Dash,1210030111.0,Jump,1310020111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005008,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_standard,sbg_iceland_escape_001,IceLand,Day,ibg_iceland_001,12,12,6,,3310030111.0,path_fly_mid_small_018,path_fly_far_small_006,,path_fly_close_small_029,,path_fly_mid_small_036,,path_fly_close_small_023,0.0,,,,,,,,,,3210010111,Jump,3210010111.0,Jump,3210010111.0,Jump,3210010111.0,Jump,3110010111.0,Drop,3110010111.0,Drop,3110010111.0,Drop,3310010211.0,Drop,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210010111.0,Dash,3210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,3210020111.0,Jump,3210040111.0,Drop,3210040111.0,Drop,3210040111.0,Drop,3310030111.0,Drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005009,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_001,point_fly_standard,sbg_iceland_escape_001,IceLand,Day,ibg_iceland_001,12,18,0,,2310010111.0,path_fly_close_small_001,path_fly_mid_small_021,,path_fly_mid_small_033,,path_fly_close_small_004,,path_fly_mid_small_042,0.0,,,,,,,,,,2210020111,Drop,2210020111.0,Drop,2210020111.0,Drop,2310020211.0,Drop,2210010111.0,Normal,2210010111.0,Normal,2210010111.0,Normal,2210010111.0,Normal,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,2110010111.0,Normal,2110010111.0,Normal,2210010111.0,Drop,2210010111.0,Drop,2210020111.0,Jump,2210020111.0,Jump,2210020111.0,Jump,2310010111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005010,wave_campaign_normal_002,Campaign,90,5,True,False,point_grd_iceland_005,point_fly_iceland_005,sbg_iceland_005,IceLand,Day,ibg_iceland_001,18,24,0,,1320010111.0,path_grd_close_small_001,path_fly_close_small_029,,path_grd_close_small_060,,path_fly_mid_small_008,,path_grd_mid_small_055,,path_grd_mid_small_011,0.0,path_grd_mid_small_055,,,,,,,3220050111,Jump,3220050111.0,Jump,3220050111.0,Jump,3220070111.0,Random,3210030111.0,Normal,3210030111.0,Normal,3210030111.0,Drop,3310010211.0,Drop,3220060111.0,Drop,3220060111.0,Drop,3220060111.0,Drop,3320010211.0,Drop,3210020111.0,Normal,3210020111.0,Normal,3210020111.0,Normal,3210020111.0,Normal,1220010111.0,Jump,1220010111.0,Jump,1220010111.0,Jump,1220010111.0,Jump,1220020111.0,Normal,1220020111.0,Normal,1220020111.0,Normal,1320010111.0,Drop,1220010111.0,Jump,1220010111.0,Jump,1220010111.0,Jump,1220010111.0,Jump,,,,,,,,,,,,,,,,,,,,,,,,
