id,event_id,day,login_event_reward_type,reward_id
10001001,10001,1,normal,31001
10001002,10001,2,normal,31002
10001003,10001,3,normal,31003
10001004,10001,4,normal,31004
10001005,10001,5,normal,31005
10001006,10001,6,normal,31006
10001007,10001,7,goal,31007
10002001,10002,1,normal,31101
10002002,10002,2,normal,31102
10002003,10002,3,normal,31103
10002004,10002,4,normal,31104
10002005,10002,5,normal,31105
10002006,10002,6,normal,31106
10002007,10002,7,goal,31107
10003001,10003,1,normal,40401
10003002,10003,2,normal,40402
10003003,10003,3,normal,40403
10003004,10003,4,normal,40404
10003005,10003,5,normal,40405
10003006,10003,6,normal,40406
10003007,10003,7,goal,40407
10004001,10004,1,normal,40501
10004002,10004,2,normal,40502
10004003,10004,3,normal,40503
10004004,10004,4,normal,40504
10004005,10004,5,normal,40505
10004006,10004,6,normal,40506
10004007,10004,7,goal,40507
10005001,10005,1,normal,40601
10005002,10005,2,normal,40602
10005003,10005,3,normal,40603
10005004,10005,4,normal,40604
10005005,10005,5,normal,40605
10005006,10005,6,normal,40606
10005007,10005,7,goal,40607
10006001,10006,1,normal,40701
10006002,10006,2,normal,40702
10006003,10006,3,normal,40703
10006004,10006,4,normal,40704
10006005,10006,5,goal,40705
10007001,10007,1,normal,40901
10007002,10007,2,normal,40902
10007003,10007,3,normal,40903
10007004,10007,4,normal,40904
10007005,10007,5,normal,40905
10007006,10007,6,normal,40906
10007007,10007,7,goal,40907
10008001,10008,1,normal,41001
10008002,10008,2,normal,41002
10008003,10008,3,normal,41003
10008004,10008,4,normal,41004
10008005,10008,5,normal,41005
10008006,10008,6,normal,41006
10008007,10008,7,goal,41007
10009001,10009,1,normal,41101
10009002,10009,2,normal,41102
10009003,10009,3,normal,41103
10009004,10009,4,normal,41104
10009005,10009,5,normal,41105
10009006,10009,6,normal,41106
10009007,10009,7,goal,41107
10010001,10010,1,normal,41201
10010002,10010,2,normal,41202
10010003,10010,3,normal,41203
10010004,10010,4,normal,41204
10010005,10010,5,normal,41205
10010006,10010,6,normal,41206
10010007,10010,7,normal,41207
10010008,10010,8,normal,41208
10010009,10010,9,normal,41209
10010010,10010,10,normal,41210
10010011,10010,11,normal,41211
10010012,10010,12,normal,41212
10010013,10010,13,normal,41213
10010014,10010,14,normal,41214
10010015,10010,15,normal,41215
10010016,10010,16,normal,41216
10010017,10010,17,normal,41217
10010018,10010,18,normal,41218
10010019,10010,19,normal,41219
10010020,10010,20,normal,41220
10010021,10010,21,goal,41221
10011001,10011,1,goal,41401
10012001,10012,1,normal,41501
10012002,10012,2,normal,41502
10012003,10012,3,normal,41503
10012004,10012,4,normal,41504
10012005,10012,5,normal,41505
10012006,10012,6,normal,41506
10012007,10012,7,goal,41507
10013001,10013,1,normal,41601
10013002,10013,2,normal,41602
10013003,10013,3,normal,41603
10013004,10013,4,normal,41604
10013005,10013,5,normal,41605
10013006,10013,6,normal,41606
10013007,10013,7,goal,41607
10014001,10014,1,normal,41801
10014002,10014,2,normal,41802
10014003,10014,3,normal,41803
10014004,10014,4,normal,41804
10014005,10014,5,normal,41805
10014006,10014,6,normal,41806
10014007,10014,7,goal,41807
10015001,10015,1,normal,41901
10015002,10015,2,normal,41902
10015003,10015,3,normal,41903
10015004,10015,4,normal,41904
10015005,10015,5,normal,41905
10015006,10015,6,normal,41906
10015007,10015,7,goal,41907
10016001,10016,1,normal,42001
10016002,10016,2,normal,42002
10016003,10016,3,normal,42003
10016004,10016,4,normal,42004
10016005,10016,5,normal,42005
10016006,10016,6,normal,42006
10016007,10016,7,normal,42007
10016008,10016,8,normal,42008
10016009,10016,9,normal,42009
10016010,10016,10,normal,42010
10016011,10016,11,normal,42011
10016012,10016,12,normal,42012
10016013,10016,13,normal,42013
10016014,10016,14,normal,42014
10016015,10016,15,normal,42015
10016016,10016,16,normal,42016
10016017,10016,17,normal,42017
10016018,10016,18,normal,42018
10016019,10016,19,normal,42019
10016020,10016,20,normal,42020
10016021,10016,21,goal,42021
10017001,10017,1,goal,42201
10018001,10018,1,normal,42301
10018002,10018,2,normal,42302
10018003,10018,3,normal,42303
10018004,10018,4,normal,42304
10018005,10018,5,normal,42305
10018006,10018,6,normal,42306
10018007,10018,7,goal,42307
10019001,10019,1,normal,42501
10019002,10019,2,normal,42502
10019003,10019,3,normal,42503
10019004,10019,4,normal,42504
10019005,10019,5,normal,42505
10019006,10019,6,normal,42506
10019007,10019,7,goal,42507
10020001,10020,1,normal,42601
10020002,10020,2,normal,42602
10020003,10020,3,normal,42603
10020004,10020,4,normal,42604
10020005,10020,5,normal,42605
10020006,10020,6,normal,42606
10020007,10020,7,goal,42607
10021001,10021,1,normal,42701
10021002,10021,2,normal,42702
10021003,10021,3,normal,42703
10021004,10021,4,normal,42704
10021005,10021,5,normal,42705
10021006,10021,6,normal,42706
10021007,10021,7,goal,42707
10022001,10022,1,normal,42801
10022002,10022,2,normal,42802
10022003,10022,3,normal,42803
10022004,10022,4,normal,42804
10022005,10022,5,normal,42805
10022006,10022,6,normal,42806
10022007,10022,7,normal,42807
10022008,10022,8,normal,42808
10022009,10022,9,normal,42809
10022010,10022,10,normal,42810
10022011,10022,11,normal,42811
10022012,10022,12,normal,42812
10022013,10022,13,normal,42813
10022014,10022,14,normal,42814
10022015,10022,15,normal,42815
10022016,10022,16,normal,42816
10022017,10022,17,normal,42817
10022018,10022,18,normal,42818
10022019,10022,19,normal,42819
10022020,10022,20,normal,42820
10022021,10022,21,goal,42821
10023001,10023,1,goal,42901
10024001,10024,1,normal,43101
10024002,10024,2,normal,43102
10024003,10024,3,normal,43103
10024004,10024,4,normal,43104
10024005,10024,5,normal,43105
10024006,10024,6,normal,43106
10024007,10024,7,goal,43107
10025001,10025,1,normal,43301
10025002,10025,2,normal,43302
10025003,10025,3,normal,43303
10025004,10025,4,normal,43304
10025005,10025,5,normal,43305
10025006,10025,6,normal,43306
10025007,10025,7,goal,43307
10026001,10026,1,normal,43401
10026002,10026,2,normal,43402
10026003,10026,3,normal,43403
10026004,10026,4,normal,43404
10026005,10026,5,normal,43405
10026006,10026,6,normal,43406
10026007,10026,7,goal,43407
10027001,10027,1,normal,43501
10027002,10027,2,normal,43502
10027003,10027,3,normal,43503
10027004,10027,4,normal,43504
10027005,10027,5,normal,43505
10027006,10027,6,normal,43506
10027007,10027,7,goal,43507
10028001,10028,1,normal,43601
10028002,10028,2,normal,43602
10028003,10028,3,normal,43603
10028004,10028,4,normal,43604
10028005,10028,5,normal,43605
10028006,10028,6,normal,43606
10028007,10028,7,goal,43607
10029001,10029,1,normal,43701
10029002,10029,2,normal,43702
10029003,10029,3,normal,43703
10029004,10029,4,normal,43704
10029005,10029,5,normal,43705
10029006,10029,6,normal,43706
10029007,10029,7,goal,43707
10030001,10030,1,normal,43901
10030002,10030,2,normal,43902
10030003,10030,3,normal,43903
10030004,10030,4,normal,43904
10030005,10030,5,normal,43905
10030006,10030,6,normal,43906
10030007,10030,7,goal,43907
10031001,10031,1,normal,44101
10031002,10031,2,normal,44102
10031003,10031,3,normal,44103
10031004,10031,4,normal,44104
10031005,10031,5,normal,44105
10031006,10031,6,normal,44106
10031007,10031,7,goal,44107
10032001,10032,1,normal,44001
10032002,10032,2,normal,44002
10032003,10032,3,normal,44003
10032004,10032,4,normal,44004
10032005,10032,5,normal,44005
10032006,10032,6,normal,44006
10032007,10032,7,normal,44007
10032008,10032,8,normal,44008
10032009,10032,9,normal,44009
10032010,10032,10,normal,44010
10032011,10032,11,normal,44011
10032012,10032,12,normal,44012
10032013,10032,13,normal,44013
10032014,10032,14,normal,44014
10032015,10032,15,normal,44015
10032016,10032,16,normal,44016
10032017,10032,17,normal,44017
10032018,10032,18,normal,44018
10032019,10032,19,normal,44019
10032020,10032,20,normal,44020
10032021,10032,21,goal,44021
10033001,10033,1,goal,44301
10034001,10034,1,normal,44401
10034002,10034,2,normal,44402
10034003,10034,3,normal,44403
10034004,10034,4,normal,44404
10034005,10034,5,normal,44405
10034006,10034,6,normal,44406
10034007,10034,7,goal,44407
10035001,10035,1,normal,44601
10035002,10035,2,normal,44602
10035003,10035,3,normal,44603
10035004,10035,4,normal,44604
10035005,10035,5,normal,44605
10035006,10035,6,normal,44606
10035007,10035,7,goal,44607
10036001,10036,1,normal,44801
10036002,10036,2,normal,44802
10036003,10036,3,normal,44803
10036004,10036,4,normal,44804
10036005,10036,5,normal,44805
10036006,10036,6,normal,44806
10036007,10036,7,goal,44807
10037001,10037,1,normal,44901
10037002,10037,2,normal,44902
10037003,10037,3,normal,44903
10037004,10037,4,normal,44904
10037005,10037,5,normal,44905
10037006,10037,6,normal,44906
10037007,10037,7,goal,44907
10038001,10038,1,normal,45001
10038002,10038,2,normal,45002
10038003,10038,3,normal,45003
10038004,10038,4,normal,45004
10038005,10038,5,normal,45005
10038006,10038,6,normal,45006
10038007,10038,7,normal,45007
10038008,10038,8,normal,45008
10038009,10038,9,normal,45009
10038010,10038,10,normal,45010
10038011,10038,11,normal,45011
10038012,10038,12,normal,45012
10038013,10038,13,normal,45013
10038014,10038,14,normal,45014
10038015,10038,15,normal,45015
10038016,10038,16,normal,45016
10038017,10038,17,normal,45017
10038018,10038,18,normal,45018
10038019,10038,19,normal,45019
10038020,10038,20,normal,45020
10038021,10038,21,goal,45021
10039001,10039,1,normal,45201
10039002,10039,2,normal,45202
10039003,10039,3,normal,45203
10039004,10039,4,normal,45204
10039005,10039,5,normal,45205
10039006,10039,6,normal,45206
10039007,10039,7,goal,45207
10040001,10040,1,normal,45301
10040002,10040,2,normal,45302
10040003,10040,3,normal,45303
10040004,10040,4,normal,45304
10040005,10040,5,normal,45305
10040006,10040,6,normal,45306
10040007,10040,7,goal,45307
10041001,10041,1,normal,45401
10041002,10041,2,normal,45402
10041003,10041,3,normal,45403
10041004,10041,4,normal,45404
10041005,10041,5,normal,45405
10041006,10041,6,normal,45406
10041007,10041,7,normal,45407
10041008,10041,8,normal,45408
10041009,10041,9,normal,45409
10041010,10041,10,normal,45410
10041011,10041,11,normal,45411
10041012,10041,12,normal,45412
10041013,10041,13,normal,45413
10041014,10041,14,normal,45414
10041015,10041,15,normal,45415
10041016,10041,16,normal,45416
10041017,10041,17,normal,45417
10041018,10041,18,normal,45418
10041019,10041,19,normal,45419
10041020,10041,20,normal,45420
10041021,10041,21,goal,45421
10042001,10042,1,goal,45501
10043001,10043,1,normal,45601
10043002,10043,2,normal,45602
10043003,10043,3,normal,45603
10043004,10043,4,normal,45604
10043005,10043,5,normal,45605
10043006,10043,6,normal,45606
10043007,10043,7,goal,45607
10044001,10044,1,goal,45801
10045001,10045,1,normal,45901
10045002,10045,2,normal,45902
10045003,10045,3,normal,45903
10045004,10045,4,normal,45904
10045005,10045,5,normal,45905
10045006,10045,6,normal,45906
10045007,10045,7,goal,45907
10046001,10046,1,normal,46101
10046002,10046,2,normal,46102
10046003,10046,3,normal,46103
10046004,10046,4,normal,46104
10046005,10046,5,normal,46105
10046006,10046,6,normal,46106
10046007,10046,7,normal,46107
10046008,10046,8,normal,46108
10046009,10046,9,normal,46109
10046010,10046,10,normal,46110
10046011,10046,11,normal,46111
10046012,10046,12,normal,46112
10046013,10046,13,normal,46113
10046014,10046,14,goal,46114
10047001,10047,1,normal,46201
10047002,10047,2,normal,46202
10047003,10047,3,normal,46203
10047004,10047,4,normal,46204
10047005,10047,5,normal,46205
10047006,10047,6,normal,46206
10047007,10047,7,goal,46207
10048001,10048,1,normal,46301
10048002,10048,2,normal,46302
10048003,10048,3,normal,46303
10048004,10048,4,normal,46304
10048005,10048,5,normal,46305
10048006,10048,6,normal,46306
10048007,10048,7,normal,46307
10048008,10048,8,normal,46308
10048009,10048,9,normal,46309
10048010,10048,10,normal,46310
