id,ban_building_category/0/name,ban_building_category/0/value,ban_building_category/1/name,ban_building_category/1/value,ban_building_category/2/name,ban_building_category/2/value,ban_building_category/3/name,ban_building_category/3/value,ban_building_category/4/name,ban_building_category/4/value,ban_building_category/5/name,ban_building_category/5/value,ban_building_category/6/name,ban_building_category/6/value,ban_building_category/7/name,ban_building_category/7/value,ban_building_category/8/name,ban_building_category/8/value,ban_building_category/9/name,ban_building_category/9/value
1,ban_building_category,Default,,,,,,,,,,,,,,,,,,
2,ban_building_category,Default,,,,,,,,,,,,,,,,,,
3,ban_building_category,Default,,,,,,,,,,,,,,,,,,
4,ban_building_category,Default,,,,,,,,,,,,,,,,,,
5,ban_building_category,Default,,,,,,,,,,,,,,,,,,
6,ban_building_category,Default,,,,,,,,,,,,,,,,,,
7,ban_building_category,Default,,,,,,,,,,,,,,,,,,
8,ban_building_category,Default,,,,,,,,,,,,,,,,,,
9,ban_building_category,Default,,,,,,,,,,,,,,,,,,
10,ban_building_category,Default,,,,,,,,,,,,,,,,,,
11,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
12,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
13,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
14,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
15,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
16,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
17,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
18,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
19,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
20,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
21,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
22,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
23,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
24,ban_building_category,CommanderCenter,ban_building_category,Elevator,ban_building_category,DispatchBoard,ban_building_category,SynchroDevice,ban_building_category,RecycleRoom,ban_building_category,TacticAcademy,ban_building_category,AmusementPark,ban_building_category,OutdoorPool,ban_building_category,FlowerPark,ban_building_category,HexaCode
