id,event_id,name,Description,IconAsset,CharacterAsset,UnlockLevel,UnlockDescription,boss,ui_description,ui_icon,Hp,ScoreLoot,BuffLoot,Score,BuffLootWeightAsset,Skills/0,Skills/1,Skills/2,Skills/3,Skills/4,Skills/5,PreviewSkills/0,PreviewSkills/1,PreviewSkills/2,PreviewSkillNames/0,PreviewSkillNames/1,PreviewSkillNames/2,Skills/6,Skills/7,Skills/8,Skills/9,PreviewSkills/3,PreviewSkills/4,PreviewSkillNames/3,PreviewSkillNames/4
11001,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_01,a,EnemyGeneral,10,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,500,"80,1|20,1","30,1",100,BuffLootWeightGeneral,,,,,,,,,,,,,,,,,,,,
11002,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_02,a,EnemyGeneral2,10,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,500,"80,2|10,1","30,1",100,BuffLootWeightGeneral,,,,,,,,,,,,,,,,,,,,
11003,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_03,a,EnemyGeneral3,10,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,1300,"80,3|20,2","100,1",100,BuffLootWeightGeneral,,,,,,,,,,,,,,,,,,,,
11011,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_01,a,EnemyGeneral,10,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,500,"80,2|20,2","40,1",100,BuffLootWeightGeneral,,,,,,,,,,,,,,,,,,,,
11012,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_02,a,EnemyGeneral2,10,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,500,"80,3|10,3","40,1",100,BuffLootWeightGeneral,,,,,,,,,,,,,,,,,,,,
11013,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_03,a,EnemyGeneral3,10,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,1300,"80,5|20,3","100,1",100,BuffLootWeightGeneral,,,,,,,,,,,,,,,,,,,,
11021,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_01,a,EnemyGeneral,10,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,500,"0,3|0,1","30,1",0,BuffLootWeightGeneral,,,,,,,,,,,,,,,,,,,,
11022,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_02,a,EnemyGeneral2,10,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,500,"0,3|0,1","30,1",0,BuffLootWeightGeneral,,,,,,,,,,,,,,,,,,,,
11023,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_03,a,EnemyGeneral3,10,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,1300,"0,3|0,1","100,1",0,BuffLootWeightGeneral,,,,,,,,,,,,,,,,,,,,
11033,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_03,a,EnemyGeneral3,10,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,2000,"0,3|0,1","100,1",0,BuffLootWeightGeneral,,,,,,,,,,,,,,,,,,,,
11043,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_03,a,EnemyGeneral3,10,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,3500,"0,3|0,1","100,1",0,BuffLootWeightGeneral,,,,,,,,,,,,,,,,,,,,
11053,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_03,a,EnemyGeneral3,10,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,5000,"0,3|0,1","100,1",0,BuffLootWeightGeneral,,,,,,,,,,,,,,,,,,,,
12001,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_01,MiniGameEVA/Enemy/eva_enemy_elite_icon_1.png,EnemyElite,11,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,3230,"100,3|20,2","80,1",1500,BuffLootWeightGeneral,211.0,212.0,213.0,214.0,215.0,216.0,12001_Skill_1,12001_Skill_2,12001_Skill_3,YX002_DANMAKU_NAME_01,YX002_DANMAKU_NAME_02,YX002_DANMAKU_NAME_03,,,,,,,,
12002,81901,YX002_ENEMY_NAME_02,YX002_ENEMY_NETA_02,MiniGameEVA/Enemy/eva_enemy_elite_icon_2.png,EnemyElite2,11,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,4400,"100,3|20,2","80,1",1500,BuffLootWeightGeneral,221.0,222.0,223.0,224.0,,,12002_Skill_1,12002_Skill_2,12002_Skill_3,YX002_DANMAKU_NAME_04,YX002_DANMAKU_NAME_05,YX002_DANMAKU_NAME_06,,,,,,,,
12003,81901,YX002_ENEMY_NAME_03,YX002_ENEMY_NETA_03,MiniGameEVA/Enemy/eva_enemy_elite_icon_3.png,EnemyElite3,11,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,3500,"100,3|20,2","60,1",1500,BuffLootWeightGeneral,231.0,232.0,233.0,234.0,235.0,,12003_Skill_1,12003_Skill_2,12003_Skill_3,YX002_DANMAKU_NAME_07,YX002_DANMAKU_NAME_08,YX002_DANMAKU_NAME_09,,,,,,,,
12011,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_01,MiniGameEVA/Enemy/eva_enemy_elite_icon_1.png,EnemyElite,11,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,3230,"100,5|20,3","80,1",1500,BuffLootWeightGeneral,211.0,212.0,213.0,214.0,215.0,216.0,12001_Skill_1,12001_Skill_2,12001_Skill_3,YX002_DANMAKU_NAME_01,YX002_DANMAKU_NAME_02,YX002_DANMAKU_NAME_03,,,,,,,,
12012,81901,YX002_ENEMY_NAME_02,YX002_ENEMY_NETA_02,MiniGameEVA/Enemy/eva_enemy_elite_icon_2.png,EnemyElite2,11,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,4400,"100,5|20,3","80,1",1500,BuffLootWeightGeneral,221.0,222.0,223.0,224.0,,,12002_Skill_1,12002_Skill_2,12002_Skill_3,YX002_DANMAKU_NAME_04,YX002_DANMAKU_NAME_05,YX002_DANMAKU_NAME_06,,,,,,,,
12013,81901,YX002_ENEMY_NAME_03,YX002_ENEMY_NETA_03,MiniGameEVA/Enemy/eva_enemy_elite_icon_3.png,EnemyElite3,11,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,3500,"100,5|20,3","60,1",1500,BuffLootWeightGeneral,231.0,232.0,233.0,234.0,235.0,,12003_Skill_1,12003_Skill_2,12003_Skill_3,YX002_DANMAKU_NAME_07,YX002_DANMAKU_NAME_08,YX002_DANMAKU_NAME_09,,,,,,,,
12021,81901,YX002_ENEMY_NAME_01,YX002_ENEMY_NETA_01,MiniGameEVA/Enemy/eva_enemy_elite_icon_1.png,EnemyElite,11,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,3230,"0,3|0,1","80,1",0,BuffLootWeightGeneral,211.0,212.0,213.0,214.0,215.0,216.0,12001_Skill_1,12001_Skill_2,12001_Skill_3,YX002_DANMAKU_NAME_01,YX002_DANMAKU_NAME_02,YX002_DANMAKU_NAME_03,,,,,,,,
12022,81901,YX002_ENEMY_NAME_02,YX002_ENEMY_NETA_02,MiniGameEVA/Enemy/eva_enemy_elite_icon_2.png,EnemyElite2,11,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,4400,"0,3|0,1","80,1",0,BuffLootWeightGeneral,221.0,222.0,223.0,224.0,,,12002_Skill_1,12002_Skill_2,12002_Skill_3,YX002_DANMAKU_NAME_04,YX002_DANMAKU_NAME_05,YX002_DANMAKU_NAME_06,,,,,,,,
12023,81901,YX002_ENEMY_NAME_03,YX002_ENEMY_NETA_03,MiniGameEVA/Enemy/eva_enemy_elite_icon_3.png,EnemyElite3,11,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,3500,"0,3|0,1","60,1",0,BuffLootWeightGeneral,231.0,232.0,233.0,234.0,235.0,,12003_Skill_1,12003_Skill_2,12003_Skill_3,YX002_DANMAKU_NAME_07,YX002_DANMAKU_NAME_08,YX002_DANMAKU_NAME_09,,,,,,,,
13001,81901,YX002_ENEMY_NAME_04,YX002_ENEMY_NETA_04,MiniGameEVA/Enemy/eva_enemy_boss_icon_1.png,EnemyBOSS_1,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,107600,"100,3|30,1","0,0",20000,BuffLootWeightGeneral,311.0,312.0,313.0,314.0,315.0,316.0,13001_Skill_1,13001_Skill_2,13001_Skill_3,YX002_DANMAKU_NAME_10,YX002_DANMAKU_NAME_11,YX002_DANMAKU_NAME_12,317.0,318.0,319.0,320.0,13001_Skill_4,13001_Skill_5,YX002_DANMAKU_NAME_13,YX002_DANMAKU_NAME_14
13002,81901,YX002_ENEMY_NAME_05,YX002_ENEMY_NETA_05,MiniGameEVA/Enemy/eva_enemy_boss_icon_2.png,EnemyBOSS_2,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,107600,"100,3|30,1","0,0",20000,BuffLootWeightGeneral,321.0,322.0,323.0,324.0,325.0,326.0,13002_Skill_1,13002_Skill_2,13002_Skill_3,YX002_DANMAKU_NAME_17,YX002_DANMAKU_NAME_18,YX002_DANMAKU_NAME_19,327.0,328.0,329.0,330.0,13002_Skill_4,13002_Skill_5,YX002_DANMAKU_NAME_20,YX002_DANMAKU_NAME_21
13003,81901,YX002_ENEMY_NAME_06,YX002_ENEMY_NETA_06,MiniGameEVA/Enemy/eva_enemy_boss_icon_3.png,EnemyBOSS_3,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,107600,"100,3|30,1","0,0",20000,BuffLootWeightGeneral,331.0,332.0,333.0,334.0,335.0,336.0,13003_Skill_1,13003_Skill_2,13003_Skill_3,YX002_DANMAKU_NAME_28,YX002_DANMAKU_NAME_29,YX002_DANMAKU_NAME_30,337.0,338.0,339.0,340.0,13003_Skill_4,13003_Skill_5,YX002_DANMAKU_NAME_31,YX002_DANMAKU_NAME_32
13004,81901,YX002_ENEMY_NAME_07,YX002_ENEMY_NETA_07,MiniGameEVA/Enemy/eva_enemy_boss_icon_4.png,EnemyBOSS_4,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,64560,"100,3|30,1","0,0",20000,BuffLootWeightGeneral,341.0,342.0,343.0,344.0,345.0,346.0,13004_Skill_1,13004_Skill_2,13004_Skill_3,YX002_DANMAKU_NAME_36,YX002_DANMAKU_NAME_37,YX002_DANMAKU_NAME_38,347.0,348.0,349.0,350.0,13004_Skill_4,13004_Skill_5,YX002_DANMAKU_NAME_39,YX002_DANMAKU_NAME_40
13005,81901,YX002_ENEMY_NAME_08,YX002_ENEMY_NETA_08,MiniGameEVA/Enemy/eva_enemy_boss_icon_5.png,EnemyBOSS_5,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,107600,"100,3|30,1","0,0",20000,BuffLootWeightGeneral,351.0,352.0,353.0,354.0,355.0,356.0,13005_Skill_1,13005_Skill_2,13005_Skill_3,YX002_DANMAKU_NAME_44,YX002_DANMAKU_NAME_45,YX002_DANMAKU_NAME_46,357.0,358.0,359.0,360.0,13005_Skill_4,13005_Skill_5,YX002_DANMAKU_NAME_47,YX002_DANMAKU_NAME_48
13006,81901,YX002_ENEMY_NAME_09,YX002_ENEMY_NETA_09,MiniGameEVA/Enemy/eva_enemy_boss_icon_6.png,EnemyBOSS_6,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,107600,"100,3|30,1","0,0",20000,BuffLootWeightGeneral,361.0,362.0,363.0,364.0,365.0,366.0,13006_Skill_1,13006_Skill_2,13006_Skill_3,YX002_DANMAKU_NAME_51,YX002_DANMAKU_NAME_52,YX002_DANMAKU_NAME_53,367.0,368.0,369.0,370.0,13006_Skill_4,13006_Skill_5,YX002_DANMAKU_NAME_54,YX002_DANMAKU_NAME_55
13011,81901,YX002_ENEMY_NAME_04,YX002_ENEMY_NETA_04,MiniGameEVA/Enemy/eva_enemy_boss_icon_1.png,EnemyBOSS_1,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,107600,"100,3|30,1","0,0",20000,BuffLootWeightGeneral,311.0,312.0,313.0,314.0,315.0,316.0,13001_Skill_1,13001_Skill_2,13001_Skill_3,YX002_DANMAKU_NAME_10,YX002_DANMAKU_NAME_11,YX002_DANMAKU_NAME_12,317.0,318.0,319.0,320.0,13001_Skill_4,13001_Skill_5,YX002_DANMAKU_NAME_13,YX002_DANMAKU_NAME_14
13012,81901,YX002_ENEMY_NAME_05,YX002_ENEMY_NETA_05,MiniGameEVA/Enemy/eva_enemy_boss_icon_2.png,EnemyBOSS_2,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,107600,"100,3|30,1","0,0",20000,BuffLootWeightGeneral,321.0,322.0,323.0,324.0,325.0,326.0,13002_Skill_1,13002_Skill_2,13002_Skill_3,YX002_DANMAKU_NAME_17,YX002_DANMAKU_NAME_18,YX002_DANMAKU_NAME_19,327.0,328.0,329.0,330.0,13002_Skill_4,13002_Skill_5,YX002_DANMAKU_NAME_20,YX002_DANMAKU_NAME_21
13013,81901,YX002_ENEMY_NAME_06,YX002_ENEMY_NETA_06,MiniGameEVA/Enemy/eva_enemy_boss_icon_3.png,EnemyBOSS_3,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,107600,"100,3|30,1","0,0",20000,BuffLootWeightGeneral,331.0,332.0,333.0,334.0,335.0,336.0,13003_Skill_1,13003_Skill_2,13003_Skill_3,YX002_DANMAKU_NAME_28,YX002_DANMAKU_NAME_29,YX002_DANMAKU_NAME_30,337.0,338.0,339.0,340.0,13003_Skill_4,13003_Skill_5,YX002_DANMAKU_NAME_31,YX002_DANMAKU_NAME_32
13014,81901,YX002_ENEMY_NAME_07,YX002_ENEMY_NETA_07,MiniGameEVA/Enemy/eva_enemy_boss_icon_4.png,EnemyBOSS_4,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,64560,"100,3|30,1","0,0",20000,BuffLootWeightGeneral,341.0,342.0,343.0,344.0,345.0,346.0,13004_Skill_1,13004_Skill_2,13004_Skill_3,YX002_DANMAKU_NAME_36,YX002_DANMAKU_NAME_37,YX002_DANMAKU_NAME_38,347.0,348.0,349.0,350.0,13004_Skill_4,13004_Skill_5,YX002_DANMAKU_NAME_39,YX002_DANMAKU_NAME_40
13015,81901,YX002_ENEMY_NAME_08,YX002_ENEMY_NETA_08,MiniGameEVA/Enemy/eva_enemy_boss_icon_5.png,EnemyBOSS_5,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,107600,"100,3|30,1","0,0",20000,BuffLootWeightGeneral,351.0,352.0,353.0,354.0,355.0,356.0,13005_Skill_1,13005_Skill_2,13005_Skill_3,YX002_DANMAKU_NAME_44,YX002_DANMAKU_NAME_45,YX002_DANMAKU_NAME_46,357.0,358.0,359.0,360.0,13005_Skill_4,13005_Skill_5,YX002_DANMAKU_NAME_47,YX002_DANMAKU_NAME_48
13016,81901,YX002_ENEMY_NAME_09,YX002_ENEMY_NETA_09,MiniGameEVA/Enemy/eva_enemy_boss_icon_6.png,EnemyBOSS_6,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,107600,"100,3|30,1","0,0",20000,BuffLootWeightGeneral,361.0,362.0,363.0,364.0,365.0,366.0,13006_Skill_1,13006_Skill_2,13006_Skill_3,YX002_DANMAKU_NAME_51,YX002_DANMAKU_NAME_52,YX002_DANMAKU_NAME_53,367.0,368.0,369.0,370.0,13006_Skill_4,13006_Skill_5,YX002_DANMAKU_NAME_54,YX002_DANMAKU_NAME_55
91,81901,YX002_ENEMY_NAME_02,YX002_ENEMY_NETA_10,a,EnemyElite,11,YX002_PIECE_UNLOCKED_DESC_01,False,1,0,1000,"100,2|20,1","60,1",1500,BuffLootWeightGeneral,999.0,212.0,213.0,,,,,,,,,,,,,,,,,
92,81901,YX002_ENEMY_NAME_03,YX002_ENEMY_NETA_05,a,EnemyBOSS_4,12,YX002_PIECE_UNLOCKED_DESC_01,True,1,0,1000,"100,3|30,1","0,0",0,BuffLootWeightGeneral,999.0,312.0,313.0,314.0,315.0,316.0,,,,,,,,,,,,,,
